event_id,request_id,timestamp,device_id,session_id,prior_attempts_10s,prior_attempts_60s,prior_attempts_5m,prior_attempts_1h,prior_attempts_24h,prior_attempts_7d,prospective_requests_10s,prospective_requests_60s,distinct_cards_5m,distinct_cards_1h,distinct_cards_24h,distinct_cards_7d,distinct_bins_5m,distinct_bins_24h,cross_session_cards_24h,cross_session_cards_7d,prior_decline_streak,prior_decline_ratio_5m,prior_decline_ratio_24h,attempts_before_first_approval,attempts_after_first_approval,seconds_since_previous_authorization,device_age_seconds,session_age_seconds,seconds_since_previous_session,sessions_24h,sessions_7d,ip_changes_24h,devices_per_ip_5m,requests_per_ip_5m,same_card_retry_ratio_24h,card_switches_after_decline_24h,current_amount,amount_delta_from_previous,amount_variation_24h,near_minimum_ratio_24h,prior_successful_checkouts,seconds_since_successful_checkout,campaign_active,label,population,attack_subtype,scenario_tag
evt_0055851,req_0023855,2026-01-08T20:01:23+00:00,dev_0009619,dev_0009619_s1,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,193.000000,193.000000,193.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,2.830000,-9.850000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0008164,req_0003018,2026-01-08T20:05:27+00:00,dev_0002399,dev_0002399_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,normal,,normal_standard
evt_0055074,req_0023479,2026-01-08T20:08:51+00:00,dev_0009571,dev_0009571_s2,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,257431.000000,258373.000000,0.000000,258373.000000,1.000000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.920000,0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0055076,req_0023480,2026-01-08T20:12:02+00:00,dev_0009571,dev_0009571_s2,0.000000,0.000000,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000,2.000000,2.000000,2.000000,5.000000,2.000000,2.000000,1.000000,4.000000,0.000000,0.000000,0.000000,0.000000,3.000000,191.000000,258564.000000,191.000000,258564.000000,1.000000,2.000000,0.000000,1.000000,2.000000,0.000000,0.000000,10.150000,8.230000,0.000000,1.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0060781,req_0026234,2026-01-08T20:13:09+00:00,dev_0009930,dev_0009930_s3,0.000000,0.000000,0.000000,1.000000,2.000000,6.000000,1.000000,1.000000,1.000000,2.000000,2.000000,3.000000,1.000000,1.000000,2.000000,3.000000,1.000000,0.000000,0.500000,0.000000,5.000000,1007.000000,259886.000000,1007.000000,87342.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.780000,1.550000,0.825000,0.500000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0060596,req_0026144,2026-01-08T20:14:57+00:00,dev_0009919,dev_0009919_s1,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,910.000000,910.000000,910.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,14.400000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0006610,req_0002446,2026-01-08T20:15:20+00:00,dev_0001940,dev_0001940_s3,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,172903.000000,345692.000000,0.000000,172903.000000,1.000000,3.000000,0.000000,1.000000,1.000000,0.000000,0.000000,6.920000,4.190000,0.000000,0.000000,2.000000,172737.000000,0.000000,0,normal,,normal_standard
evt_0055078,req_0023481,2026-01-08T20:18:20+00:00,dev_0009571,dev_0009571_s2,0.000000,0.000000,0.000000,2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,2.000000,2.000000,5.000000,1.000000,2.000000,1.000000,4.000000,1.000000,0.000000,0.500000,0.000000,4.000000,378.000000,258942.000000,569.000000,258942.000000,1.000000,2.000000,0.000000,1.000000,1.000000,0.500000,0.000000,22.240000,12.090000,4.115000,0.500000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0055853,req_0023856,2026-01-08T20:18:20+00:00,dev_0009619,dev_0009619_s1,0.000000,0.000000,0.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.500000,1.000000,0.000000,1017.000000,1210.000000,1210.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,13.030000,10.200000,4.925000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0060598,req_0026145,2026-01-08T20:23:51+00:00,dev_0009919,dev_0009919_s1,0.000000,0.000000,0.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000,2.000000,0.000000,534.000000,1444.000000,1444.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.500000,1.000000,11.400000,-3.000000,0.475000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0004599,req_0001708,2026-01-08T20:23:56+00:00,dev_0001356,dev_0001356_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,10.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0004601,req_0001709,2026-01-08T20:24:53+00:00,dev_0001356,dev_0001356_s1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,57.000000,57.000000,57.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,5.090000,-5.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0005909,req_0002192,2026-01-08T20:30:52+00:00,dev_0001738,dev_0001738_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0001814,req_0000678,2026-01-08T20:31:35+00:00,dev_0000535,dev_0000535_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,19.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0058742,req_0025248,2026-01-08T20:37:42+00:00,dev_0009803,dev_0009803_s2,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,258846.000000,259224.000000,0.000000,259224.000000,1.000000,2.000000,1.000000,1.000000,1.000000,0.000000,0.000000,3.460000,1.560000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0023592,req_0008961,2026-01-08T20:43:47+00:00,dev_0006383,dev_0006383_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,16.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_bad_luck
evt_0023594,req_0008962,2026-01-08T20:45:24+00:00,dev_0006383,dev_0006383_s1,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,97.000000,97.000000,97.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,0.000000,0.000000,5.290000,-10.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_bad_luck
evt_0047684,req_0019903,2026-01-08T20:45:56+00:00,dev_0009134,dev_0009134_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,50.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,evasive,attack_evasive
evt_0011624,req_0004291,2026-01-08T20:46:35+00:00,dev_0003412,dev_0003412_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0023596,req_0008963,2026-01-08T20:46:56+00:00,dev_0006383,dev_0006383_s1,0.000000,0.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,2.000000,0.000000,92.000000,189.000000,189.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,9.180000,3.890000,5.440000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_bad_luck
evt_0036337,req_0014367,2026-01-08T20:47:20+00:00,dev_0008614,dev_0008614_s3,0.000000,0.000000,0.000000,0.000000,2.000000,19.000000,1.000000,1.000000,1.000000,1.000000,3.000000,11.000000,1.000000,3.000000,3.000000,11.000000,1.000000,0.000000,0.500000,2.000000,16.000000,86398.000000,172805.000000,0.000000,86418.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,8.190000,-12.940000,6.010000,0.000000,0.000000,0.000000,1.000000,1,attack,burst,attack_burst
evt_0036339,req_0014368,2026-01-08T20:47:37+00:00,dev_0008614,dev_0008614_s3,0.000000,1.000000,1.000000,1.000000,1.000000,20.000000,1.000000,2.000000,1.000000,1.000000,1.000000,11.000000,1.000000,1.000000,1.000000,11.000000,0.000000,0.000000,0.000000,2.000000,17.000000,17.000000,172822.000000,17.000000,86435.000000,1.000000,3.000000,0.000000,1.000000,2.000000,1.000000,0.000000,1.010000,-7.180000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0047686,req_0019904,2026-01-08T20:47:51+00:00,dev_0009134,dev_0009134_s1,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.000000,115.000000,115.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,3.500000,-47.030000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,evasive,attack_evasive
evt_0036341,req_0014369,2026-01-08T20:47:58+00:00,dev_0008614,dev_0008614_s3,0.000000,2.000000,2.000000,2.000000,2.000000,21.000000,1.000000,3.000000,2.000000,2.000000,2.000000,12.000000,1.000000,1.000000,1.000000,11.000000,1.000000,0.500000,0.500000,2.000000,18.000000,21.000000,172843.000000,38.000000,86456.000000,1.000000,3.000000,0.000000,1.000000,3.000000,0.000000,0.000000,3.320000,2.310000,3.590000,0.500000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0036343,req_0014370,2026-01-08T20:48:12+00:00,dev_0008614,dev_0008614_s3,0.000000,3.000000,3.000000,3.000000,3.000000,22.000000,1.000000,4.000000,2.000000,2.000000,2.000000,12.000000,1.000000,1.000000,1.000000,11.000000,2.000000,0.666667,0.666667,2.000000,19.000000,14.000000,172857.000000,52.000000,86470.000000,1.000000,3.000000,0.000000,1.000000,4.000000,0.333333,1.000000,3.340000,0.020000,2.992684,0.333333,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0002417,req_0000901,2026-01-08T20:48:13+00:00,dev_0000710,dev_0000710_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,13.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0036345,req_0014371,2026-01-08T20:48:25+00:00,dev_0008614,dev_0008614_s3,0.000000,3.000000,4.000000,4.000000,4.000000,23.000000,1.000000,4.000000,2.000000,2.000000,2.000000,12.000000,1.000000,1.000000,1.000000,11.000000,3.000000,0.750000,0.750000,2.000000,20.000000,13.000000,172870.000000,65.000000,86483.000000,1.000000,3.000000,0.000000,1.000000,5.000000,0.500000,1.000000,3.270000,-0.070000,2.616739,0.250000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0036347,req_0014372,2026-01-08T20:48:48+00:00,dev_0008614,dev_0008614_s3,0.000000,3.000000,5.000000,5.000000,5.000000,24.000000,1.000000,4.000000,2.000000,2.000000,2.000000,12.000000,1.000000,1.000000,1.000000,11.000000,0.000000,0.600000,0.600000,2.000000,21.000000,23.000000,172893.000000,88.000000,86506.000000,1.000000,3.000000,0.000000,1.000000,6.000000,0.400000,1.000000,1.960000,-1.310000,2.356935,0.200000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0058744,req_0025249,2026-01-08T20:49:53+00:00,dev_0009803,dev_0009803_s2,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,731.000000,259955.000000,731.000000,259955.000000,1.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.000000,10.990000,7.530000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0047688,req_0019905,2026-01-08T20:50:43+00:00,dev_0009134,dev_0009134_s1,0.000000,0.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,172.000000,287.000000,287.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,1.000000,0.000000,13.690000,10.190000,23.515000,0.000000,0.000000,0.000000,1.000000,1,attack,evasive,attack_evasive
evt_0047690,req_0019906,2026-01-08T20:51:22+00:00,dev_0009134,dev_0009134_s1,0.000000,1.000000,2.000000,3.000000,3.000000,3.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.000000,39.000000,326.000000,326.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,0.000000,0.000000,20.710000,7.020000,20.201327,0.000000,0.000000,0.000000,0.000000,1,attack,evasive,attack_evasive
evt_0047692,req_0019907,2026-01-08T20:53:58+00:00,dev_0009134,dev_0009134_s1,0.000000,0.000000,2.000000,4.000000,4.000000,4.000000,1.000000,1.000000,3.000000,3.000000,3.000000,3.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.000000,156.000000,482.000000,482.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,0.000000,0.000000,6.730000,-13.980000,17.513458,0.000000,0.000000,0.000000,1.000000,1,attack,evasive,attack_evasive
evt_0059262,req_0025499,2026-01-08T20:55:50+00:00,dev_0009834,dev_0009834_s2,0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,1.000000,1.000000,1.000000,1.000000,2.000000,3.000000,1.000000,2.000000,2.000000,3.000000,0.000000,0.000000,0.500000,2.000000,0.000000,85897.000000,86569.000000,0.000000,86569.000000,1.000000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.640000,-5.050000,5.495000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0013090,req_0004826,2026-01-08T20:56:41+00:00,dev_0003836,dev_0003836_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,6.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0047694,req_0019908,2026-01-08T20:56:51+00:00,dev_0009134,dev_0009134_s1,0.000000,0.000000,1.000000,5.000000,5.000000,5.000000,1.000000,1.000000,2.000000,4.000000,4.000000,4.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,0.200000,0.000000,4.000000,173.000000,655.000000,655.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.820000,-3.910000,16.828897,0.000000,0.000000,0.000000,0.000000,1,attack,evasive,attack_evasive
evt_0009480,req_0003503,2026-01-08T20:58:29+00:00,dev_0002779,dev_0002779_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,8.690000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,normal,,normal_standard
evt_0003674,req_0001364,2026-01-08T20:59:52+00:00,dev_0001083,dev_0001083_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0001426,req_0000531,2026-01-08T21:05:02+00:00,dev_0000414,dev_0000414_s3,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,172796.000000,431987.000000,0.000000,172796.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0.000000,6.750000,0.690000,0.000000,0.000000,2.000000,172684.000000,0.000000,0,normal,,normal_standard
evt_0058746,req_0025250,2026-01-08T21:09:03+00:00,dev_0009803,dev_0009803_s2,0.000000,0.000000,0.000000,2.000000,2.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.000000,1.000000,1.000000,2.000000,1150.000000,261105.000000,1881.000000,261105.000000,1.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.000000,17.170000,6.180000,3.765000,0.000000,0.000000,0.000000,1.000000,1,attack,patient,attack_patient
evt_0059264,req_0025500,2026-01-08T21:14:43+00:00,dev_0009834,dev_0009834_s2,0.000000,0.000000,0.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,3.000000,1.000000,0.000000,1.000000,2.000000,1.000000,1133.000000,87702.000000,1133.000000,87702.000000,1.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.000000,3.620000,1.980000,0.000000,1.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0013096,req_0004828,2026-01-08T21:17:28+00:00,dev_0003838,dev_0003838_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,26.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0004547,req_0001689,2026-01-08T21:19:28+00:00,dev_0001338,dev_0001338_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,8.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0003069,req_0001141,2026-01-08T21:19:39+00:00,dev_0000903,dev_0000903_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,13.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0061825,req_0026742,2026-01-08T21:24:04+00:00,dev_0009998,dev_0009998_s2,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,171962.000000,173032.000000,0.000000,173032.000000,1.000000,2.000000,1.000000,1.000000,1.000000,0.000000,0.000000,13.010000,2.830000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0059266,req_0025501,2026-01-08T21:24:29+00:00,dev_0009834,dev_0009834_s2,0.000000,0.000000,0.000000,2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,2.000000,2.000000,3.000000,1.000000,2.000000,1.000000,2.000000,2.000000,0.000000,1.000000,2.000000,2.000000,586.000000,88288.000000,1719.000000,88288.000000,1.000000,2.000000,0.000000,1.000000,1.000000,0.000000,0.000000,5.460000,1.840000,0.990000,0.500000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0017890,req_0006598,2026-01-08T21:25:34+00:00,dev_0005248,dev_0005248_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.910000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0009662,req_0003570,2026-01-08T21:25:45+00:00,dev_0002834,dev_0002834_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,7.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0060913,req_0026299,2026-01-08T21:32:08+00:00,dev_0009938,dev_0009938_s2,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,0.000000,0.000000,2.000000,0.000000,258743.000000,259352.000000,0.000000,259352.000000,1.000000,2.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.390000,-1.110000,0.000000,0.000000,0.000000,0.000000,1.000000,1,attack,patient,attack_patient
evt_0004085,req_0001516,2026-01-08T21:34:13+00:00,dev_0001212,dev_0001212_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,11.890000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,normal,,normal_standard
evt_0061827,req_0026743,2026-01-08T21:34:24+00:00,dev_0009998,dev_0009998_s2,0.000000,0.000000,0.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,2.000000,620.000000,173652.000000,620.000000,173652.000000,1.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.000000,4.760000,-8.250000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,patient,attack_patient
evt_0036681,req_0014533,2026-01-08T21:36:09+00:00,dev_0008632,dev_0008632_s1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
evt_0036683,req_0014534,2026-01-08T21:36:32+00:00,dev_0008632,dev_0008632_s1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.000000,23.000000,23.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,6.340000,4.890000,0.000000,1.000000,0.000000,0.000000,0.000000,1,attack,burst,attack_burst
