device_id,label,population,attack_subtype,scenario_tag,request_index,first_request_time,review_or_higher,blocked,first_action,first_review_or_higher_request,first_block_request,requests_scored_through_first_action,authorizations_processed_before_first_action,distinct_cards_requested_through_first_action,distinct_cards_processed_before_first_action,seconds_to_first_review,seconds_to_first_block,potentially_preventable_later_requests_upper_bound,fold
dev_0000729,0,normal,,normal_standard,1,2026-01-11 11:09:35+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000730,0,normal,,normal_standard,1,2026-01-01 11:30:38+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000731,0,normal,,normal_standard,1,2026-01-29 20:16:16+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000734,0,normal,,normal_standard,1,2026-01-10 18:14:47+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000735,0,normal,,normal_standard,2,2026-01-10 02:43:51+00:00,False,False,never,,,2,2,,,,,0,1
dev_0000736,0,normal,,normal_standard,1,2026-01-23 01:02:50+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000737,0,normal,,normal_standard,1,2026-01-19 06:46:22+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000741,0,normal,,normal_standard,3,2026-01-07 16:55:33+00:00,False,False,never,,,3,3,,,,,0,3
dev_0000742,0,normal,,normal_standard,1,2026-01-30 12:19:00+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000743,0,normal,,normal_standard,1,2026-01-05 19:03:08+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000744,0,normal,,normal_standard,1,2026-01-25 04:05:41+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000745,0,normal,,normal_standard,1,2026-01-27 01:54:48+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000747,0,normal,,normal_standard,1,2026-01-24 02:05:17+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000748,0,normal,,normal_standard,2,2026-01-16 01:03:39+00:00,False,False,never,,,2,2,,,,,0,1
dev_0000749,0,normal,,normal_standard,1,2026-01-09 12:25:38+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000750,0,normal,,normal_standard,1,2026-01-26 09:32:55+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000752,0,normal,,normal_standard,1,2026-01-02 06:44:35+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000753,0,normal,,normal_standard,1,2026-01-05 18:14:48+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000756,0,normal,,normal_standard,1,2026-01-03 09:03:28+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000757,0,normal,,normal_standard,1,2026-01-19 23:56:15+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000758,0,normal,,normal_standard,1,2026-01-09 03:58:58+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000759,0,normal,,normal_standard,1,2026-01-22 10:09:18+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000761,0,normal,,normal_standard,1,2026-01-14 12:55:50+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000762,0,normal,,normal_standard,1,2026-01-13 02:19:39+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000763,0,normal,,normal_standard,1,2026-01-28 09:35:14+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000764,0,normal,,normal_standard,1,2026-01-17 23:21:46+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000765,0,normal,,normal_standard,2,2026-01-13 03:04:03+00:00,False,False,never,,,2,2,,,,,0,4
dev_0000767,0,normal,,normal_standard,1,2026-01-22 01:54:24+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000768,0,normal,,normal_standard,1,2026-01-15 04:51:33+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000769,0,normal,,normal_standard,1,2026-01-12 03:11:43+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000770,0,normal,,normal_standard,2,2026-01-08 01:47:57+00:00,False,False,never,,,2,2,,,,,0,1
dev_0000772,0,normal,,normal_standard,1,2026-01-24 22:42:54+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000773,0,normal,,normal_standard,1,2026-01-22 08:31:24+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000774,0,normal,,normal_standard,2,2026-01-13 01:11:08+00:00,False,False,never,,,2,2,,,,,0,0
dev_0000775,0,normal,,normal_standard,1,2026-01-26 06:16:09+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000777,0,normal,,normal_standard,1,2026-01-13 15:10:58+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000778,0,normal,,normal_standard,1,2026-01-22 19:56:50+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000779,0,normal,,normal_standard,1,2026-01-02 12:14:59+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000782,0,normal,,normal_standard,1,2026-01-30 03:11:44+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000783,0,normal,,normal_standard,1,2026-01-16 11:19:25+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000784,0,normal,,normal_standard,1,2026-01-03 12:12:55+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000786,0,normal,,normal_standard,1,2026-01-15 13:33:37+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000788,0,normal,,normal_standard,4,2026-01-21 01:37:03+00:00,False,False,never,,,4,4,,,,,0,1
dev_0000789,0,normal,,normal_standard,1,2026-01-21 11:58:30+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000790,0,normal,,normal_standard,1,2026-01-20 21:46:36+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000792,0,normal,,normal_standard,1,2026-01-18 03:47:50+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000794,0,normal,,normal_standard,1,2026-01-23 05:06:47+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000795,0,normal,,normal_standard,3,2026-01-15 00:12:27+00:00,False,False,never,,,3,3,,,,,0,4
dev_0000796,0,normal,,normal_standard,1,2026-01-16 06:11:53+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000797,0,normal,,normal_standard,1,2026-01-19 10:58:51+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000798,0,normal,,normal_standard,1,2026-01-04 11:23:30+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000799,0,normal,,normal_standard,1,2026-01-14 19:31:59+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000800,0,normal,,normal_standard,1,2026-01-14 12:52:15+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000801,0,normal,,normal_standard,1,2026-01-14 02:47:53+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000803,0,normal,,normal_standard,1,2026-01-04 21:07:36+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000805,0,normal,,normal_standard,1,2026-01-19 16:37:50+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000808,0,normal,,normal_standard,1,2026-01-07 02:08:57+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000810,0,normal,,normal_standard,2,2026-01-03 20:56:21+00:00,False,False,never,,,2,2,,,,,0,3
dev_0000811,0,normal,,normal_standard,1,2026-01-10 00:03:23+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000812,0,normal,,normal_standard,4,2026-01-07 08:52:50+00:00,False,False,never,,,4,4,,,,,0,1
dev_0000814,0,normal,,normal_standard,1,2026-01-28 23:47:48+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000815,0,normal,,normal_standard,2,2026-01-28 08:01:53+00:00,False,False,never,,,2,2,,,,,0,3
dev_0000817,0,normal,,normal_standard,1,2026-01-09 02:50:57+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000821,0,normal,,normal_standard,1,2026-01-07 13:41:42+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000822,0,normal,,normal_standard,1,2026-01-15 18:55:35+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000823,0,normal,,normal_standard,1,2026-01-18 01:11:11+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000824,0,normal,,normal_standard,1,2026-01-21 22:16:38+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000825,0,normal,,normal_standard,1,2026-01-06 15:29:57+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000827,0,normal,,normal_standard,1,2026-01-15 06:41:21+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000829,0,normal,,normal_standard,1,2026-01-17 20:10:48+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000832,0,normal,,normal_standard,1,2026-01-14 18:19:00+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000833,0,normal,,normal_standard,1,2026-01-21 23:50:35+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000834,0,normal,,normal_standard,1,2026-01-12 19:54:13+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000835,0,normal,,normal_standard,1,2026-01-29 19:29:57+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000838,0,normal,,normal_standard,1,2026-01-16 21:28:55+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000841,0,normal,,normal_standard,1,2026-01-12 22:45:24+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000843,0,normal,,normal_standard,1,2026-01-14 00:14:23+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000844,0,normal,,normal_standard,3,2026-01-22 01:30:07+00:00,False,False,never,,,3,3,,,,,0,4
dev_0000846,0,normal,,normal_standard,1,2026-01-15 12:31:47+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000847,0,normal,,normal_standard,1,2026-01-16 09:43:12+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000848,0,normal,,normal_standard,2,2026-01-26 21:34:23+00:00,False,False,never,,,2,2,,,,,0,2
dev_0000849,0,normal,,normal_standard,1,2026-01-20 15:13:31+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000850,0,normal,,normal_standard,1,2026-01-04 16:38:08+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000851,0,normal,,normal_standard,1,2026-01-16 00:09:50+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000852,0,normal,,normal_standard,1,2026-01-28 18:14:31+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000853,0,normal,,normal_standard,1,2026-01-22 21:35:43+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000854,0,normal,,normal_standard,1,2026-01-10 11:50:53+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000855,0,normal,,normal_standard,1,2026-01-05 12:01:28+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000857,0,normal,,normal_standard,1,2026-01-21 20:44:22+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000858,0,normal,,normal_standard,2,2026-01-02 14:59:58+00:00,False,False,never,,,2,2,,,,,0,4
dev_0000859,0,normal,,normal_standard,1,2026-01-26 04:37:43+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000860,0,normal,,normal_standard,1,2026-01-15 15:56:44+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000861,0,normal,,normal_standard,1,2026-01-28 14:06:27+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000862,0,normal,,normal_standard,1,2026-01-06 12:49:51+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000864,0,normal,,normal_standard,1,2026-01-13 11:49:28+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000865,0,normal,,normal_standard,2,2026-01-02 09:07:31+00:00,False,False,never,,,2,2,,,,,0,4
dev_0000866,0,normal,,normal_standard,1,2026-01-11 16:42:11+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000867,0,normal,,normal_standard,1,2026-01-21 04:09:12+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000868,0,normal,,normal_standard,3,2026-01-08 18:35:15+00:00,False,False,never,,,3,3,,,,,0,0
dev_0000869,0,normal,,normal_standard,1,2026-01-05 17:45:31+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000870,0,normal,,normal_standard,1,2026-01-14 01:14:44+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000873,0,normal,,normal_standard,1,2026-01-30 17:34:47+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000875,0,normal,,normal_standard,1,2026-01-15 12:34:24+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000876,0,normal,,normal_standard,1,2026-01-03 16:22:57+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000877,0,normal,,normal_standard,1,2026-01-02 07:38:51+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000878,0,normal,,normal_standard,1,2026-01-01 04:06:48+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000880,0,normal,,normal_standard,2,2026-01-20 18:39:14+00:00,False,False,never,,,2,2,,,,,0,1
dev_0000881,0,normal,,normal_standard,2,2026-01-01 20:53:49+00:00,False,False,never,,,2,2,,,,,0,1
dev_0000882,0,normal,,normal_standard,1,2026-01-09 12:13:28+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000883,0,normal,,normal_standard,1,2026-01-20 10:17:45+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000884,0,normal,,normal_standard,1,2026-01-13 07:35:57+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000885,0,normal,,normal_standard,4,2026-01-13 17:37:37+00:00,False,False,never,,,4,4,,,,,0,4
dev_0000886,0,normal,,normal_standard,1,2026-01-25 15:16:57+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000887,0,normal,,normal_standard,1,2026-01-27 00:17:09+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000888,0,normal,,normal_standard,1,2026-01-14 23:26:23+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000889,0,normal,,normal_standard,1,2026-01-28 02:29:02+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000890,0,normal,,normal_standard,1,2026-01-26 17:35:53+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000891,0,normal,,normal_standard,1,2026-01-21 18:59:30+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000892,0,normal,,normal_standard,1,2026-01-27 18:55:08+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000893,0,normal,,normal_standard,2,2026-01-07 18:17:03+00:00,False,False,never,,,2,2,,,,,0,3
dev_0000894,0,normal,,normal_standard,1,2026-01-02 20:37:07+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000895,0,normal,,normal_standard,1,2026-01-16 02:04:38+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000897,0,normal,,normal_standard,1,2026-01-30 10:07:36+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000898,0,normal,,normal_standard,1,2026-01-02 01:06:51+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000899,0,normal,,normal_standard,1,2026-01-20 21:23:56+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000900,0,normal,,normal_standard,2,2026-01-25 04:35:10+00:00,False,False,never,,,2,2,,,,,0,2
dev_0000902,0,normal,,normal_standard,1,2026-01-19 17:33:02+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000903,0,normal,,normal_standard,1,2026-01-08 21:19:39+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000905,0,normal,,normal_standard,1,2026-01-26 20:47:45+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000907,0,normal,,normal_standard,1,2026-01-01 23:13:32+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000908,0,normal,,normal_standard,1,2026-01-18 00:58:23+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000909,0,normal,,normal_standard,1,2026-01-01 01:11:47+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000910,0,normal,,normal_standard,1,2026-01-29 08:53:52+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000911,0,normal,,normal_standard,1,2026-01-29 11:00:26+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000912,0,normal,,normal_standard,1,2026-01-07 17:15:45+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000913,0,normal,,normal_standard,1,2026-01-13 21:02:48+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000914,0,normal,,normal_standard,1,2026-01-25 02:27:01+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000916,0,normal,,normal_standard,1,2026-01-07 18:10:27+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000917,0,normal,,normal_standard,1,2026-01-11 16:31:04+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000918,0,normal,,normal_standard,1,2026-01-25 05:31:16+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000919,0,normal,,normal_standard,2,2026-01-21 12:29:39+00:00,False,False,never,,,2,2,,,,,0,2
dev_0000920,0,normal,,normal_standard,3,2026-01-04 06:52:23+00:00,False,False,never,,,3,3,,,,,0,0
dev_0000921,0,normal,,normal_standard,1,2026-01-26 04:38:06+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000922,0,normal,,normal_standard,1,2026-01-01 06:50:38+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000923,0,normal,,normal_standard,2,2026-01-10 14:36:58+00:00,False,False,never,,,2,2,,,,,0,2
dev_0000924,0,normal,,normal_standard,1,2026-01-12 14:00:49+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000926,0,normal,,normal_standard,1,2026-01-26 07:23:23+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000928,0,normal,,normal_standard,1,2026-01-13 11:49:33+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000929,0,normal,,normal_standard,1,2026-01-06 08:18:56+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000931,0,normal,,normal_standard,1,2026-01-13 12:01:26+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000932,0,normal,,normal_standard,2,2026-01-14 18:58:41+00:00,False,False,never,,,2,2,,,,,0,2
dev_0000934,0,normal,,normal_standard,1,2026-01-07 14:51:39+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000935,0,normal,,normal_standard,1,2026-01-08 12:13:42+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000936,0,normal,,normal_standard,1,2026-01-04 06:45:57+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000938,0,normal,,normal_standard,1,2026-01-01 19:36:49+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000939,0,normal,,normal_standard,1,2026-01-01 19:43:26+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000940,0,normal,,normal_standard,1,2026-01-08 14:34:19+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000941,0,normal,,normal_standard,1,2026-01-21 13:52:44+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000942,0,normal,,normal_standard,1,2026-01-10 06:01:29+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000943,0,normal,,normal_standard,1,2026-01-08 13:27:47+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000944,0,normal,,normal_standard,1,2026-01-25 03:54:29+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000948,0,normal,,normal_standard,1,2026-01-20 00:05:30+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000949,0,normal,,normal_standard,2,2026-01-24 09:53:26+00:00,False,False,never,,,2,2,,,,,0,3
dev_0000950,0,normal,,normal_standard,1,2026-01-02 22:05:18+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000951,0,normal,,normal_standard,1,2026-01-29 18:53:55+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000952,0,normal,,normal_standard,1,2026-01-22 13:04:26+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000955,0,normal,,normal_standard,1,2026-01-30 08:43:11+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000957,0,normal,,normal_standard,2,2026-01-09 16:42:08+00:00,False,False,never,,,2,2,,,,,0,3
dev_0000958,0,normal,,normal_standard,2,2026-01-15 15:13:08+00:00,False,False,never,,,2,2,,,,,0,0
dev_0000959,0,normal,,normal_standard,1,2026-01-20 18:44:48+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000960,0,normal,,normal_standard,1,2026-01-03 15:21:09+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000962,0,normal,,normal_standard,1,2026-01-14 19:10:50+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000964,0,normal,,normal_standard,1,2026-01-12 21:13:22+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000965,0,normal,,normal_standard,1,2026-01-26 13:04:23+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000966,0,normal,,normal_standard,1,2026-01-19 08:38:30+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000967,0,normal,,normal_standard,1,2026-01-09 21:41:21+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000969,0,normal,,normal_standard,1,2026-01-17 20:03:02+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000971,0,normal,,normal_standard,1,2026-01-14 06:02:30+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000972,0,normal,,normal_standard,2,2026-01-02 04:19:03+00:00,False,False,never,,,2,2,,,,,0,1
dev_0000973,0,normal,,normal_standard,1,2026-01-07 11:36:35+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000974,0,normal,,normal_standard,1,2026-01-09 19:22:00+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000975,0,normal,,normal_standard,1,2026-01-19 11:01:50+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000976,0,normal,,normal_standard,1,2026-01-14 07:57:06+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000977,0,normal,,normal_standard,1,2026-01-04 04:25:51+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000979,0,normal,,normal_standard,1,2026-01-13 23:48:29+00:00,False,False,never,,,1,1,,,,,0,2
dev_0000980,0,normal,,normal_standard,4,2026-01-14 11:12:49+00:00,False,False,never,,,4,4,,,,,0,4
dev_0000981,0,normal,,normal_standard,1,2026-01-21 11:22:28+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000982,0,normal,,normal_standard,1,2026-01-25 02:56:27+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000983,0,normal,,normal_standard,1,2026-01-15 12:30:03+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000985,0,normal,,normal_standard,1,2026-01-16 09:53:23+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000986,0,normal,,normal_standard,1,2026-01-27 21:16:43+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000987,0,normal,,normal_standard,1,2026-01-11 15:55:24+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000988,0,normal,,normal_standard,1,2026-01-18 07:35:17+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000989,0,normal,,normal_standard,1,2026-01-25 02:04:38+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000990,0,normal,,normal_standard,1,2026-01-29 14:23:45+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000991,0,normal,,normal_standard,2,2026-01-18 21:32:20+00:00,False,False,never,,,2,2,,,,,0,0
dev_0000993,0,normal,,normal_standard,1,2026-01-12 04:53:04+00:00,False,False,never,,,1,1,,,,,0,4
dev_0000994,0,normal,,normal_standard,1,2026-01-23 22:26:49+00:00,False,False,never,,,1,1,,,,,0,1
dev_0000995,0,normal,,normal_standard,1,2026-01-05 14:03:51+00:00,False,False,never,,,1,1,,,,,0,3
dev_0000997,0,normal,,normal_standard,1,2026-01-14 03:54:46+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000998,0,normal,,normal_standard,1,2026-01-02 22:10:19+00:00,False,False,never,,,1,1,,,,,0,0
dev_0000999,0,normal,,normal_standard,1,2026-01-27 11:43:30+00:00,False,False,never,,,1,1,,,,,0,0
dev_0001000,0,normal,,normal_standard,1,2026-01-09 23:07:46+00:00,False,False,never,,,1,1,,,,,0,0
dev_0001002,0,normal,,normal_standard,1,2026-01-11 04:22:16+00:00,False,False,never,,,1,1,,,,,0,2
dev_0001003,0,normal,,normal_standard,1,2026-01-30 19:02:33+00:00,False,False,never,,,1,1,,,,,0,3
dev_0001004,0,normal,,normal_standard,1,2026-01-04 15:11:57+00:00,False,False,never,,,1,1,,,,,0,4
dev_0001008,0,normal,,normal_standard,2,2026-01-21 23:26:43+00:00,False,False,never,,,2,2,,,,,0,0
dev_0001009,0,normal,,normal_standard,1,2026-01-09 23:56:08+00:00,False,False,never,,,1,1,,,,,0,4
dev_0001010,0,normal,,normal_standard,1,2026-01-29 20:46:40+00:00,False,False,never,,,1,1,,,,,0,3
dev_0001011,0,normal,,normal_standard,1,2026-01-19 04:10:48+00:00,False,False,never,,,1,1,,,,,0,3
dev_0001012,0,normal,,normal_standard,2,2026-01-18 15:24:09+00:00,False,False,never,,,2,2,,,,,0,4
dev_0001013,0,normal,,normal_standard,1,2026-01-09 04:01:25+00:00,False,False,never,,,1,1,,,,,0,2
dev_0001014,0,normal,,normal_standard,1,2026-01-11 02:07:49+00:00,False,False,never,,,1,1,,,,,0,1
dev_0001015,0,normal,,normal_standard,1,2026-01-08 03:41:35+00:00,False,False,never,,,1,1,,,,,0,1
dev_0001016,0,normal,,normal_standard,2,2026-01-13 23:26:54+00:00,False,False,never,,,2,2,,,,,0,3
dev_0001017,0,normal,,normal_standard,1,2026-01-23 09:40:32+00:00,False,False,never,,,1,1,,,,,0,1
dev_0001018,0,normal,,normal_standard,3,2026-01-27 14:40:53+00:00,False,False,never,,,3,3,,,,,0,2
dev_0001019,0,normal,,normal_standard,2,2026-01-03 23:18:39+00:00,False,False,never,,,2,2,,,,,0,2
dev_0001020,0,normal,,normal_standard,2,2026-01-19 05:00:12+00:00,False,False,never,,,2,2,,,,,0,0
dev_0001022,0,normal,,normal_standard,2,2026-01-28 08:03:48+00:00,False,False,never,,,2,2,,,,,0,3
dev_0001023,0,normal,,normal_standard,1,2026-01-05 06:20:43+00:00,False,False,never,,,1,1,,,,,0,4
dev_0001024,0,normal,,normal_standard,1,2026-01-04 22:23:16+00:00,False,False,never,,,1,1,,,,,0,2
dev_0001025,0,normal,,normal_standard,1,2026-01-09 18:59:41+00:00,False,False,never,,,1,1,,,,,0,0
dev_0001026,0,normal,,normal_standard,2,2026-01-17 04:32:39+00:00,False,False,never,,,2,2,,,,,0,1
dev_0001028,0,normal,,normal_standard,1,2026-01-11 20:25:31+00:00,False,False,never,,,1,1,,,,,0,4
dev_0001029,0,normal,,normal_standard,1,2026-01-14 00:06:48+00:00,False,False,never,,,1,1,,,,,0,2
dev_0001032,0,normal,,normal_standard,1,2026-01-16 23:32:30+00:00,False,False,never,,,1,1,,,,,0,2
dev_0001033,0,normal,,normal_standard,1,2026-01-26 20:30:05+00:00,False,False,never,,,1,1,,,,,0,4
dev_0001034,0,normal,,normal_standard,2,2026-01-10 12:25:04+00:00,False,False,never,,,2,2,,,,,0,2
dev_0001035,0,normal,,normal_standard,1,2026-01-21 21:04:10+00:00,False,False,never,,,1,1,,,,,0,2
dev_0001036,0,normal,,normal_standard,1,2026-01-14 09:42:15+00:00,False,False,never,,,1,1,,,,,0,3
dev_0001038,0,normal,,normal_standard,1,2026-01-26 13:28:32+00:00,False,False,never,,,1,1,,,,,0,0
dev_0001040,0,normal,,normal_standard,1,2026-01-28 14:34:04+00:00,False,False,never,,,1,1,,,,,0,3
dev_0001041,0,normal,,normal_standard,1,2026-01-04 12:30:58+00:00,False,False,never,,,1,1,,,,,0,4
dev_0001042,0,normal,,normal_standard,2,2026-01-30 07:27:53+00:00,False,False,never,,,2,2,,,,,0,0
dev_0001044,0,normal,,normal_standard,1,2026-01-26 14:38:40+00:00,False,False,never,,,1,1,,,,,0,1
dev_0001045,0,normal,,normal_standard,1,2026-01-11 16:47:51+00:00,False,False,never,,,1,1,,,,,0,3
dev_0001047,0,normal,,normal_standard,1,2026-01-05 06:54:22+00:00,False,False,never,,,1,1,,,,,0,0
