device_id,group,split
flash_00519,flash_sale,validation
flash_00520,flash_sale,validation
flash_00521,flash_sale,train
flash_00522,flash_sale,train
flash_00523,flash_sale,train
flash_00524,flash_sale,train
flash_00525,flash_sale,test
flash_00526,flash_sale,validation
flash_00527,flash_sale,test
flash_00528,flash_sale,test
flash_00529,flash_sale,test
flash_00530,flash_sale,validation
flash_00531,flash_sale,test
flash_00532,flash_sale,validation
flash_00533,flash_sale,test
flash_00534,flash_sale,test
flash_00535,flash_sale,train
flash_00536,flash_sale,train
flash_00537,flash_sale,test
flash_00538,flash_sale,train
flash_00539,flash_sale,validation
flash_00540,flash_sale,train
flash_00541,flash_sale,test
flash_00542,flash_sale,train
flash_00543,flash_sale,test
flash_00544,flash_sale,train
flash_00545,flash_sale,train
flash_00546,flash_sale,train
flash_00547,flash_sale,train
flash_00548,flash_sale,train
flash_00549,flash_sale,test
flash_00550,flash_sale,train
flash_00551,flash_sale,train
flash_00552,flash_sale,train
flash_00553,flash_sale,train
flash_00554,flash_sale,train
flash_00555,flash_sale,train
flash_00556,flash_sale,train
flash_00557,flash_sale,validation
flash_00558,flash_sale,train
flash_00559,flash_sale,train
flash_00560,flash_sale,train
flash_00561,flash_sale,train
flash_00562,flash_sale,train
flash_00563,flash_sale,train
flash_00564,flash_sale,train
flash_00565,flash_sale,train
flash_00566,flash_sale,train
flash_00567,flash_sale,validation
flash_00568,flash_sale,test
flash_00569,flash_sale,train
flash_00570,flash_sale,train
flash_00571,flash_sale,train
flash_00572,flash_sale,train
flash_00573,flash_sale,train
flash_00574,flash_sale,train
flash_00575,flash_sale,train
flash_00576,flash_sale,validation
flash_00577,flash_sale,validation
flash_00578,flash_sale,train
flash_00579,flash_sale,train
flash_00580,flash_sale,train
flash_00581,flash_sale,train
flash_00582,flash_sale,train
flash_00583,flash_sale,train
flash_00584,flash_sale,test
flash_00585,flash_sale,validation
flash_00586,flash_sale,validation
flash_00587,flash_sale,train
flash_00588,flash_sale,train
flash_00589,flash_sale,train
flash_00590,flash_sale,train
flash_00591,flash_sale,train
flash_00592,flash_sale,validation
flash_00593,flash_sale,validation
flash_00594,flash_sale,train
flash_00595,flash_sale,train
flash_00596,flash_sale,validation
flash_00597,flash_sale,train
flash_00598,flash_sale,train
flash_00599,flash_sale,train
flash_00600,flash_sale,train
flash_00601,flash_sale,train
flash_00602,flash_sale,train
flash_00603,flash_sale,train
flash_00604,flash_sale,train
flash_00605,flash_sale,train
flash_00606,flash_sale,train
flash_00607,flash_sale,validation
flash_00608,flash_sale,train
flash_00609,flash_sale,test
flash_00610,flash_sale,train
flash_00611,flash_sale,train
flash_00612,flash_sale,test
flash_00613,flash_sale,train
flash_00614,flash_sale,train
flash_00615,flash_sale,train
flash_00616,flash_sale,train
flash_00617,flash_sale,validation
flash_00618,flash_sale,test
flash_00619,flash_sale,train
flash_00620,flash_sale,train
flash_00621,flash_sale,train
flash_00622,flash_sale,train
flash_00623,flash_sale,train
flash_00624,flash_sale,test
flash_00625,flash_sale,validation
flash_00626,flash_sale,test
flash_00627,flash_sale,train
flash_00628,flash_sale,test
flash_00629,flash_sale,train
flash_00630,flash_sale,test
flash_00631,flash_sale,train
flash_00632,flash_sale,train
flash_00633,flash_sale,train
flash_00634,flash_sale,validation
flash_00635,flash_sale,train
flash_00636,flash_sale,train
flash_00637,flash_sale,train
flash_00638,flash_sale,train
flash_00639,flash_sale,train
flash_00640,flash_sale,train
flash_00641,flash_sale,validation
flash_00642,flash_sale,train
flash_00643,flash_sale,train
flash_00644,flash_sale,train
flash_00645,flash_sale,train
flash_00646,flash_sale,train
flash_00647,flash_sale,test
flash_00648,flash_sale,test
flash_00649,flash_sale,train
flash_00650,flash_sale,test
flash_00651,flash_sale,validation
flash_00652,flash_sale,train
flash_00653,flash_sale,validation
flash_00654,flash_sale,train
flash_00655,flash_sale,test
flash_00656,flash_sale,train
flash_00657,flash_sale,test
flash_00658,flash_sale,train
flash_00659,flash_sale,train
flash_00660,flash_sale,train
flash_00661,flash_sale,validation
flash_00662,flash_sale,test
flash_00663,flash_sale,train
flash_00664,flash_sale,train
flash_00665,flash_sale,train
flash_00666,flash_sale,train
flash_00667,flash_sale,train
flash_00668,flash_sale,test
flash_00669,flash_sale,train
flash_00670,flash_sale,validation
flash_00671,flash_sale,validation
flash_00672,flash_sale,test
flash_00673,flash_sale,train
flash_00674,flash_sale,train
flash_00675,flash_sale,train
flash_00676,flash_sale,train
flash_00677,flash_sale,train
flash_00678,flash_sale,validation
flash_00679,flash_sale,train
flash_00680,flash_sale,train
flash_00681,flash_sale,train
flash_00682,flash_sale,train
flash_00683,flash_sale,train
flash_00684,flash_sale,test
flash_00685,flash_sale,train
flash_00686,flash_sale,train
flash_00687,flash_sale,train
flash_00688,flash_sale,validation
flash_00689,flash_sale,test
flash_00690,flash_sale,train
flash_00691,flash_sale,train
flash_00692,flash_sale,test
flash_00693,flash_sale,validation
flash_00694,flash_sale,train
flash_00695,flash_sale,train
flash_00696,flash_sale,test
flash_00697,flash_sale,test
flash_00698,flash_sale,train
flash_00699,flash_sale,train
flash_00700,flash_sale,train
flash_00701,flash_sale,train
flash_00702,flash_sale,train
flash_00703,flash_sale,train
flash_00704,flash_sale,train
flash_00705,flash_sale,train
flash_00706,flash_sale,train
flash_00707,flash_sale,train
flash_00708,flash_sale,train
flash_00709,flash_sale,train
flash_00710,flash_sale,train
flash_00711,flash_sale,train
flash_00712,flash_sale,train
flash_00713,flash_sale,train
flash_00714,flash_sale,test
flash_00715,flash_sale,train
flash_00716,flash_sale,train
flash_00717,flash_sale,test
flash_00718,flash_sale,train
flash_00719,flash_sale,train
flash_00720,flash_sale,train
flash_00721,flash_sale,train
flash_00722,flash_sale,test
flash_00723,flash_sale,test
flash_00724,flash_sale,train
flash_00725,flash_sale,test
flash_00726,flash_sale,validation
flash_00727,flash_sale,validation
flash_00728,flash_sale,train
flash_00729,flash_sale,train
flash_00730,flash_sale,train
flash_00731,flash_sale,train
flash_00732,flash_sale,train
flash_00733,flash_sale,validation
flash_00734,flash_sale,test
flash_00735,flash_sale,test
flash_00736,flash_sale,validation
flash_00737,flash_sale,test
flash_00738,flash_sale,train
flash_00739,flash_sale,train
flash_00740,flash_sale,train
flash_00741,flash_sale,test
flash_00742,flash_sale,test
flash_00743,flash_sale,train
flash_00744,flash_sale,validation
flash_00745,flash_sale,train
flash_00746,flash_sale,test
flash_00747,flash_sale,train
flash_00748,flash_sale,validation
flash_00749,flash_sale,train
flash_00750,flash_sale,train
flash_00751,flash_sale,train
flash_00752,flash_sale,train
flash_00753,flash_sale,validation
flash_00754,flash_sale,train
flash_00755,flash_sale,train
flash_00756,flash_sale,validation
flash_00757,flash_sale,validation
flash_00758,flash_sale,train
flash_00759,flash_sale,test
flash_00760,flash_sale,test
flash_00761,flash_sale,train
flash_00762,flash_sale,validation
flash_00763,flash_sale,test
flash_00764,flash_sale,train
flash_00765,flash_sale,validation
flash_00766,flash_sale,validation
flash_00767,flash_sale,test
flash_00768,flash_sale,test
flash_00769,flash_sale,train
flash_00770,flash_sale,validation
flash_00771,flash_sale,train
flash_00772,flash_sale,test
flash_00773,flash_sale,train
flash_00774,flash_sale,train
flash_00775,flash_sale,train
flash_00776,flash_sale,test
flash_00777,flash_sale,train
flash_00778,flash_sale,validation
flash_00779,flash_sale,train
flash_00780,flash_sale,validation
flash_00781,flash_sale,validation
flash_00782,flash_sale,train
flash_00783,flash_sale,train
flash_00784,flash_sale,validation
flash_00785,flash_sale,train
flash_00786,flash_sale,train
flash_00787,flash_sale,train
flash_00788,flash_sale,train
flash_00789,flash_sale,test
flash_00790,flash_sale,train
flash_00791,flash_sale,train
flash_00792,flash_sale,train
flash_00793,flash_sale,train
flash_00794,flash_sale,train
flash_00795,flash_sale,validation
flash_00796,flash_sale,train
flash_00797,flash_sale,validation
flash_00798,flash_sale,train
flash_00799,flash_sale,train
normal_00000,normal,train
normal_00001,normal,train
normal_00002,normal,test
normal_00003,normal,train
normal_00004,normal,test
normal_00005,normal,test
normal_00006,normal,train
normal_00007,normal,validation
normal_00008,normal,train
normal_00009,normal,validation
normal_00010,normal,train
normal_00011,normal,validation
normal_00012,normal,train
normal_00013,normal,train
normal_00014,normal,validation
normal_00015,normal,train
normal_00016,normal,train
normal_00017,normal,train
normal_00018,normal,train
normal_00019,normal,train
normal_00020,normal,test
normal_00021,normal,train
normal_00022,normal,test
normal_00023,normal,train
normal_00024,normal,train
normal_00025,normal,test
normal_00026,normal,test
normal_00027,normal,train
normal_00028,normal,test
normal_00029,normal,train
normal_00030,normal,train
normal_00031,normal,validation
normal_00032,normal,train
normal_00033,normal,train
normal_00034,normal,train
normal_00035,normal,train
normal_00036,normal,validation
normal_00037,normal,train
normal_00038,normal,test
normal_00039,normal,train
normal_00040,normal,train
normal_00041,normal,validation
normal_00042,normal,validation
normal_00043,normal,test
normal_00044,normal,train
normal_00045,normal,validation
normal_00046,normal,train
normal_00047,normal,test
normal_00048,normal,train
normal_00049,normal,train
normal_00050,normal,train
normal_00051,normal,train
normal_00052,normal,train
normal_00053,normal,train
normal_00054,normal,train
normal_00055,normal,train
normal_00056,normal,train
normal_00057,normal,train
normal_00058,normal,validation
normal_00059,normal,train
normal_00060,normal,train
normal_00061,normal,train
normal_00062,normal,train
normal_00063,normal,train
normal_00064,normal,train
normal_00065,normal,train
normal_00066,normal,test
normal_00067,normal,train
normal_00068,normal,train
normal_00069,normal,validation
normal_00070,normal,train
normal_00071,normal,train
normal_00072,normal,train
normal_00073,normal,test
normal_00074,normal,train
normal_00075,normal,train
normal_00076,normal,train
normal_00077,normal,train
normal_00078,normal,train
normal_00079,normal,test
normal_00080,normal,train
normal_00081,normal,train
normal_00082,normal,validation
normal_00083,normal,test
normal_00084,normal,train
normal_00085,normal,train
normal_00086,normal,train
normal_00087,normal,train
normal_00088,normal,train
normal_00089,normal,test
normal_00090,normal,train
normal_00091,normal,train
normal_00092,normal,train
normal_00093,normal,train
normal_00094,normal,train
normal_00095,normal,train
normal_00096,normal,validation
normal_00097,normal,train
normal_00098,normal,validation
normal_00099,normal,train
normal_00100,normal,test
normal_00101,normal,train
normal_00102,normal,test
normal_00103,normal,train
normal_00104,normal,train
normal_00105,normal,validation
normal_00106,normal,train
normal_00107,normal,test
normal_00108,normal,train
normal_00109,normal,test
normal_00110,normal,train
normal_00111,normal,test
normal_00112,normal,validation
normal_00113,normal,train
normal_00114,normal,validation
normal_00115,normal,train
normal_00116,normal,train
normal_00117,normal,train
normal_00118,normal,test
normal_00119,normal,train
normal_00120,normal,validation
normal_00121,normal,train
normal_00122,normal,validation
normal_00123,normal,test
normal_00124,normal,validation
normal_00125,normal,train
normal_00126,normal,test
normal_00127,normal,validation
normal_00128,normal,validation
normal_00129,normal,test
normal_00130,normal,train
normal_00131,normal,train
normal_00132,normal,train
normal_00133,normal,train
normal_00134,normal,train
normal_00135,normal,train
normal_00136,normal,validation
normal_00137,normal,train
normal_00138,normal,train
normal_00139,normal,train
normal_00140,normal,train
normal_00141,normal,validation
normal_00142,normal,train
normal_00143,normal,train
normal_00144,normal,train
normal_00145,normal,train
normal_00146,normal,train
normal_00147,normal,train
normal_00148,normal,train
normal_00149,normal,train
normal_00150,normal,train
normal_00151,normal,train
normal_00152,normal,train
normal_00153,normal,train
normal_00154,normal,train
normal_00155,normal,train
normal_00156,normal,train
normal_00157,normal,train
normal_00158,normal,train
normal_00159,normal,test
normal_00160,normal,validation
normal_00161,normal,train
normal_00162,normal,validation
normal_00163,normal,train
normal_00164,normal,test
normal_00165,normal,train
normal_00166,normal,train
normal_00167,normal,train
normal_00168,normal,train
normal_00169,normal,train
normal_00170,normal,train
normal_00171,normal,train
normal_00172,normal,train
normal_00173,normal,validation
normal_00174,normal,train
normal_00175,normal,train
normal_00176,normal,train
normal_00177,normal,train
normal_00178,normal,train
normal_00179,normal,train
normal_00180,normal,train
normal_00181,normal,train
normal_00182,normal,validation
normal_00183,normal,train
normal_00184,normal,train
normal_00185,normal,validation
normal_00186,normal,train
normal_00187,normal,train
normal_00188,normal,train
normal_00189,normal,train
normal_00190,normal,train
normal_00191,normal,test
normal_00192,normal,train
normal_00193,normal,test
normal_00194,normal,test
normal_00195,normal,train
normal_00196,normal,validation
normal_00197,normal,train
normal_00198,normal,train
normal_00199,normal,train
normal_00200,normal,train
normal_00201,normal,validation
normal_00202,normal,validation
normal_00203,normal,train
normal_00204,normal,validation
normal_00205,normal,train
normal_00206,normal,train
normal_00207,normal,train
normal_00208,normal,train
normal_00209,normal,validation
normal_00210,normal,train
normal_00211,normal,train
normal_00212,normal,validation
normal_00213,normal,train
normal_00214,normal,train
normal_00215,normal,train
normal_00216,normal,train
normal_00217,normal,train
normal_00218,normal,validation
normal_00219,normal,train
normal_00220,normal,train
normal_00221,normal,train
normal_00222,normal,test
normal_00223,normal,train
normal_00224,normal,train
normal_00225,normal,validation
normal_00226,normal,test
normal_00227,normal,train
normal_00228,normal,train
normal_00229,normal,validation
normal_00230,normal,train
normal_00231,normal,train
normal_00232,normal,validation
normal_00233,normal,test
normal_00234,normal,validation
normal_00235,normal,train
normal_00236,normal,test
normal_00237,normal,train
normal_00238,normal,train
normal_00239,normal,validation
normal_00240,normal,train
normal_00241,normal,train
normal_00242,normal,test
normal_00243,normal,train
normal_00244,normal,train
normal_00245,normal,train
normal_00246,normal,train
normal_00247,normal,train
normal_00248,normal,train
normal_00249,normal,test
normal_00250,normal,train
normal_00251,normal,train
normal_00252,normal,validation
normal_00253,normal,train
normal_00254,normal,test
normal_00255,normal,test
normal_00256,normal,validation
normal_00257,normal,train
normal_00258,normal,train
normal_00259,normal,validation
normal_00260,normal,train
normal_00261,normal,train
normal_00262,normal,train
normal_00263,normal,train
normal_00264,normal,validation
normal_00265,normal,train
normal_00266,normal,train
normal_00267,normal,train
normal_00268,normal,train
normal_00269,normal,test
normal_00270,normal,train
normal_00271,normal,train
normal_00272,normal,validation
normal_00273,normal,train
normal_00274,normal,train
normal_00275,normal,train
normal_00276,normal,train
normal_00277,normal,validation
normal_00278,normal,validation
normal_00279,normal,validation
normal_00280,normal,test
normal_00281,normal,train
normal_00282,normal,validation
normal_00283,normal,validation
normal_00284,normal,train
normal_00285,normal,train
normal_00286,normal,train
normal_00287,normal,train
normal_00288,normal,train
normal_00289,normal,train
normal_00290,normal,train
normal_00291,normal,test
normal_00292,normal,train
normal_00293,normal,train
normal_00294,normal,train
normal_00295,normal,train
normal_00296,normal,train
normal_00297,normal,validation
normal_00298,normal,train
normal_00299,normal,test
normal_00300,normal,train
normal_00301,normal,train
normal_00302,normal,train
normal_00303,normal,train
normal_00304,normal,train
normal_00305,normal,train
normal_00306,normal,train
normal_00307,normal,train
normal_00308,normal,train
normal_00309,normal,train
normal_00310,normal,train
normal_00311,normal,test
normal_00312,normal,train
normal_00313,normal,test
normal_00314,normal,train
normal_00315,normal,validation
normal_00316,normal,train
normal_00317,normal,train
normal_00318,normal,train
normal_00319,normal,validation
normal_00320,normal,train
normal_00321,normal,validation
normal_00322,normal,train
normal_00323,normal,test
normal_00324,normal,train
normal_00325,normal,validation
normal_00326,normal,train
normal_00327,normal,train
normal_00328,normal,train
normal_00329,normal,train
normal_00330,normal,train
normal_00331,normal,validation
normal_00332,normal,validation
normal_00333,normal,train
normal_00334,normal,train
normal_00335,normal,train
normal_00336,normal,train
normal_00337,normal,train
normal_00338,normal,train
normal_00339,normal,train
normal_00340,normal,train
normal_00341,normal,train
normal_00342,normal,train
normal_00343,normal,train
normal_00344,normal,train
normal_00345,normal,train
normal_00346,normal,train
normal_00347,normal,train
normal_00348,normal,train
normal_00349,normal,train
normal_00350,normal,train
normal_00351,normal,train
normal_00352,normal,validation
normal_00353,normal,train
normal_00354,normal,train
normal_00355,normal,test
normal_00356,normal,train
normal_00357,normal,train
normal_00358,normal,train
normal_00359,normal,train
normal_00360,normal,train
normal_00361,normal,train
normal_00362,normal,validation
normal_00363,normal,train
normal_00364,normal,train
normal_00365,normal,train
normal_00366,normal,train
normal_00367,normal,train
normal_00368,normal,train
normal_00369,normal,train
normal_00370,normal,train
normal_00371,normal,train
normal_00372,normal,train
normal_00373,normal,train
normal_00374,normal,train
normal_00375,normal,train
normal_00376,normal,train
normal_00377,normal,train
normal_00378,normal,validation
normal_00379,normal,validation
normal_00380,normal,test
normal_00381,normal,train
normal_00382,normal,train
normal_00383,normal,validation
normal_00384,normal,train
normal_00385,normal,train
normal_00386,normal,train
normal_00387,normal,train
normal_00388,normal,test
normal_00389,normal,validation
normal_00390,normal,validation
normal_00391,normal,test
normal_00392,normal,train
normal_00393,normal,train
normal_00394,normal,test
normal_00395,normal,train
normal_00396,normal,test
normal_00397,normal,train
normal_00398,normal,validation
normal_00399,normal,train
normal_00400,normal,train
normal_00401,normal,train
normal_00402,normal,validation
normal_00403,normal,test
normal_00404,normal,train
normal_00405,normal,train
normal_00406,normal,train
normal_00407,normal,test
normal_00408,normal,train
normal_00409,normal,test
normal_00410,normal,train
normal_00411,normal,train
normal_00412,normal,train
normal_00413,normal,train
normal_00414,normal,validation
normal_00415,normal,test
normal_00416,normal,train
normal_00417,normal,train
normal_00418,normal,train
normal_00419,normal,train
normal_00420,normal,train
normal_00421,normal,train
normal_00422,normal,train
normal_00423,normal,test
normal_00424,normal,train
normal_00425,normal,train
normal_00426,normal,train
normal_00427,normal,train
normal_00428,normal,test
normal_00429,normal,train
normal_00430,normal,train
normal_00431,normal,train
normal_00432,normal,test
normal_00433,normal,train
normal_00434,normal,train
normal_00435,normal,validation
normal_00436,normal,train
normal_00437,normal,test
normal_00438,normal,train
normal_00439,normal,train
normal_00440,normal,train
normal_00441,normal,train
normal_00442,normal,train
normal_00443,normal,train
normal_00444,normal,train
normal_00445,normal,train
normal_00446,normal,train
normal_00447,normal,validation
normal_00448,normal,validation
normal_00449,normal,train
normal_00450,normal,train
normal_00451,normal,test
normal_00452,normal,train
normal_00453,normal,train
normal_00454,normal,train
normal_00455,normal,validation
normal_00456,normal,train
normal_00457,normal,test
normal_00458,normal,validation
normal_00459,normal,train
normal_00460,normal,train
normal_00461,normal,train
normal_00462,normal,train
normal_00463,normal,test
normal_00464,normal,train
normal_00465,normal,train
normal_00466,normal,train
normal_00467,normal,train
normal_00468,normal,train
normal_00469,normal,train
normal_00470,normal,validation
normal_00471,normal,validation
normal_00472,normal,train
normal_00473,normal,test
normal_00474,normal,train
normal_00475,normal,train
normal_00476,normal,train
normal_00477,normal,validation
normal_00478,normal,validation
normal_00479,normal,test
normal_00480,normal,train
normal_00481,normal,train
normal_00482,normal,train
normal_00483,normal,train
normal_00484,normal,test
normal_00485,normal,test
normal_00486,normal,test
normal_00487,normal,test
normal_00488,normal,test
normal_00489,normal,validation
normal_00490,normal,test
normal_00491,normal,train
normal_00492,normal,test
normal_00493,normal,train
normal_00494,normal,train
normal_00495,normal,train
normal_00496,normal,train
normal_00497,normal,validation
normal_00498,normal,train
normal_00499,normal,train
normal_00500,normal,validation
normal_00501,normal,train
normal_00502,normal,train
normal_00503,normal,test
normal_00504,normal,train
normal_00505,normal,train
normal_00506,normal,train
normal_00507,normal,train
normal_00508,normal,test
normal_00509,normal,test
normal_00510,normal,test
normal_00511,normal,train
normal_00512,normal,train
normal_00513,normal,train
normal_00514,normal,train
normal_00515,normal,test
normal_00516,normal,train
normal_00517,normal,train
normal_00518,normal,validation
normal_00519,normal,train
normal_00520,normal,test
normal_00521,normal,test
normal_00522,normal,train
normal_00523,normal,train
normal_00524,normal,train
normal_00525,normal,test
normal_00526,normal,train
normal_00527,normal,train
normal_00528,normal,validation
normal_00529,normal,train
normal_00530,normal,train
normal_00531,normal,test
normal_00532,normal,train
normal_00533,normal,train
normal_00534,normal,validation
normal_00535,normal,train
normal_00536,normal,train
normal_00537,normal,validation
normal_00538,normal,test
normal_00539,normal,train
normal_00540,normal,train
normal_00541,normal,validation
normal_00542,normal,train
normal_00543,normal,train
normal_00544,normal,train
normal_00545,normal,train
normal_00546,normal,validation
normal_00547,normal,validation
normal_00548,normal,validation
normal_00549,normal,train
normal_00550,normal,validation
normal_00551,normal,train
normal_00552,normal,train
normal_00553,normal,train
normal_00554,normal,train
normal_00555,normal,train
normal_00556,normal,train
normal_00557,normal,train
normal_00558,normal,train
normal_00559,normal,train
normal_00560,normal,train
normal_00561,normal,train
normal_00562,normal,train
normal_00563,normal,train
normal_00564,normal,train
normal_00565,normal,train
normal_00566,normal,train
normal_00567,normal,train
normal_00568,normal,train
normal_00569,normal,train
normal_00570,normal,train
normal_00571,normal,train
normal_00572,normal,train
normal_00573,normal,validation
normal_00574,normal,train
normal_00575,normal,train
normal_00576,normal,train
normal_00577,normal,train
normal_00578,normal,train
normal_00579,normal,train
normal_00580,normal,validation
normal_00581,normal,train
normal_00582,normal,train
normal_00583,normal,train
normal_00584,normal,validation
normal_00585,normal,train
normal_00586,normal,train
normal_00587,normal,train
normal_00588,normal,train
normal_00589,normal,test
normal_00590,normal,test
normal_00591,normal,test
normal_00592,normal,train
normal_00593,normal,validation
normal_00594,normal,train
normal_00595,normal,train
normal_00596,normal,validation
normal_00597,normal,test
normal_00598,normal,train
normal_00599,normal,test
normal_00600,normal,train
normal_00601,normal,validation
normal_00602,normal,train
normal_00603,normal,train
normal_00604,normal,train
normal_00605,normal,train
normal_00606,normal,test
normal_00607,normal,train
normal_00608,normal,validation
normal_00609,normal,train
normal_00610,normal,train
normal_00611,normal,train
normal_00612,normal,validation
normal_00613,normal,train
normal_00614,normal,train
normal_00615,normal,validation
normal_00616,normal,test
normal_00617,normal,train
normal_00618,normal,train
normal_00619,normal,train
normal_00620,normal,train
normal_00621,normal,validation
normal_00622,normal,train
normal_00623,normal,test
normal_00624,normal,train
normal_00625,normal,train
normal_00626,normal,train
normal_00627,normal,test
normal_00628,normal,train
normal_00629,normal,validation
normal_00630,normal,train
normal_00631,normal,train
normal_00632,normal,train
normal_00633,normal,train
normal_00634,normal,train
normal_00635,normal,train
normal_00636,normal,test
normal_00637,normal,train
normal_00638,normal,validation
normal_00639,normal,validation
normal_00640,normal,train
normal_00641,normal,validation
normal_00642,normal,train
normal_00643,normal,train
normal_00644,normal,train
normal_00645,normal,train
normal_00646,normal,train
normal_00647,normal,train
normal_00648,normal,train
normal_00649,normal,train
normal_00650,normal,test
normal_00651,normal,train
normal_00652,normal,train
normal_00653,normal,train
normal_00654,normal,validation
normal_00655,normal,validation
normal_00656,normal,train
normal_00657,normal,test
normal_00658,normal,train
normal_00659,normal,train
normal_00660,normal,validation
normal_00661,normal,train
normal_00662,normal,validation
normal_00663,normal,validation
normal_00664,normal,train
normal_00665,normal,test
normal_00666,normal,test
normal_00667,normal,train
normal_00668,normal,train
normal_00669,normal,validation
normal_00670,normal,train
normal_00671,normal,test
normal_00672,normal,train
normal_00673,normal,train
normal_00674,normal,train
normal_00675,normal,train
normal_00676,normal,train
normal_00677,normal,train
normal_00678,normal,train
normal_00679,normal,train
normal_00680,normal,train
normal_00681,normal,train
normal_00682,normal,train
normal_00683,normal,train
normal_00684,normal,train
normal_00685,normal,train
normal_00686,normal,validation
normal_00687,normal,validation
normal_00688,normal,train
normal_00689,normal,train
normal_00690,normal,train
normal_00691,normal,train
normal_00692,normal,train
normal_00693,normal,train
normal_00694,normal,test
normal_00695,normal,train
normal_00696,normal,train
normal_00697,normal,train
normal_00698,normal,train
normal_00699,normal,test
normal_00700,normal,train
normal_00701,normal,train
normal_00702,normal,train
normal_00703,normal,train
normal_00704,normal,train
normal_00705,normal,train
normal_00706,normal,train
normal_00707,normal,train
normal_00708,normal,train
normal_00709,normal,train
normal_00710,normal,validation
normal_00711,normal,train
normal_00712,normal,train
normal_00713,normal,train
normal_00714,normal,train
normal_00715,normal,train
normal_00716,normal,train
normal_00717,normal,train
normal_00718,normal,test
normal_00719,normal,validation
normal_00720,normal,train
normal_00721,normal,validation
normal_00722,normal,train
normal_00723,normal,train
normal_00724,normal,train
normal_00725,normal,validation
normal_00726,normal,validation
normal_00727,normal,train
normal_00728,normal,test
normal_00729,normal,train
normal_00730,normal,train
normal_00731,normal,train
normal_00732,normal,train
normal_00733,normal,train
normal_00734,normal,train
normal_00735,normal,train
normal_00736,normal,train
normal_00737,normal,train
normal_00738,normal,train
normal_00739,normal,test
normal_00740,normal,train
normal_00741,normal,train
normal_00742,normal,train
normal_00743,normal,train
normal_00744,normal,train
normal_00745,normal,train
normal_00746,normal,validation
normal_00747,normal,train
normal_00748,normal,train
normal_00749,normal,test
normal_00750,normal,test
normal_00751,normal,train
normal_00752,normal,test
normal_00753,normal,validation
normal_00754,normal,train
normal_00755,normal,validation
normal_00756,normal,test
normal_00757,normal,test
normal_00758,normal,test
normal_00759,normal,test
normal_00760,normal,validation
normal_00761,normal,train
normal_00762,normal,test
normal_00763,normal,train
normal_00764,normal,train
normal_00765,normal,train
normal_00766,normal,train
normal_00767,normal,train
normal_00768,normal,validation
normal_00769,normal,train
normal_00770,normal,train
normal_00771,normal,test
normal_00772,normal,train
normal_00773,normal,train
normal_00774,normal,test
normal_00775,normal,train
normal_00776,normal,validation
normal_00777,normal,train
normal_00778,normal,train
normal_00779,normal,train
normal_00780,normal,train
normal_00781,normal,train
normal_00782,normal,train
normal_00783,normal,train
normal_00784,normal,train
normal_00785,normal,train
normal_00786,normal,train
normal_00787,normal,train
normal_00788,normal,train
normal_00789,normal,train
normal_00790,normal,train
normal_00791,normal,train
normal_00792,normal,test
normal_00793,normal,test
normal_00794,normal,validation
normal_00795,normal,train
normal_00796,normal,validation
normal_00797,normal,train
normal_00798,normal,train
normal_00799,normal,train
normal_00800,normal,train
normal_00801,normal,train
normal_00802,normal,test
normal_00803,normal,train
normal_00804,normal,train
normal_00805,normal,validation
normal_00806,normal,test
normal_00807,normal,train
normal_00808,normal,train
normal_00809,normal,validation
normal_00810,normal,train
normal_00811,normal,test
normal_00812,normal,validation
normal_00813,normal,test
normal_00814,normal,test
normal_00815,normal,train
normal_00816,normal,train
normal_00817,normal,train
normal_00818,normal,train
normal_00819,normal,train
normal_00820,normal,train
normal_00821,normal,validation
normal_00822,normal,train
normal_00823,normal,train
normal_00824,normal,train
normal_00825,normal,validation
normal_00826,normal,train
normal_00827,normal,train
normal_00828,normal,train
normal_00829,normal,validation
normal_00830,normal,train
normal_00831,normal,train
normal_00832,normal,train
normal_00833,normal,test
normal_00834,normal,train
normal_00835,normal,validation
normal_00836,normal,train
normal_00837,normal,test
normal_00838,normal,test
normal_00839,normal,train
normal_00840,normal,train
normal_00841,normal,validation
normal_00842,normal,train
normal_00843,normal,train
normal_00844,normal,train
normal_00845,normal,test
normal_00846,normal,train
normal_00847,normal,train
normal_00848,normal,train
normal_00849,normal,test
normal_00850,normal,validation
normal_00851,normal,train
normal_00852,normal,train
normal_00853,normal,train
normal_00854,normal,train
normal_00855,normal,validation
normal_00856,normal,train
normal_00857,normal,test
normal_00858,normal,train
normal_00859,normal,validation
normal_00860,normal,train
normal_00861,normal,validation
normal_00862,normal,train
normal_00863,normal,train
normal_00864,normal,train
normal_00865,normal,train
normal_00866,normal,test
normal_00867,normal,test
normal_00868,normal,train
normal_00869,normal,validation
normal_00870,normal,validation
normal_00871,normal,train
normal_00872,normal,train
normal_00873,normal,validation
normal_00874,normal,train
normal_00875,normal,train
normal_00876,normal,train
normal_00877,normal,validation
normal_00878,normal,train
normal_00879,normal,train
normal_00880,normal,train
normal_00881,normal,train
normal_00882,normal,train
normal_00883,normal,test
normal_00884,normal,validation
normal_00885,normal,train
normal_00886,normal,train
normal_00887,normal,train
normal_00888,normal,train
normal_00889,normal,train
normal_00890,normal,test
normal_00891,normal,train
normal_00892,normal,train
normal_00893,normal,train
normal_00894,normal,train
normal_00895,normal,train
normal_00896,normal,train
