event_id,event_sequence,timestamp,device_id,session_id,ip_hash,event_type,card_token,card_bin,amount,declined,decline_reason,population,attack_subtype,scenario_tag,entity_label
event_00001181,1181,2026-08-01T20:35:25.021530,normal_00485,normal_00485_session_0,ip_normal_unique_00485,completion,,,,,,normal,,normal_standard,0
event_00002503,2503,2026-08-01T20:38:07.002503,normal_01003,normal_01003_session_0,ip_normal_unique_01003,authorization,card_00001181,410156,628.2,False,,normal,,normal_standard,0
event_00002504,2504,2026-08-01T20:39:02.136332,normal_01003,normal_01003_session_0,ip_normal_unique_01003,completion,,,,,,normal,,normal_standard,0
event_00013394,13394,2026-08-01T20:41:10.013394,attack_evasive_0085,attack_evasive_0085_session_0,ip_attack_unique_00332,authorization,card_00008039,530910,288.34,True,cvv_mismatch,attack,evasive,attack_evasive,1
event_00013395,13395,2026-08-01T20:41:39.646492,attack_evasive_0085,attack_evasive_0085_session_0,ip_attack_unique_00332,authorization,card_00008040,455988,10.0,False,,attack,evasive,attack_evasive,1
event_00013396,13396,2026-08-01T20:42:05.875683,attack_evasive_0085,attack_evasive_0085_session_0,ip_attack_unique_00332,authorization,card_00008041,447979,288.34,False,,attack,evasive,attack_evasive,1
event_00009780,9780,2026-08-01T20:51:45.009780,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004784,459688,233.03,True,insufficient_funds,attack,burst,attack_burst,1
event_00009781,9781,2026-08-01T20:51:46.724439,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004785,436605,233.03,True,insufficient_funds,attack,burst,attack_burst,1
event_00009782,9782,2026-08-01T20:51:50.758632,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004785,436605,233.03,True,insufficient_funds,attack,burst,attack_burst,1
event_00009783,9783,2026-08-01T20:51:55.240579,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004786,455947,259.71,False,,attack,burst,attack_burst,1
event_00009784,9784,2026-08-01T20:51:56.902985,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004787,429320,1.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00009785,9785,2026-08-01T20:51:58.414184,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004788,419892,233.03,False,,attack,burst,attack_burst,1
event_00009786,9786,2026-08-01T20:52:00.218563,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004789,517302,233.03,True,generic_decline,attack,burst,attack_burst,1
event_00009787,9787,2026-08-01T20:52:01.253753,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004790,452695,233.03,False,,attack,burst,attack_burst,1
event_00009788,9788,2026-08-01T20:52:05.110350,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004791,490428,2.0,False,,attack,burst,attack_burst,1
event_00009789,9789,2026-08-01T20:52:07.914787,attack_burst_0004,attack_burst_0004_session_0,ip_attack_botnet_008,authorization,card_00004792,454890,233.03,True,cvv_mismatch,attack,burst,attack_burst,1
event_00007356,7356,2026-08-01T20:53:38.007356,normal_02954,normal_02954_session_0,ip_normal_unique_02954,authorization,card_00003480,410156,1756.49,False,,normal,,normal_standard,0
event_00007357,7357,2026-08-01T20:54:27.607383,normal_02954,normal_02954_session_0,ip_normal_unique_02954,completion,,,,,,normal,,normal_standard,0
event_00006523,6523,2026-08-01T20:55:46.006523,normal_02610,normal_02610_session_0,ip_normal_unique_02610,authorization,card_00003075,460414,1146.3,False,,normal,,normal_standard,0
event_00006524,6524,2026-08-01T20:56:41.466551,normal_02610,normal_02610_session_0,ip_normal_unique_02610,completion,,,,,,normal,,normal_standard,0
event_00003637,3637,2026-08-01T20:57:29.003637,normal_01463,normal_01463_session_0,ip_normal_unique_01463,authorization,card_00001717,454890,614.73,False,,normal,,normal_standard,0
event_00003638,3638,2026-08-01T20:57:57.546334,normal_01463,normal_01463_session_0,ip_normal_unique_01463,completion,,,,,,normal,,normal_standard,0
event_00001672,1672,2026-08-01T20:58:09.001672,normal_00673,normal_00673_session_0,ip_normal_unique_00673,authorization,card_00000785,473638,582.36,False,,normal,,normal_standard,0
event_00001673,1673,2026-08-01T20:58:36.327504,normal_00673,normal_00673_session_0,ip_normal_unique_00673,completion,,,,,,normal,,normal_standard,0
event_00000779,779,2026-08-01T21:01:23.000779,normal_00315,normal_00315_session_0,ip_normal_unique_00315,authorization,card_00000364,517302,970.1,False,,normal,,normal_standard,0
event_00000780,780,2026-08-01T21:01:45.218356,normal_00315,normal_00315_session_0,ip_normal_unique_00315,completion,,,,,,normal,,normal_standard,0
event_00000380,380,2026-08-01T21:03:24.000380,normal_00158,normal_00158_session_0,ip_normal_unique_00158,authorization,card_00000184,445707,735.37,False,,normal,,normal_standard,0
event_00000381,381,2026-08-01T21:03:36.414683,normal_00158,normal_00158_session_0,ip_normal_unique_00158,completion,,,,,,normal,,normal_standard,0
event_00004883,4883,2026-08-01T21:03:54.004883,normal_01957,normal_01957_session_0,ip_normal_unique_01957,authorization,card_00002295,424506,1217.78,False,,normal,,normal_standard,0
event_00004884,4884,2026-08-01T21:04:34.493265,normal_01957,normal_01957_session_0,ip_normal_unique_01957,completion,,,,,,normal,,normal_standard,0
event_00003262,3262,2026-08-01T21:06:26.003262,normal_01323,normal_01323_session_0,ip_normal_unique_01323,authorization,card_00001548,460414,423.91,False,,normal,,normal_standard,0
event_00003263,3263,2026-08-01T21:07:22.186710,normal_01323,normal_01323_session_0,ip_normal_unique_01323,completion,,,,,,normal,,normal_standard,0
event_00004153,4153,2026-08-01T21:08:27.004153,normal_01662,normal_01662_session_0,ip_normal_unique_01662,authorization,card_00001951,518437,1180.62,False,,normal,,normal_standard,0
event_00004154,4154,2026-08-01T21:09:21.103579,normal_01662,normal_01662_session_0,ip_normal_unique_01662,completion,,,,,,normal,,normal_standard,0
event_00011710,11710,2026-08-01T21:14:39.011710,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006576,436807,817.8,True,insufficient_funds,attack,burst,attack_burst,1
event_00011711,11711,2026-08-01T21:14:51.091405,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006577,510503,5.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011712,11712,2026-08-01T21:14:54.490589,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006578,408365,10.0,False,,attack,burst,attack_burst,1
event_00011713,11713,2026-08-01T21:14:56.524409,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006579,450044,2.0,True,generic_decline,attack,burst,attack_burst,1
event_00011714,11714,2026-08-01T21:15:02.783844,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006580,445530,786.94,True,generic_decline,attack,burst,attack_burst,1
event_00001039,1039,2026-08-01T21:15:03.001039,normal_00428,normal_00428_session_0,ip_normal_unique_00428,authorization,card_00000496,343479,1671.6,True,generic_decline,normal,,normal_bad_luck,0
event_00011715,11715,2026-08-01T21:15:05.654553,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006580,445530,2.0,True,generic_decline,attack,burst,attack_burst,1
event_00011716,11716,2026-08-01T21:15:09.545705,attack_burst_0153,attack_burst_0153_session_0,ip_attack_unique_00153,authorization,card_00006581,474887,10.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00001040,1040,2026-08-01T21:16:10.651562,normal_00428,normal_00428_session_0,ip_normal_unique_00428,authorization,card_00000496,343479,1671.6,True,generic_decline,normal,,normal_bad_luck,0
event_00001041,1041,2026-08-01T21:17:01.031500,normal_00428,normal_00428_session_0,ip_normal_unique_00428,authorization,card_00000496,343479,1671.6,False,,normal,,normal_bad_luck,0
event_00001042,1042,2026-08-01T21:17:22.141166,normal_00428,normal_00428_session_0,ip_normal_unique_00428,completion,,,,,,normal,,normal_bad_luck,0
event_00000013,13,2026-08-01T21:19:07.000013,normal_00006,normal_00006_session_0,ip_normal_unique_00006,authorization,card_00000007,478538,906.12,False,,normal,,normal_standard,0
event_00000014,14,2026-08-01T21:19:43.304001,normal_00006,normal_00006_session_0,ip_normal_unique_00006,completion,,,,,,normal,,normal_standard,0
event_00000308,308,2026-08-01T21:19:56.000308,normal_00127,normal_00127_session_0,ip_normal_unique_00127,authorization,card_00000148,436807,939.01,False,,normal,,normal_standard,0
event_00000309,309,2026-08-01T21:20:54.204840,normal_00127,normal_00127_session_0,ip_normal_unique_00127,completion,,,,,,normal,,normal_standard,0
event_00006925,6925,2026-08-01T21:21:01.006925,normal_02778,normal_02778_session_0,ip_normal_unique_02778,authorization,card_00003268,410156,680.79,False,,normal,,normal_standard,0
event_00003960,3960,2026-08-01T21:21:14.003960,normal_01585,normal_01585_session_0,ip_normal_unique_01585,authorization,card_00001863,455947,661.32,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00006926,6926,2026-08-01T21:21:31.524763,normal_02778,normal_02778_session_0,ip_normal_unique_02778,completion,,,,,,normal,,normal_standard,0
event_00003961,3961,2026-08-01T21:21:46.925005,normal_01585,normal_01585_session_0,ip_normal_unique_01585,authorization,card_00001863,455947,585.01,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00004413,4413,2026-08-01T21:24:23.004413,normal_01770,normal_01770_session_0,ip_normal_unique_01770,authorization,card_00002075,459688,2840.98,False,,normal,,normal_standard,0
event_00003962,3962,2026-08-01T21:25:53.256584,normal_01585,normal_01585_session_0,ip_normal_unique_01585,authorization,card_00001864,417136,585.01,True,generic_decline,normal,,normal_bad_luck,0
event_00003963,3963,2026-08-01T21:27:02.311823,normal_01585,normal_01585_session_0,ip_normal_unique_01585,authorization,card_00001864,417136,585.01,True,insufficient_funds,normal,,normal_bad_luck,0
event_00003964,3964,2026-08-01T21:28:09.665531,normal_01585,normal_01585_session_0,ip_normal_unique_01585,authorization,card_00001865,510503,585.01,False,,normal,,normal_bad_luck,0
event_00003965,3965,2026-08-01T21:28:21.850289,normal_01585,normal_01585_session_0,ip_normal_unique_01585,completion,,,,,,normal,,normal_bad_luck,0
event_00001536,1536,2026-08-01T21:29:13.001536,normal_00623,normal_00623_session_0,ip_normal_shared_0013,authorization,card_00000724,542442,745.88,False,,normal,,normal_standard,0
event_00001283,1283,2026-08-01T21:30:00.001283,normal_00524,normal_00524_session_0,ip_normal_unique_00524,authorization,card_00000607,447979,1067.39,False,,normal,,normal_standard,0
event_00001537,1537,2026-08-01T21:30:05.748207,normal_00623,normal_00623_session_0,ip_normal_shared_0013,completion,,,,,,normal,,normal_standard,0
event_00001284,1284,2026-08-01T21:30:25.825014,normal_00524,normal_00524_session_0,ip_normal_unique_00524,completion,,,,,,normal,,normal_standard,0
event_00001376,1376,2026-08-01T21:30:49.001376,normal_00559,normal_00559_session_0,ip_normal_unique_00559,authorization,card_00000649,459688,1.0,False,,normal,,normal_standard,0
event_00011921,11921,2026-08-01T21:32:34.011921,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006767,559038,5.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011922,11922,2026-08-01T21:32:37.096812,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006768,601168,5.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011923,11923,2026-08-01T21:32:40.916420,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006769,545422,1334.3,True,generic_decline,attack,burst,attack_burst,1
event_00011924,11924,2026-08-01T21:32:44.025501,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006770,429320,2.0,True,generic_decline,attack,burst,attack_burst,1
event_00011925,11925,2026-08-01T21:32:48.115412,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006771,474887,1223.14,False,,attack,burst,attack_burst,1
event_00011926,11926,2026-08-01T21:32:51.209791,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006772,460414,1334.3,False,,attack,burst,attack_burst,1
event_00011927,11927,2026-08-01T21:32:55.396274,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006773,478538,5.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011928,11928,2026-08-01T21:33:01.042423,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006774,601168,10.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011929,11929,2026-08-01T21:33:02.149642,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006775,414131,10.0,True,generic_decline,attack,burst,attack_burst,1
event_00011930,11930,2026-08-01T21:33:04.584864,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006776,429320,5.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011931,11931,2026-08-01T21:33:06.467863,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006777,555932,1.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011932,11932,2026-08-01T21:33:08.478479,attack_burst_0169,attack_burst_0169_session_0,ip_attack_unique_00169,authorization,card_00006778,490873,1375.34,True,cvv_mismatch,attack,burst,attack_burst,1
event_00001850,1850,2026-08-01T21:36:05.001850,normal_00742,normal_00742_session_0,ip_normal_unique_00742,authorization,card_00000866,466109,2.0,False,,normal,,normal_standard,0
event_00001851,1851,2026-08-01T21:36:19.297278,normal_00742,normal_00742_session_0,ip_normal_unique_00742,completion,,,,,,normal,,normal_standard,0
event_00003737,3737,2026-08-01T21:38:26.003737,normal_01502,normal_01502_session_0,ip_normal_unique_01502,authorization,card_00001763,342697,1028.78,False,,normal,,normal_standard,0
event_00003738,3738,2026-08-01T21:38:40.998072,normal_01502,normal_01502_session_0,ip_normal_unique_01502,completion,,,,,,normal,,normal_standard,0
event_00004533,4533,2026-08-01T21:39:22.004533,normal_01815,normal_01815_session_0,ip_normal_unique_01815,authorization,card_00002129,490428,724.04,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00004534,4534,2026-08-01T21:39:29.639370,normal_01815,normal_01815_session_0,ip_normal_unique_01815,authorization,card_00002129,490428,724.04,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00004535,4535,2026-08-01T21:41:22.984783,normal_01815,normal_01815_session_0,ip_normal_unique_01815,authorization,card_00002130,417136,724.04,False,,normal,,normal_bad_luck,0
event_00006234,6234,2026-08-01T21:44:09.006234,normal_02497,normal_02497_session_0,ip_normal_shared_0063,authorization,card_00002931,473638,1251.54,False,,normal,,normal_standard,0
event_00006235,6235,2026-08-01T21:44:25.204500,normal_02497,normal_02497_session_0,ip_normal_shared_0063,completion,,,,,,normal,,normal_standard,0
event_00001646,1646,2026-08-01T21:44:41.001646,normal_00665,normal_00665_session_0,ip_normal_unique_00665,authorization,card_00000773,542442,2687.51,False,,normal,,normal_standard,0
event_00001647,1647,2026-08-01T21:45:05.504558,normal_00665,normal_00665_session_0,ip_normal_unique_00665,completion,,,,,,normal,,normal_standard,0
event_00004255,4255,2026-08-01T21:45:48.004255,normal_01706,normal_01706_session_0,ip_normal_unique_01706,authorization,card_00001999,474887,966.71,False,,normal,,normal_standard,0
event_00003487,3487,2026-08-01T21:45:58.003487,normal_01410,normal_01410_session_0,ip_normal_unique_01410,authorization,card_00001648,517302,635.17,False,,normal,,normal_standard,0
event_00004256,4256,2026-08-01T21:46:03.019159,normal_01706,normal_01706_session_0,ip_normal_unique_01706,completion,,,,,,normal,,normal_standard,0
event_00003488,3488,2026-08-01T21:46:49.850344,normal_01410,normal_01410_session_0,ip_normal_unique_01410,completion,,,,,,normal,,normal_standard,0
event_00006956,6956,2026-08-01T21:50:23.006956,normal_02790,normal_02790_session_0,ip_normal_unique_02790,authorization,card_00003283,530910,1137.69,False,,normal,,normal_standard,0
event_00006957,6957,2026-08-01T21:51:14.897542,normal_02790,normal_02790_session_0,ip_normal_unique_02790,completion,,,,,,normal,,normal_standard,0
event_00009864,9864,2026-08-01T21:54:40.009864,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004863,601168,5.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009865,9865,2026-08-01T21:54:42.565807,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004864,522489,10.0,True,generic_decline,attack,burst,attack_burst,1
event_00009866,9866,2026-08-01T21:54:46.006050,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004865,429320,1581.55,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009867,9867,2026-08-01T21:54:47.782808,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004866,555932,1580.38,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009868,9868,2026-08-01T21:54:50.855496,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004867,435926,10.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00009869,9869,2026-08-01T21:54:53.963223,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004868,417136,1.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00005886,5886,2026-08-01T21:54:54.005886,normal_02352,normal_02352_session_0,ip_normal_unique_02352,authorization,card_00002762,463166,836.16,False,,normal,,normal_standard,0
event_00009870,9870,2026-08-01T21:54:57.466534,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004869,522489,1580.38,True,generic_decline,attack,burst,attack_burst,1
event_00009871,9871,2026-08-01T21:54:58.620253,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004870,454890,5.0,True,generic_decline,attack,burst,attack_burst,1
event_00009872,9872,2026-08-01T21:55:02.685272,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004871,455947,10.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00009873,9873,2026-08-01T21:55:06.914578,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004872,460414,1580.38,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009874,9874,2026-08-01T21:55:11.116403,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004873,530910,1580.38,True,generic_decline,attack,burst,attack_burst,1
event_00009875,9875,2026-08-01T21:55:13.972681,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004874,451365,1580.38,False,,attack,burst,attack_burst,1
event_00009876,9876,2026-08-01T21:55:14.883407,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004875,450443,2.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009877,9877,2026-08-01T21:55:16.828941,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004876,410156,10.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00005887,5887,2026-08-01T21:55:21.598340,normal_02352,normal_02352_session_0,ip_normal_unique_02352,completion,,,,,,normal,,normal_standard,0
event_00009878,9878,2026-08-01T21:55:21.989504,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004876,410156,2.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00009879,9879,2026-08-01T21:55:29.060812,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004877,435926,1.0,True,generic_decline,attack,burst,attack_burst,1
event_00009880,9880,2026-08-01T21:55:31.093805,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004878,476163,2.0,False,,attack,burst,attack_burst,1
event_00009881,9881,2026-08-01T21:55:33.580368,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004879,481492,1580.38,True,cvv_mismatch,attack,burst,attack_burst,1
event_00009882,9882,2026-08-01T21:55:37.630162,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004880,342697,1638.59,True,insufficient_funds,attack,burst,attack_burst,1
event_00009883,9883,2026-08-01T21:55:40.297597,attack_burst_0011,attack_burst_0011_session_0,ip_attack_unique_00011,authorization,card_00004881,601168,1580.38,True,generic_decline,attack,burst,attack_burst,1
event_00004824,4824,2026-08-01T21:57:06.004824,normal_01927,normal_01927_session_0,ip_normal_unique_01927,authorization,card_00002265,435926,204.32,False,,normal,,normal_standard,0
event_00004825,4825,2026-08-01T21:57:37.494235,normal_01927,normal_01927_session_0,ip_normal_unique_01927,completion,,,,,,normal,,normal_standard,0
event_00004489,4489,2026-08-01T21:58:24.004489,normal_01799,normal_01799_session_0,ip_normal_unique_01799,authorization,card_00002110,342697,1670.59,False,,normal,,normal_standard,0
event_00000542,542,2026-08-01T21:58:38.000542,normal_00217,normal_00217_session_0,ip_normal_unique_00217,authorization,card_00000256,559038,333.66,False,,normal,,normal_standard,0
event_00004490,4490,2026-08-01T21:58:42.671109,normal_01799,normal_01799_session_0,ip_normal_unique_01799,completion,,,,,,normal,,normal_standard,0
event_00000543,543,2026-08-01T21:59:11.664497,normal_00217,normal_00217_session_0,ip_normal_unique_00217,completion,,,,,,normal,,normal_standard,0
event_00003412,3412,2026-08-01T22:05:07.003412,normal_01377,normal_01377_session_0,ip_normal_unique_01377,authorization,card_00001613,452695,304.37,False,,normal,,normal_standard,0
event_00003413,3413,2026-08-01T22:05:30.091194,normal_01377,normal_01377_session_0,ip_normal_unique_01377,completion,,,,,,normal,,normal_standard,0
event_00002208,2208,2026-08-01T22:07:07.002208,normal_00885,normal_00885_session_0,ip_normal_unique_00885,authorization,card_00001041,404839,2.0,False,,normal,,normal_standard,0
event_00006730,6730,2026-08-01T22:07:18.006730,normal_02694,normal_02694_session_0,ip_normal_unique_02694,authorization,card_00003171,559038,986.3,False,,normal,,normal_standard,0
event_00006731,6731,2026-08-01T22:07:55.000037,normal_02694,normal_02694_session_0,ip_normal_unique_02694,completion,,,,,,normal,,normal_standard,0
event_00002209,2209,2026-08-01T22:08:05.960326,normal_00885,normal_00885_session_0,ip_normal_unique_00885,completion,,,,,,normal,,normal_standard,0
event_00002031,2031,2026-08-01T22:10:30.002031,normal_00818,normal_00818_session_0,ip_normal_unique_00818,authorization,card_00000955,481492,888.26,True,generic_decline,normal,,normal_bad_luck,0
event_00002032,2032,2026-08-01T22:10:44.544568,normal_00818,normal_00818_session_0,ip_normal_unique_00818,authorization,card_00000956,490428,888.26,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00002033,2033,2026-08-01T22:11:00.738798,normal_00818,normal_00818_session_0,ip_normal_unique_00818,authorization,card_00000956,490428,888.26,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00011836,11836,2026-08-01T22:12:56.011836,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006689,342217,480.93,True,generic_decline,attack,burst,attack_burst,1
event_00011837,11837,2026-08-01T22:12:57.395735,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006690,486268,1.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011838,11838,2026-08-01T22:13:00.603667,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006691,410156,543.53,False,,attack,burst,attack_burst,1
event_00002034,2034,2026-08-01T22:13:02.933574,normal_00818,normal_00818_session_0,ip_normal_unique_00818,authorization,card_00000956,490428,888.26,True,cvv_mismatch,normal,,normal_bad_luck,0
event_00011839,11839,2026-08-01T22:13:03.797807,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006692,545422,480.93,True,insufficient_funds,attack,burst,attack_burst,1
event_00011840,11840,2026-08-01T22:13:08.548412,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006693,450044,1.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011841,11841,2026-08-01T22:13:12.416600,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006694,530910,490.61,False,,attack,burst,attack_burst,1
event_00011842,11842,2026-08-01T22:13:19.197631,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006695,404839,5.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011843,11843,2026-08-01T22:13:22.150257,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006696,450044,10.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011844,11844,2026-08-01T22:13:23.757861,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006697,342217,1.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011845,11845,2026-08-01T22:13:26.283927,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006698,416492,430.11,True,generic_decline,attack,burst,attack_burst,1
event_00011846,11846,2026-08-01T22:13:36.279835,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006699,522489,1.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011847,11847,2026-08-01T22:13:39.221452,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006700,341609,480.93,True,generic_decline,attack,burst,attack_burst,1
event_00011848,11848,2026-08-01T22:13:40.597340,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006701,414131,480.93,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011849,11849,2026-08-01T22:13:42.741523,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006702,459688,10.0,True,cvv_mismatch,attack,burst,attack_burst,1
event_00011850,11850,2026-08-01T22:13:46.992174,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006703,517302,2.0,False,,attack,burst,attack_burst,1
event_00011851,11851,2026-08-01T22:13:49.657717,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006704,454890,5.0,True,insufficient_funds,attack,burst,attack_burst,1
event_00011852,11852,2026-08-01T22:13:51.709591,attack_burst_0163,attack_burst_0163_session_0,ip_attack_unique_00163,authorization,card_00006705,478538,480.93,True,insufficient_funds,attack,burst,attack_burst,1
event_00002035,2035,2026-08-01T22:15:40.794862,normal_00818,normal_00818_session_0,ip_normal_unique_00818,authorization,card_00000956,490428,888.26,False,,normal,,normal_bad_luck,0
event_00002036,2036,2026-08-01T22:16:31.633918,normal_00818,normal_00818_session_0,ip_normal_unique_00818,completion,,,,,,normal,,normal_bad_luck,0
event_00000673,673,2026-08-01T22:16:40.000673,normal_00269,normal_00269_session_0,ip_normal_unique_00269,authorization,card_00000313,435926,322.25,False,,normal,,normal_standard,0
event_00000674,674,2026-08-01T22:17:22.490606,normal_00269,normal_00269_session_0,ip_normal_unique_00269,completion,,,,,,normal,,normal_standard,0
event_00004028,4028,2026-08-01T22:19:44.004028,normal_01611,normal_01611_session_0,ip_normal_unique_01611,authorization,card_00001895,474887,841.63,False,,normal,,normal_standard,0
event_00004029,4029,2026-08-01T22:19:52.336317,normal_01611,normal_01611_session_0,ip_normal_unique_01611,completion,,,,,,normal,,normal_standard,0
event_00010635,10635,2026-08-01T22:26:21.010635,attack_burst_0067,attack_burst_0067_session_0,ip_attack_unique_00067,authorization,card_00005577,476163,511.0,False,,attack,burst,attack_burst,1
event_00010636,10636,2026-08-01T22:26:24.038065,attack_burst_0067,attack_burst_0067_session_0,ip_attack_unique_00067,authorization,card_00005578,480889,10.0,True,cvv_mismatch,attack,burst,attack_burst,1
