event_id,event_sequence,timestamp,device_id,session_id,ip_hash,event_type,card_token,card_bin,amount,declined,decline_reason,population,attack_subtype,scenario_tag,entity_label,attempts_trailing_10s,attempts_trailing_60s,attempts_trailing_5min,mean_interarrival_s,var_interarrival_s,unique_cards_trailing_60s,unique_cards_trailing_5min,unique_bins_trailing_60s,unique_bins_trailing_5min,decline_ratio_so_far,current_decline_streak,approval_ratio_so_far,attempts_before_first_approval,amount_near_minimum_ratio_5min,amount_variance_so_far,repeated_amount_ratio,unique_amount_ratio,cards_this_session,session_age_s,attempts_this_session,checkout_completed_so_far,attempts_after_first_approval,device_reuse_count,card_switch_rate,ip_session_count_trailing_5min,ip_device_count_trailing_5min
event_00002782,2782,2026-08-01T05:49:46.826987,normal_01117,normal_01117_session_0,ip_normal_unique_01117,authorization,card_00001318,405537.0,217.66,True,generic_decline,normal,,normal_bad_luck,0,1,2,2,12.824206113815308,0.0,1,1,1,1,1.0,2,0.0,2,0.0,0.0,0.5,0.5,1,12.824206,2,0,0,1,0.5,1,1
event_00002783,2783,2026-08-01T05:50:04.901279,normal_01117,normal_01117_session_0,ip_normal_unique_01117,authorization,card_00001318,405537.0,217.66,True,insufficient_funds,normal,,normal_bad_luck,0,1,3,3,15.449249029159546,6.890850307398978,1,1,1,1,1.0,3,0.0,3,0.0,0.0,0.6666666666666667,0.3333333333333333,1,30.898498,3,0,0,1,0.3333333333333333,1,1
event_00002784,2784,2026-08-01T05:50:29.837115,normal_01117,normal_01117_session_0,ip_normal_unique_01117,authorization,card_00001319,460934.0,217.66,True,insufficient_funds,normal,,normal_bad_luck,0,1,4,4,18.61144471168518,24.592863274100182,2,2,2,2,1.0,4,0.0,4,0.0,0.0,0.75,0.25,2,55.834334,4,0,0,1,0.5,1,1
event_00000067,67,2026-08-01T05:50:36.000067,normal_00030,normal_00030_session_0,ip_normal_unique_00030,authorization,card_00000036,447979.0,388.64,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00013109,13109,2026-08-01T05:51:09.013109,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007839,452695.0,1386.37,True,generic_decline,attack,evasive,attack_evasive,1,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002785,2785,2026-08-01T05:51:16.502836,normal_01117,normal_01117_session_0,ip_normal_unique_01117,authorization,card_00001319,460934.0,217.66,False,,normal,,normal_bad_luck,0,1,2,5,25.625013768672943,166.01510020698376,1,2,1,2,0.8,0,0.2,4,0.0,0.0,0.8,0.2,2,102.500055,5,0,0,1,0.4,1,1
event_00013110,13110,2026-08-01T05:51:31.831596,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007839,452695.0,1386.37,True,generic_decline,attack,evasive,attack_evasive,1,1,2,2,22.81848692893982,0.0,1,1,1,1,1.0,2,0.0,2,0.0,0.0,0.5,0.5,1,22.818487,2,0,0,1,0.5,1,1
event_00000068,68,2026-08-01T05:51:35.562591,normal_00030,normal_00030_session_0,ip_normal_unique_00030,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,59.562524,1,1,0,1,1.0,1,1
event_00013111,13111,2026-08-01T05:51:53.529689,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007840,450443.0,1386.37,True,insufficient_funds,attack,evasive,attack_evasive,1,1,3,3,22.25829005241394,0.3138205404693508,2,2,2,2,1.0,3,0.0,3,0.0,0.0,0.6666666666666667,0.3333333333333333,2,44.51658,3,0,0,1,0.6666666666666666,1,1
event_00013112,13112,2026-08-01T05:52:24.504893,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007841,455988.0,1.0,True,insufficient_funds,attack,evasive,attack_evasive,1,1,3,4,25.163928031921387,17.094677829558464,3,3,3,3,1.0,4,0.0,4,0.25,359859.38191874995,0.5,0.5,3,75.491784,4,0,0,1,0.75,1,1
event_00013113,13113,2026-08-01T05:52:31.923679,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007842,466530.0,1386.37,True,generic_decline,attack,evasive,attack_evasive,1,2,3,5,20.72764253616333,71.86289537178877,3,4,3,4,1.0,5,0.0,5,0.2,307080.00590399996,0.6,0.4,4,82.91057,5,0,0,1,0.8,1,1
event_00013114,13114,2026-08-01T05:52:50.823465,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007842,466530.0,1386.37,False,,attack,evasive,attack_evasive,1,1,4,6,20.362071228027343,58.02488582276003,3,4,3,4,0.8333333333333334,0,0.16666666666666666,5,0.16666666666666666,266562.5051249999,0.6666666666666667,0.3333333333333333,4,101.810356,6,0,0,1,0.6666666666666666,1,1
event_00013115,13115,2026-08-01T05:53:11.489723,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007842,466530.0,1386.37,False,,attack,evasive,attack_evasive,1,1,4,7,20.412768999735516,48.366922839247565,2,4,2,4,0.7142857142857143,0,0.2857142857142857,5,0.14285714285714285,235010.20859999998,0.7142857142857143,0.2857142857142857,4,122.476614,7,0,1,1,0.5714285714285714,1,1
event_00000265,265,2026-08-01T05:53:22.000265,normal_00111,normal_00111_session_0,ip_normal_unique_00111,authorization,card_00000130,514894.0,1.0,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,1.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00013116,13116,2026-08-01T05:53:33.193094,attack_evasive_0034,attack_evasive_0034_session_0,ip_attack_unique_00281,authorization,card_00007843,466109.0,1386.37,True,insufficient_funds,attack,evasive,attack_evasive,1,1,3,8,20.59714072091239,41.661320023059105,2,5,2,5,0.75,1,0.25,5,0.125,209917.97278593748,0.75,0.25,5,144.179985,8,0,2,1,0.625,1,1
event_00001445,1445,2026-08-01T05:54:48.001445,normal_00587,normal_00587_session_0,ip_normal_unique_00587,authorization,card_00000682,601134.0,975.27,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00000266,266,2026-08-01T05:55:09.107566,normal_00111,normal_00111_session_0,ip_normal_unique_00111,authorization,card_00000131,542442.0,477.65,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,2,107.10730123519897,0.0,1,2,1,2,1.0,2,0.0,2,0.5,56798.80562499999,0.0,1.0,2,107.107301,2,0,0,1,1.0,1,1
event_00001446,1446,2026-08-01T05:55:32.277482,normal_00587,normal_00587_session_0,ip_normal_unique_00587,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,44.276037,1,1,0,1,1.0,1,1
event_00000267,267,2026-08-01T05:56:09.398487,normal_00111,normal_00111_session_0,ip_normal_unique_00111,authorization,card_00000131,542442.0,477.65,True,cvv_mismatch,normal,,normal_bad_luck,0,1,1,3,83.69911110401154,547.943365217821,1,2,1,2,1.0,3,0.0,3,0.3333333333333333,50487.82722222222,0.33333333333333337,0.6666666666666666,2,167.398222,3,0,0,1,0.6666666666666666,1,1
event_00003284,3284,2026-08-01T05:56:39.003284,normal_01331,normal_01331_session_0,ip_normal_unique_01331,authorization,card_00001558,405537.0,884.91,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003285,3285,2026-08-01T05:56:53.052259,normal_01331,normal_01331_session_0,ip_normal_unique_01331,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,14.048975,1,1,0,1,1.0,1,1
event_00000268,268,2026-08-01T05:57:48.035807,normal_00111,normal_00111_session_0,ip_normal_unique_00111,authorization,card_00000131,542442.0,477.65,False,,normal,,normal_bad_luck,0,1,1,4,88.67851400375366,414.88448328780123,1,2,1,2,0.75,0,0.25,3,0.25,42599.10421875,0.5,0.5,2,266.035542,4,0,0,1,0.5,1,1
event_00000269,269,2026-08-01T05:58:40.977326,normal_00111,normal_00111_session_0,ip_normal_unique_00111,completion,,,,,,normal,,normal_bad_luck,0,0,1,3,79.464120388031,367.61157581529056,1,1,1,1,0.75,0,0.25,3,0.0,42599.10421875,0.5,0.5,2,318.977061,4,1,0,1,0.3333333333333333,1,1
event_00003832,3832,2026-08-01T06:00:03.003832,normal_01539,normal_01539_session_0,ip_normal_unique_01539,authorization,card_00001805,515508.0,1013.39,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002915,2915,2026-08-01T06:00:13.002915,normal_01173,normal_01173_session_0,ip_normal_unique_01173,authorization,card_00001381,417136.0,506.51,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003833,3833,2026-08-01T06:00:30.157634,normal_01539,normal_01539_session_0,ip_normal_unique_01539,authorization,card_00001805,515508.0,1013.39,True,cvv_mismatch,normal,,normal_bad_luck,0,1,2,2,27.153801918029785,0.0,1,1,1,1,1.0,2,0.0,2,0.0,0.0,0.5,0.5,1,27.153802,2,0,0,1,0.5,1,1
event_00002916,2916,2026-08-01T06:00:51.021665,normal_01173,normal_01173_session_0,ip_normal_unique_01173,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,38.01875,1,1,0,1,1.0,1,1
event_00003834,3834,2026-08-01T06:02:09.691357,normal_01539,normal_01539_session_0,ip_normal_unique_01539,authorization,card_00001806,450044.0,1013.39,True,cvv_mismatch,normal,,normal_bad_luck,0,1,1,3,63.34376239776611,1309.7132395248773,1,2,1,2,1.0,3,0.0,3,0.0,0.0,0.6666666666666667,0.3333333333333333,2,126.687525,3,0,0,1,0.6666666666666666,1,1
event_00005243,5243,2026-08-01T06:02:56.005243,normal_02103,normal_02103_session_0,ip_normal_unique_02103,authorization,card_00002464,451365.0,615.37,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00005244,5244,2026-08-01T06:03:09.972977,normal_02103,normal_02103_session_0,ip_normal_unique_02103,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,13.967734,1,1,0,1,1.0,1,1
event_00006651,6651,2026-08-01T06:03:39.006651,normal_02659,normal_02659_session_0,ip_normal_unique_02659,authorization,card_00003133,429320.0,896.59,True,cvv_mismatch,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003835,3835,2026-08-01T06:04:12.777877,normal_01539,normal_01539_session_0,ip_normal_unique_01539,authorization,card_00001807,459688.0,1013.39,True,cvv_mismatch,normal,,normal_bad_luck,0,1,1,4,83.25801499684651,1666.2970728432128,1,3,1,3,1.0,4,0.0,4,0.0,0.0,0.75,0.25,3,249.774045,4,0,0,1,0.75,1,1
event_00006623,6623,2026-08-01T06:05:19.006623,normal_02650,normal_02650_session_0,ip_normal_unique_02650,authorization,card_00003123,417136.0,713.96,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003836,3836,2026-08-01T06:05:25.808709,normal_01539,normal_01539_session_0,ip_normal_unique_01539,authorization,card_00001807,459688.0,1013.39,False,,normal,,normal_bad_luck,0,1,1,4,98.55035829544067,418.0788261698446,1,3,1,3,0.8,0,0.2,4,0.0,0.0,0.8,0.2,3,322.804877,5,0,0,1,0.75,1,1
event_00003837,3837,2026-08-01T06:05:52.979814,normal_01539,normal_01539_session_0,ip_normal_unique_01539,completion,,,,,,normal,,normal_bad_luck,0,0,1,3,98.05867600440979,626.3929848288267,1,2,1,2,0.8,0,0.2,4,0.0,0.0,0.8,0.2,3,349.975982,5,1,0,1,0.6666666666666666,1,1
event_00000283,283,2026-08-01T06:05:57.000283,normal_00116,normal_00116_session_0,ip_normal_unique_00116,authorization,card_00000137,417136.0,724.78,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00006624,6624,2026-08-01T06:06:06.583839,normal_02650,normal_02650_session_0,ip_normal_unique_02650,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,47.577216,1,1,0,1,1.0,1,1
event_00006652,6652,2026-08-01T06:06:28.973674,normal_02659,normal_02659_session_0,ip_normal_unique_02659,authorization,card_00003133,429320.0,896.59,False,,normal,,normal_standard,0,1,1,2,169.96702313423157,0.0,1,1,1,1,0.5,0,0.5,1,0.0,0.0,0.5,0.5,1,169.967023,2,0,0,1,0.5,1,1
event_00006653,6653,2026-08-01T06:06:45.099183,normal_02659,normal_02659_session_0,ip_normal_unique_02659,completion,,,,,,normal,,normal_standard,0,0,1,2,169.96702313423157,0.0,1,1,1,1,0.5,0,0.5,1,0.0,0.0,0.5,0.5,1,186.092532,2,1,0,1,0.5,1,1
event_00004024,4024,2026-08-01T06:09:43.004024,normal_01609,normal_01609_session_0,ip_normal_unique_01609,authorization,card_00001893,455947.0,732.43,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00004025,4025,2026-08-01T06:10:34.383868,normal_01609,normal_01609_session_0,ip_normal_unique_01609,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,51.379844,1,1,0,1,1.0,1,1
event_00013727,13727,2026-08-01T06:16:46.013727,attack_patient_0006,attack_patient_0006_session_0,ip_attack_unique_00388,authorization,card_00008283,417136.0,5.0,False,,attack,patient,attack_patient,1,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,1.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00013728,13728,2026-08-01T06:17:44.271565,attack_patient_0006,attack_patient_0006_session_0,ip_attack_unique_00388,authorization,card_00008284,414131.0,1271.76,True,cvv_mismatch,attack,patient,attack_patient,1,1,2,2,58.257838010787964,0.0,2,2,2,2,0.5,1,0.5,0,0.5,401170.2244,0.0,1.0,2,58.257838,2,0,1,1,1.0,1,1
event_00013729,13729,2026-08-01T06:20:30.864791,attack_patient_0006,attack_patient_0006_session_0,ip_attack_unique_00388,authorization,card_00008284,414131.0,1271.76,True,generic_decline,attack,patient,attack_patient,1,1,1,3,112.42553198337555,2934.1390703079014,1,2,1,2,0.6666666666666666,2,0.3333333333333333,0,0.3333333333333333,356595.75502222223,0.33333333333333337,0.6666666666666666,2,224.851064,3,0,2,1,0.6666666666666666,1,1
event_00013730,13730,2026-08-01T06:21:02.415801,attack_patient_0006,attack_patient_0006_session_0,ip_attack_unique_00388,authorization,card_00008285,486268.0,1271.76,False,,attack,patient,attack_patient,1,1,2,4,85.46735803286235,3409.5789990308585,2,3,2,3,0.5,0,0.5,0,0.25,300877.66829999996,0.5,0.5,3,256.402074,4,0,3,1,0.75,1,1
event_00003304,3304,2026-08-01T06:21:30.003304,normal_01339,normal_01339_session_0,ip_normal_unique_01339,authorization,card_00001566,450044.0,1966.34,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00000540,540,2026-08-01T06:22:12.000540,normal_00216,normal_00216_session_0,ip_normal_unique_00216,authorization,card_00000255,429320.0,2047.4,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003305,3305,2026-08-01T06:22:23.503619,normal_01339,normal_01339_session_0,ip_normal_unique_01339,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,53.500315,1,1,0,1,1.0,1,1
event_00000541,541,2026-08-01T06:23:02.847417,normal_00216,normal_00216_session_0,ip_normal_unique_00216,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,50.846877,1,1,0,1,1.0,1,1
event_00002350,2350,2026-08-01T06:25:44.002350,normal_00940,normal_00940_session_0,ip_normal_unique_00940,authorization,card_00001110,405537.0,1661.12,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002351,2351,2026-08-01T06:26:36.891750,normal_00940,normal_00940_session_0,ip_normal_unique_00940,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,52.8894,1,1,0,1,1.0,1,1
event_00004197,4197,2026-08-01T06:30:37.004197,normal_01682,normal_01682_session_0,ip_normal_unique_01682,authorization,card_00001973,405537.0,876.76,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00004198,4198,2026-08-01T06:30:51.362678,normal_01682,normal_01682_session_0,ip_normal_unique_01682,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,14.358481,1,1,0,1,1.0,1,1
event_00006376,6376,2026-08-01T06:31:19.006376,normal_02556,normal_02556_session_0,ip_normal_unique_02556,authorization,card_00003004,462991.0,925.19,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00006377,6377,2026-08-01T06:32:09.962239,normal_02556,normal_02556_session_0,ip_normal_unique_02556,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,50.955863,1,1,0,1,1.0,1,1
event_00002443,2443,2026-08-01T06:34:42.002443,normal_00976,normal_00976_session_0,ip_normal_unique_00976,authorization,card_00001152,555932.0,342.72,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00004683,4683,2026-08-01T06:35:23.004683,normal_01877,normal_01877_session_0,ip_normal_unique_01877,authorization,card_00002202,559038.0,539.1,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00005652,5652,2026-08-01T06:35:31.005652,normal_02253,normal_02253_session_0,ip_normal_unique_02253,authorization,card_00002653,481492.0,537.78,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00004684,4684,2026-08-01T06:35:57.296599,normal_01877,normal_01877_session_0,ip_normal_unique_01877,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,34.291916,1,1,0,1,1.0,1,1
event_00006108,6108,2026-08-01T06:36:04.006108,normal_02442,normal_02442_session_0,ip_normal_unique_02442,authorization,card_00002869,416492.0,470.68,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00006109,6109,2026-08-01T06:36:41.344049,normal_02442,normal_02442_session_0,ip_normal_unique_02442,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,37.337941,1,1,0,1,1.0,1,1
event_00003058,3058,2026-08-01T06:38:42.003058,normal_01238,normal_01238_session_0,ip_normal_unique_01238,authorization,card_00001454,455988.0,924.01,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003059,3059,2026-08-01T06:39:20.232212,normal_01238,normal_01238_session_0,ip_normal_unique_01238,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,38.229154,1,1,0,1,1.0,1,1
event_00001397,1397,2026-08-01T06:39:31.001397,normal_00570,normal_00570_session_0,ip_normal_unique_00570,authorization,card_00000660,466530.0,288.0,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00001398,1398,2026-08-01T06:39:52.405541,normal_00570,normal_00570_session_0,ip_normal_unique_00570,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,21.404144,1,1,0,1,1.0,1,1
event_00003097,3097,2026-08-01T06:41:11.003097,normal_01256,normal_01256_session_0,ip_normal_unique_01256,authorization,card_00001473,417136.0,523.37,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00003098,3098,2026-08-01T06:41:40.464741,normal_01256,normal_01256_session_0,ip_normal_unique_01256,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,29.461644,1,1,0,1,1.0,1,1
event_00006758,6758,2026-08-01T06:46:21.006758,normal_02707,normal_02707_session_0,ip_normal_unique_02707,authorization,card_00003186,435926.0,1588.52,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00007262,7262,2026-08-01T06:46:54.007262,normal_02911,normal_02911_session_0,ip_normal_unique_02911,authorization,card_00003430,463166.0,1059.2,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00007263,7263,2026-08-01T06:47:18.970582,normal_02911,normal_02911_session_0,ip_normal_unique_02911,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,24.96332,1,1,0,1,1.0,1,1
event_00002182,2182,2026-08-01T06:48:13.002182,normal_00873,normal_00873_session_0,ip_normal_unique_00873,authorization,card_00001028,459688.0,708.67,False,,normal,,normal_standard,0,1,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00012965,12965,2026-08-01T06:48:50.012965,attack_evasive_0009,attack_evasive_0009_session_0,ip_attack_botnet_001,authorization,card_00007741,460934.0,1.0,True,insufficient_funds,attack,evasive,attack_evasive,1,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,1.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002183,2183,2026-08-01T06:49:08.364127,normal_00873,normal_00873_session_0,ip_normal_unique_00873,completion,,,,,,normal,,normal_standard,0,0,1,1,0.0,0.0,1,1,1,1,0.0,0,1.0,0,0.0,0.0,0.0,1.0,1,55.361945,1,1,0,1,1.0,1,1
event_00012966,12966,2026-08-01T06:49:08.406362,attack_evasive_0009,attack_evasive_0009_session_0,ip_attack_botnet_001,authorization,card_00007741,460934.0,1145.68,False,,attack,evasive,attack_evasive,1,1,2,2,18.393397092819214,0.0,1,1,1,1,0.5,0,0.5,1,0.5,327573.07560000004,0.0,1.0,1,18.393397,2,0,0,1,0.5,1,1
event_00012967,12967,2026-08-01T06:49:28.254036,attack_evasive_0009,attack_evasive_0009_session_0,ip_attack_botnet_001,authorization,card_00007742,483234.0,1080.16,False,,attack,evasive,attack_evasive,1,1,3,3,19.120535492897034,0.5287302528677316,2,2,2,2,0.3333333333333333,0,0.6666666666666666,1,0.3333333333333333,275463.4976,0.0,1.0,2,38.241071,3,0,1,1,0.6666666666666666,1,1
event_00002448,2448,2026-08-01T06:49:31.002448,normal_00979,normal_00979_session_0,ip_normal_unique_00979,authorization,card_00001155,481492.0,2637.79,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00002852,2852,2026-08-01T06:49:41.002852,normal_01145,normal_01145_session_0,ip_normal_unique_01145,authorization,card_00001350,455988.0,2293.33,True,generic_decline,normal,,normal_bad_luck,0,1,1,1,0.0,0.0,1,1,1,1,1.0,1,0.0,1,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,1.0,1,1
event_00012968,12968,2026-08-01T06:49:48.388579,attack_evasive_0009,attack_evasive_0009_session_0,ip_attack_botnet_001,authorization,card_00007743,601134.0,1073.69,True,insufficient_funds,attack,evasive,attack_evasive,1,1,4,4,19.458537975947063,0.580978192341124,3,3,3,3,0.5,1,0.5,1,0.25,227191.23346875003,0.0,1.0,3,58.375614,4,0,2,1,0.75,1,1
event_00012969,12969,2026-08-01T06:50:34.198913,attack_evasive_0009,attack_evasive_0009_session_0,ip_attack_botnet_001,authorization,card_00007743,601134.0,2.0,True,insufficient_funds,attack,evasive,attack_evasive,1,1,2,5,26.046487033367157,130.6389519937428,1,3,1,3,0.6,2,0.4,1,0.4,290160.524784,0.0,1.0,3,104.185948,5,0,3,1,0.6,1,1
event_00002449,2449,2026-08-01T06:50:44.575338,normal_00979,normal_00979_session_0,ip_normal_unique_00979,authorization,card_00001155,481492.0,2637.79,True,insufficient_funds,normal,,normal_bad_luck,0,1,1,2,73.57288980484009,0.0,1,1,1,1,1.0,2,0.0,2,0.0,0.0,0.5,0.5,1,73.57289,2,0,0,1,0.5,1,1
event_00012970,12970,2026-08-01T06:50:51.028230,attack_evasive_0009,attack_evasive_0009_session_0,ip_attack_botnet_001,authorization,card_00007744,445707.0,10.0,True,cvv_mismatch,attack,evasive,attack_evasive,1,1,2,6,24.20305299758911,118.10415777205394,2,4,2,4,0.6666666666666666,3,0.3333333333333333,1,0.5,300572.38954722224,0.0,1.0,4,121.015265,6,0,4,1,0.6666666666666666,1,1
