event_id,request_id,device_id,request_index,action,raw_probability,calibrated_probability,rule_score,accumulated_risk,high_risk_count,consecutive_high_count,evidence_count,reason_codes,timestamp,event_sequence,session_id,label,population,attack_subtype,scenario_tag
blind_20260828_evt_0006135,blind_20260828_req_0002330,blind_20260828_dev_0001623,1,allow,0.151548920453,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-02T16:25:40+00:00,6135,blind_20260828_dev_0001623_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006137,blind_20260828_req_0002331,blind_20260828_dev_0001623,2,allow,0.354620590607,0.0930102271251,0,0.108523801523,0,0,0,stable_retry_risk_reduction,2026-07-02T16:26:44+00:00,6137,blind_20260828_dev_0001623_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006139,blind_20260828_req_0002332,blind_20260828_dev_0001623,3,allow,0.494723394904,0.284737559009,1,0.371552918758,0,0,0,stable_retry_risk_reduction,2026-07-02T16:27:21+00:00,6139,blind_20260828_dev_0001623_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0002653,blind_20260828_req_0000975,blind_20260828_dev_0000785,1,allow,0.211386035435,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-02T16:48:12+00:00,2653,blind_20260828_dev_0000785_s1,0,normal,,normal_standard
blind_20260828_evt_0005575,blind_20260828_req_0002112,blind_20260828_dev_0001491,1,allow,0.13830214367,0.0116357732377,0,0.0116357732377,0,0,0,,2026-07-02T16:55:54+00:00,5575,blind_20260828_dev_0001491_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0004576,blind_20260828_req_0001720,blind_20260828_dev_0001256,1,allow,0.241020745945,0.028783095908,0,0.028783095908,0,0,0,,2026-07-02T16:58:03+00:00,4576,blind_20260828_dev_0001256_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0004578,blind_20260828_req_0001721,blind_20260828_dev_0001256,2,allow,0.488895645754,0.284737559009,0,0.313520391017,0,0,0,,2026-07-02T16:58:11+00:00,4578,blind_20260828_dev_0001256_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0004580,blind_20260828_req_0001722,blind_20260828_dev_0001256,3,allow,0.787156975088,0.488843813387,1,0.802362767134,0,0,1,high_risk_with_card_diversity,2026-07-02T16:58:15+00:00,4580,blind_20260828_dev_0001256_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0001185,blind_20260828_req_0000434,blind_20260828_dev_0000355,1,allow,0.206814355536,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-02T17:14:31+00:00,1185,blind_20260828_dev_0000355_s1,0,normal,,normal_standard
blind_20260828_evt_0001614,blind_20260828_req_0000593,blind_20260828_dev_0000478,1,allow,0.236541613796,0.028783095908,0,0.028783095908,0,0,0,,2026-07-02T17:48:58+00:00,1614,blind_20260828_dev_0000478_s1,0,normal,,normal_standard
blind_20260828_evt_0005002,blind_20260828_req_0001903,blind_20260828_dev_0001321,1,allow,0.149826252547,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-02T18:27:52+00:00,5002,blind_20260828_dev_0001321_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0006494,blind_20260828_req_0002491,blind_20260828_dev_0001667,1,allow,0.130165834073,0.00820512873941,0,0.00820512873941,0,0,0,,2026-07-02T18:47:40+00:00,6494,blind_20260828_dev_0001667_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006496,blind_20260828_req_0002492,blind_20260828_dev_0001667,2,allow,0.326213924014,0.0930102271251,0,0.0995739088441,0,0,0,stable_retry_risk_reduction,2026-07-02T18:48:36+00:00,6496,blind_20260828_dev_0001667_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006498,blind_20260828_req_0002493,blind_20260828_dev_0001667,3,allow,0.398656805935,0.0930102271251,1,0.192576262046,0,0,0,,2026-07-02T18:49:45+00:00,6498,blind_20260828_dev_0001667_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0001397,blind_20260828_req_0000514,blind_20260828_dev_0000419,1,allow,0.206644554252,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-02T19:11:24+00:00,1397,blind_20260828_dev_0000419_s1,0,normal,,normal_standard
blind_20260828_evt_0004983,blind_20260828_req_0001896,blind_20260828_dev_0001315,1,allow,0.106004301708,0.00548001258357,0,0.00548001258357,0,0,0,,2026-07-02T19:20:35+00:00,4983,blind_20260828_dev_0001315_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0006401,blind_20260828_req_0002450,blind_20260828_dev_0001654,1,allow,0.141881936632,0.0116357732377,0,0.0116357732377,0,0,0,,2026-07-02T20:23:50+00:00,6401,blind_20260828_dev_0001654_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006403,blind_20260828_req_0002451,blind_20260828_dev_0001654,2,allow,0.340817915543,0.0930102271251,0,0.102318557673,0,0,0,stable_retry_risk_reduction,2026-07-02T20:24:17+00:00,6403,blind_20260828_dev_0001654_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006405,blind_20260828_req_0002452,blind_20260828_dev_0001654,3,allow,0.485255231088,0.284737559009,1,0.387053067839,0,0,1,high_risk_with_card_diversity,2026-07-02T20:24:43+00:00,6405,blind_20260828_dev_0001654_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0001788,blind_20260828_req_0000658,blind_20260828_dev_0000535,2,allow,0.647615173493,0.474791810673,0,0.497461019212,0,0,1,high_risk_with_ip_rotation,2026-07-02T20:44:32+00:00,1788,blind_20260828_dev_0000535_s2,0,normal,,normal_standard
blind_20260828_evt_0005910,blind_20260828_req_0002233,blind_20260828_dev_0001590,1,allow,0.112346889287,0.00548001258357,0,0.00548001258357,0,0,0,,2026-07-02T21:56:15+00:00,5910,blind_20260828_dev_0001590_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0005570,blind_20260828_req_0002110,blind_20260828_dev_0001489,2,allow,0.0697457899464,0,0,0.012467264518,0,0,3,successful_checkout_risk_reduction|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,2026-07-02T22:17:57+00:00,5570,blind_20260828_dev_0001489_s2,0,flash_sale,,flash_standard
blind_20260828_evt_0000961,blind_20260828_req_0000353,blind_20260828_dev_0000286,1,allow,0.245864457582,0.028783095908,0,0.028783095908,0,0,0,,2026-07-02T22:29:06+00:00,961,blind_20260828_dev_0000286_s1,0,normal,,normal_standard
blind_20260828_evt_0011490,blind_20260828_req_0004909,blind_20260828_dev_0001955,1,allow,0.150169490732,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-02T22:37:55+00:00,11490,blind_20260828_dev_0001955_s1,1,attack,patient,attack_patient
blind_20260828_evt_0011492,blind_20260828_req_0004910,blind_20260828_dev_0001955,2,allow,0.752037155156,0.474791810673,0,0.494161189336,0,0,0,,2026-07-02T22:55:56+00:00,11492,blind_20260828_dev_0001955_s1,1,attack,patient,attack_patient
blind_20260828_evt_0001200,blind_20260828_req_0000439,blind_20260828_dev_0000360,1,allow,0.226013343115,0.028783095908,0,0.028783095908,0,0,0,,2026-07-02T23:31:42+00:00,1200,blind_20260828_dev_0000360_s1,0,normal,,normal_standard
blind_20260828_evt_0000405,blind_20260828_req_0000147,blind_20260828_dev_0000120,1,allow,0.148774187675,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-02T23:33:39+00:00,405,blind_20260828_dev_0000120_s1,0,normal,,normal_standard
blind_20260828_evt_0000407,blind_20260828_req_0000148,blind_20260828_dev_0000120,2,allow,0.516267537314,0.304785409055,0,0.324176732548,0,0,0,,2026-07-02T23:35:12+00:00,407,blind_20260828_dev_0000120_s1,0,normal,,normal_standard
blind_20260828_evt_0009923,blind_20260828_req_0004154,blind_20260828_dev_0001858,1,allow,0.209665124907,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-02T23:39:55+00:00,9923,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009925,blind_20260828_req_0004155,blind_20260828_dev_0001858,2,allow,0.422003934667,0.0930102271251,0,0.118978854776,0,0,0,,2026-07-02T23:41:51+00:00,9925,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009927,blind_20260828_req_0004156,blind_20260828_dev_0001858,3,allow,0.75929875456,0.474791810673,1,0.593766438398,0,0,1,high_risk_with_card_diversity,2026-07-02T23:42:22+00:00,9927,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009929,blind_20260828_req_0004157,blind_20260828_dev_0001858,4,allow,0.8859548424,0.920638394369,2,1.5143619627,1,1,2,high_risk_with_card_diversity|high_risk_with_card_switching,2026-07-02T23:43:25+00:00,9929,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009931,blind_20260828_req_0004158,blind_20260828_dev_0001858,5,allow,0.947226500173,0.978665935245,2,2.49294632812,2,2,3,high_risk_with_card_diversity|high_risk_with_card_switching|persistent_high_model_risk,2026-07-02T23:44:12+00:00,9931,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009933,blind_20260828_req_0004159,blind_20260828_dev_0001858,6,review,0.95866592961,0.978665935245,2,3.4712465804,3,3,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-02T23:46:20+00:00,9933,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009935,blind_20260828_req_0004160,blind_20260828_dev_0001858,7,block,0.97317436827,1,3,4.47100391168,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-02T23:47:21+00:00,9935,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0009937,blind_20260828_req_0004161,blind_20260828_dev_0001858,8,block,0.980866306843,1,3,5.47011240485,5,5,4,persistent_high_model_risk|high_risk_with_card_diversity|high_risk_with_card_switching|high_risk_with_ip_rotation,2026-07-02T23:50:15+00:00,9937,blind_20260828_dev_0001858_s1,1,attack,evasive,attack_evasive
blind_20260828_evt_0005790,blind_20260828_req_0002190,blind_20260828_dev_0001554,1,allow,0.139876852639,0.0116357732377,0,0.0116357732377,0,0,0,,2026-07-03T00:04:02+00:00,5790,blind_20260828_dev_0001554_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0003698,blind_20260828_req_0001361,blind_20260828_dev_0001084,1,allow,0.200500751103,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T00:13:18+00:00,3698,blind_20260828_dev_0001084_s1,0,normal,,normal_standard
blind_20260828_evt_0003472,blind_20260828_req_0001275,blind_20260828_dev_0001021,1,allow,0.212822382775,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T00:32:40+00:00,3472,blind_20260828_dev_0001021_s1,0,normal,,normal_standard
blind_20260828_evt_0003754,blind_20260828_req_0001382,blind_20260828_dev_0001098,2,allow,0.457627738794,0.0930102271251,0,0.116625292953,0,0,1,high_risk_with_ip_rotation,2026-07-03T00:46:25+00:00,3754,blind_20260828_dev_0001098_s2,0,normal,,normal_standard
blind_20260828_evt_0002489,blind_20260828_req_0000915,blind_20260828_dev_0000738,1,allow,0.25229382348,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T01:01:44+00:00,2489,blind_20260828_dev_0000738_s1,0,normal,,normal_standard
blind_20260828_evt_0002156,blind_20260828_req_0000792,blind_20260828_dev_0000641,1,allow,0.244178923097,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T01:05:56+00:00,2156,blind_20260828_dev_0000641_s1,0,normal,,normal_standard
blind_20260828_evt_0001528,blind_20260828_req_0000563,blind_20260828_dev_0000454,1,allow,0.217437754568,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T01:19:04+00:00,1528,blind_20260828_dev_0000454_s1,0,normal,,normal_standard
blind_20260828_evt_0002990,blind_20260828_req_0001098,blind_20260828_dev_0000884,1,allow,0.192073129637,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T01:20:46+00:00,2990,blind_20260828_dev_0000884_s1,0,normal,,normal_standard
blind_20260828_evt_0012174,blind_20260828_req_0005240,blind_20260828_dev_0001999,1,allow,0.144870220184,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-03T01:53:36+00:00,12174,blind_20260828_dev_0001999_s1,1,attack,patient,attack_patient
blind_20260828_evt_0012176,blind_20260828_req_0005241,blind_20260828_dev_0001999,2,allow,0.795451458667,0.559667304185,0,0.575175527803,1,1,0,stable_retry_risk_reduction,2026-07-03T01:59:41+00:00,12176,blind_20260828_dev_0001999_s1,1,attack,patient,attack_patient
blind_20260828_evt_0012178,blind_20260828_req_0005242,blind_20260828_dev_0001999,3,allow,0.958765332208,0.978665935245,1,1.55328866404,2,2,1,high_risk_with_card_diversity,2026-07-03T02:13:40+00:00,12178,blind_20260828_dev_0001999_s1,1,attack,patient,attack_patient
blind_20260828_evt_0006184,blind_20260828_req_0002352,blind_20260828_dev_0001629,1,allow,0.118260577987,0.00548001258357,0,0.00548001258357,0,0,0,,2026-07-03T02:52:05+00:00,6184,blind_20260828_dev_0001629_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006186,blind_20260828_req_0002353,blind_20260828_dev_0001629,2,allow,0.162331635161,0.0250286633218,0,0.0305086633444,0,0,0,,2026-07-03T02:52:07+00:00,6186,blind_20260828_dev_0001629_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006188,blind_20260828_req_0002354,blind_20260828_dev_0001629,3,allow,0.484832923811,0.284737559009,1,0.309144265907,0,0,0,stable_retry_risk_reduction,2026-07-03T02:52:15+00:00,6188,blind_20260828_dev_0001629_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006163,blind_20260828_req_0002343,blind_20260828_dev_0001626,1,allow,0.146869891478,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-03T03:01:38+00:00,6163,blind_20260828_dev_0001626_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006165,blind_20260828_req_0002344,blind_20260828_dev_0001626,2,allow,0.348625356888,0.0930102271251,0,0.108523641507,0,0,0,stable_retry_risk_reduction,2026-07-03T03:02:51+00:00,6165,blind_20260828_dev_0001626_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006167,blind_20260828_req_0002345,blind_20260828_dev_0001626,3,allow,0.516650449071,0.304785409055,1,0.413303329397,0,0,0,,2026-07-03T03:03:37+00:00,6167,blind_20260828_dev_0001626_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0002960,blind_20260828_req_0001087,blind_20260828_dev_0000876,1,allow,0.240301723649,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T04:12:50+00:00,2960,blind_20260828_dev_0000876_s1,0,normal,,normal_standard
blind_20260828_evt_0011051,blind_20260828_req_0004698,blind_20260828_dev_0001927,4,allow,0.841099668966,0.756035578145,0,2.0881447291,2,2,4,high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation|persistent_high_model_risk,2026-07-03T05:59:17+00:00,11051,blind_20260828_dev_0001927_s2,1,attack,patient,attack_patient
blind_20260828_evt_0011053,blind_20260828_req_0004699,blind_20260828_dev_0001927,5,review,0.92040143551,0.920638394369,0,3.00735249572,3,3,4,persistent_high_model_risk|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,2026-07-03T06:09:15+00:00,11053,blind_20260828_dev_0001927_s2,1,attack,patient,attack_patient
blind_20260828_evt_0011055,blind_20260828_req_0004700,blind_20260828_dev_0001927,6,block,0.977936402718,1,0,4.00657709797,4,4,4,persistent_high_model_risk|high_risk_with_card_diversity|cross_session_card_diversity|high_risk_with_ip_rotation,2026-07-03T06:13:00+00:00,11055,blind_20260828_dev_0001927_s2,1,attack,patient,attack_patient
blind_20260828_evt_0002566,blind_20260828_req_0000943,blind_20260828_dev_0000762,1,allow,0.218072691821,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T06:17:10+00:00,2566,blind_20260828_dev_0000762_s1,0,normal,,normal_standard
blind_20260828_evt_0006371,blind_20260828_req_0002437,blind_20260828_dev_0001651,1,allow,0.117353041076,0.00548001258357,0,0.00548001258357,0,0,0,,2026-07-03T06:23:06+00:00,6371,blind_20260828_dev_0001651_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006373,blind_20260828_req_0002438,blind_20260828_dev_0001651,2,allow,0.319140448598,0.0930102271251,0,0.0973942170944,0,0,0,stable_retry_risk_reduction,2026-07-03T06:23:10+00:00,6373,blind_20260828_dev_0001651_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006375,blind_20260828_req_0002439,blind_20260828_dev_0001651,3,allow,0.482358304284,0.284737559009,1,0.3626524862,0,0,0,stable_retry_risk_reduction,2026-07-03T06:23:15+00:00,6375,blind_20260828_dev_0001651_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0006377,blind_20260828_req_0002440,blind_20260828_dev_0001651,4,allow,0.581125579027,0.474791810673,3,0.76491080713,0,0,0,stable_retry_risk_reduction,2026-07-03T06:23:24+00:00,6377,blind_20260828_dev_0001651_s1,0,flash_sale,,flash_hard_retry
blind_20260828_evt_0004747,blind_20260828_req_0001795,blind_20260828_dev_0001278,1,allow,0.252332890219,0.0690182853703,0,0.0690182853703,0,0,0,,2026-07-03T06:29:15+00:00,4747,blind_20260828_dev_0001278_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0004749,blind_20260828_req_0001796,blind_20260828_dev_0001278,2,allow,0.418225135254,0.0930102271251,0,0.162021077473,0,0,1,high_risk_with_card_diversity,2026-07-03T06:30:49+00:00,4749,blind_20260828_dev_0001278_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0004751,blind_20260828_req_0001797,blind_20260828_dev_0001278,3,allow,0.832408662936,0.690081906596,2,0.85208478761,1,1,2,high_risk_with_card_diversity|high_risk_with_card_switching,2026-07-03T06:32:27+00:00,4751,blind_20260828_dev_0001278_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0002590,blind_20260828_req_0000952,blind_20260828_dev_0000766,1,allow,0.226774985724,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T07:06:41+00:00,2590,blind_20260828_dev_0000766_s1,0,normal,,normal_standard
blind_20260828_evt_0005254,blind_20260828_req_0001997,blind_20260828_dev_0001392,1,allow,0.124528394226,0.00548001258357,0,0.00548001258357,0,0,0,,2026-07-03T07:21:32+00:00,5254,blind_20260828_dev_0001392_s1,0,flash_sale,,flash_standard
blind_20260828_evt_0002195,blind_20260828_req_0000806,blind_20260828_dev_0000651,1,allow,0.224243228154,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T07:35:42+00:00,2195,blind_20260828_dev_0000651_s1,0,normal,,normal_standard
blind_20260828_evt_0002593,blind_20260828_req_0000953,blind_20260828_dev_0000767,1,allow,0.245557414344,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T07:40:35+00:00,2593,blind_20260828_dev_0000767_s1,0,normal,,normal_standard
blind_20260828_evt_0003853,blind_20260828_req_0001419,blind_20260828_dev_0001133,1,allow,0.241437692517,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T07:44:31+00:00,3853,blind_20260828_dev_0001133_s1,0,normal,,normal_standard
blind_20260828_evt_0003832,blind_20260828_req_0001411,blind_20260828_dev_0001126,1,allow,0.181629336302,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T07:44:49+00:00,3832,blind_20260828_dev_0001126_s1,0,normal,,normal_standard
blind_20260828_evt_0000313,blind_20260828_req_0000114,blind_20260828_dev_0000091,1,allow,0.202767579079,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T07:53:51+00:00,313,blind_20260828_dev_0000091_s1,0,normal,,normal_standard
blind_20260828_evt_0001220,blind_20260828_req_0000447,blind_20260828_dev_0000368,1,allow,0.208176478521,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T07:55:56+00:00,1220,blind_20260828_dev_0000368_s1,0,normal,,normal_standard
blind_20260828_evt_0004401,blind_20260828_req_0001642,blind_20260828_dev_0001231,1,allow,0.210352251185,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T08:01:23+00:00,4401,blind_20260828_dev_0001231_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0004403,blind_20260828_req_0001643,blind_20260828_dev_0001231,2,allow,0.470648993682,0.198123499891,0,0.22409322876,0,0,1,high_risk_with_card_diversity,2026-07-03T08:02:42+00:00,4403,blind_20260828_dev_0001231_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0004405,blind_20260828_req_0001644,blind_20260828_dev_0001231,3,allow,0.718903269289,0.474791810673,2,0.698869887092,0,0,2,high_risk_with_card_diversity|high_risk_with_card_switching,2026-07-03T08:03:41+00:00,4405,blind_20260828_dev_0001231_s1,0,normal,,normal_bad_luck
blind_20260828_evt_0002432,blind_20260828_req_0000894,blind_20260828_dev_0000723,1,allow,0.230041177301,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T08:25:59+00:00,2432,blind_20260828_dev_0000723_s1,0,normal,,normal_standard
blind_20260828_evt_0001551,blind_20260828_req_0000571,blind_20260828_dev_0000462,1,allow,0.212094747229,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T08:33:38+00:00,1551,blind_20260828_dev_0000462_s1,0,normal,,normal_standard
blind_20260828_evt_0002211,blind_20260828_req_0000812,blind_20260828_dev_0000656,1,allow,0.142336373517,0.0116357732377,0,0.0116357732377,0,0,0,,2026-07-03T08:38:11+00:00,2211,blind_20260828_dev_0000656_s1,0,normal,,normal_standard
blind_20260828_evt_0003659,blind_20260828_req_0001346,blind_20260828_dev_0001071,1,allow,0.252958502913,0.0690182853703,0,0.0690182853703,0,0,0,,2026-07-03T08:51:40+00:00,3659,blind_20260828_dev_0001071_s1,0,normal,,normal_standard
blind_20260828_evt_0002367,blind_20260828_req_0000870,blind_20260828_dev_0000703,1,allow,0.225651293281,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T09:20:16+00:00,2367,blind_20260828_dev_0000703_s1,0,normal,,normal_standard
blind_20260828_evt_0002529,blind_20260828_req_0000930,blind_20260828_dev_0000751,1,allow,0.188768888104,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T09:23:19+00:00,2529,blind_20260828_dev_0000751_s1,0,normal,,normal_standard
blind_20260828_evt_0001339,blind_20260828_req_0000492,blind_20260828_dev_0000400,1,allow,0.252841122428,0.0690182853703,0,0.0690182853703,0,0,0,,2026-07-03T09:23:31+00:00,1339,blind_20260828_dev_0000400_s1,0,normal,,normal_standard
blind_20260828_evt_0011681,blind_20260828_req_0005002,blind_20260828_dev_0001968,1,allow,0.175958961044,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T09:34:18+00:00,11681,blind_20260828_dev_0001968_s1,1,attack,patient,attack_patient
blind_20260828_evt_0011683,blind_20260828_req_0005003,blind_20260828_dev_0001968,2,allow,0.530532291505,0.405488914593,0,0.43049911174,0,0,1,high_risk_with_card_diversity,2026-07-03T09:45:02+00:00,11683,blind_20260828_dev_0001968_s1,1,attack,patient,attack_patient
blind_20260828_evt_0003496,blind_20260828_req_0001285,blind_20260828_dev_0001028,1,allow,0.150222354028,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-03T09:52:35+00:00,3496,blind_20260828_dev_0001028_s1,0,normal,,normal_standard
blind_20260828_evt_0011685,blind_20260828_req_0005004,blind_20260828_dev_0001968,3,allow,0.962200483812,0.987077221928,1,1.41724145557,1,1,1,high_risk_with_card_diversity,2026-07-03T09:56:21+00:00,11685,blind_20260828_dev_0001968_s1,1,attack,patient,attack_patient
blind_20260828_evt_0001000,blind_20260828_req_0000368,blind_20260828_dev_0000300,1,allow,0.240037190668,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T10:10:21+00:00,1000,blind_20260828_dev_0000300_s1,0,normal,,normal_standard
blind_20260828_evt_0003049,blind_20260828_req_0001119,blind_20260828_dev_0000903,2,allow,0.056527318564,0,0,0.014338472162,0,0,0,successful_checkout_risk_reduction,2026-07-03T10:46:45+00:00,3049,blind_20260828_dev_0000903_s2,0,normal,,normal_standard
blind_20260828_evt_0002283,blind_20260828_req_0000838,blind_20260828_dev_0000677,1,allow,0.222554644453,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T10:48:46+00:00,2283,blind_20260828_dev_0000677_s1,0,normal,,normal_standard
blind_20260828_evt_0002873,blind_20260828_req_0001055,blind_20260828_dev_0000849,1,allow,0.190918904231,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T11:50:21+00:00,2873,blind_20260828_dev_0000849_s1,0,normal,,normal_standard
blind_20260828_evt_0002875,blind_20260828_req_0001056,blind_20260828_dev_0000849,2,allow,0.464717581468,0.0930102271251,0,0.118035620597,0,0,0,,2026-07-03T11:52:15+00:00,2875,blind_20260828_dev_0000849_s1,0,normal,,normal_standard
blind_20260828_evt_0002329,blind_20260828_req_0000855,blind_20260828_dev_0000692,1,allow,0.218284634449,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T12:00:22+00:00,2329,blind_20260828_dev_0000692_s1,0,normal,,normal_standard
blind_20260828_evt_0011764,blind_20260828_req_0005042,blind_20260828_dev_0001974,1,allow,0.237928105872,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T12:05:35+00:00,11764,blind_20260828_dev_0001974_s1,1,attack,patient,attack_patient
blind_20260828_evt_0000369,blind_20260828_req_0000134,blind_20260828_dev_0000110,1,allow,0.176756220277,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T12:08:18+00:00,369,blind_20260828_dev_0000110_s1,0,normal,,normal_standard
blind_20260828_evt_0011766,blind_20260828_req_0005043,blind_20260828_dev_0001974,2,allow,0.656129413152,0.474791810673,0,0.503553044086,0,0,1,high_risk_with_card_diversity,2026-07-03T12:16:38+00:00,11766,blind_20260828_dev_0001974_s1,1,attack,patient,attack_patient
blind_20260828_evt_0002308,blind_20260828_req_0000847,blind_20260828_dev_0000686,1,allow,0.220447808268,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T12:18:01+00:00,2308,blind_20260828_dev_0000686_s1,0,normal,,normal_standard
blind_20260828_evt_0001408,blind_20260828_req_0000518,blind_20260828_dev_0000422,1,allow,0.145731871541,0.0193933904297,0,0.0193933904297,0,0,0,,2026-07-03T12:24:54+00:00,1408,blind_20260828_dev_0000422_s1,0,normal,,normal_standard
blind_20260828_evt_0011956,blind_20260828_req_0005135,blind_20260828_dev_0001986,1,allow,0.207835328954,0.0250286633218,0,0.0250286633218,0,0,0,,2026-07-03T12:36:22+00:00,11956,blind_20260828_dev_0001986_s1,1,attack,patient,attack_patient
blind_20260828_evt_0002500,blind_20260828_req_0000919,blind_20260828_dev_0000742,1,allow,0.220661407826,0.0259720802764,0,0.0259720802764,0,0,0,,2026-07-03T12:44:41+00:00,2500,blind_20260828_dev_0000742_s1,0,normal,,normal_standard
blind_20260828_evt_0000891,blind_20260828_req_0000328,blind_20260828_dev_0000263,1,allow,0.251201582732,0.028783095908,0,0.028783095908,0,0,0,,2026-07-03T12:47:30+00:00,891,blind_20260828_dev_0000263_s1,0,normal,,normal_standard
blind_20260828_evt_0011958,blind_20260828_req_0005136,blind_20260828_dev_0001986,2,allow,0.701172832687,0.474791810673,0,0.499789169822,0,0,1,high_risk_with_card_diversity,2026-07-03T12:54:34+00:00,11958,blind_20260828_dev_0001986_s1,1,attack,patient,attack_patient
