device_id,label,population,attack_subtype,scenario_tag,request_index,first_request_time,review_or_higher,blocked,first_action,first_review_or_higher_request,first_block_request,requests_scored_through_first_action,authorizations_processed_before_first_action,distinct_cards_requested_through_first_action,distinct_cards_processed_before_first_action,seconds_to_first_review,seconds_to_first_block,potentially_preventable_later_requests_upper_bound
cv_20260827_dev_0000434,0,normal,,normal_standard,1,2026-05-19 14:53:15+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000435,0,normal,,normal_standard,1,2026-05-15 15:00:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000436,0,normal,,normal_standard,1,2026-05-18 09:43:43+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000437,0,normal,,normal_standard,1,2026-05-22 00:37:07+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000438,0,normal,,normal_standard,2,2026-05-10 18:33:12+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000439,0,normal,,normal_standard,1,2026-05-27 17:25:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000440,0,normal,,normal_standard,1,2026-05-20 00:24:57+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000441,0,normal,,normal_standard,3,2026-05-25 20:07:29+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000442,0,normal,,normal_standard,1,2026-05-05 05:09:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000443,0,normal,,normal_standard,1,2026-05-30 13:31:22+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000444,0,normal,,normal_standard,1,2026-05-17 04:18:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000445,0,normal,,normal_standard,1,2026-05-18 12:51:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000446,0,normal,,normal_standard,2,2026-05-04 10:50:49+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000447,0,normal,,normal_standard,2,2026-05-24 17:15:13+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000448,0,normal,,normal_standard,1,2026-05-27 15:11:17+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000449,0,normal,,normal_standard,1,2026-05-20 17:59:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000450,0,normal,,normal_standard,2,2026-05-07 22:22:59+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000451,0,normal,,normal_standard,1,2026-05-18 09:11:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000452,0,normal,,normal_standard,1,2026-05-28 10:11:40+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000453,0,normal,,normal_standard,1,2026-05-25 16:48:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000454,0,normal,,normal_standard,1,2026-05-08 03:23:00+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000455,0,normal,,normal_standard,1,2026-05-28 00:24:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000456,0,normal,,normal_standard,1,2026-05-26 05:44:03+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000457,0,normal,,normal_standard,1,2026-05-05 00:24:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000458,0,normal,,normal_standard,1,2026-05-13 17:48:44+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000459,0,normal,,normal_standard,1,2026-05-12 22:17:22+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000460,0,normal,,normal_standard,2,2026-05-28 06:06:06+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000461,0,normal,,normal_standard,1,2026-05-14 00:25:59+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000462,0,normal,,normal_standard,1,2026-05-19 21:29:34+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000463,0,normal,,normal_standard,3,2026-05-18 11:50:59+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000464,0,normal,,normal_standard,3,2026-05-28 00:54:51+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000465,0,normal,,normal_standard,1,2026-05-13 05:11:13+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000466,0,normal,,normal_standard,1,2026-05-29 18:56:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000467,0,normal,,normal_standard,2,2026-05-15 18:58:21+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000468,0,normal,,normal_standard,1,2026-05-19 09:13:46+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000469,0,normal,,normal_standard,1,2026-05-13 02:23:38+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000470,0,normal,,normal_standard,1,2026-05-27 10:34:50+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000471,0,normal,,normal_standard,1,2026-05-25 11:20:07+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000472,0,normal,,normal_standard,1,2026-05-23 07:02:49+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000473,0,normal,,normal_standard,1,2026-05-04 13:31:40+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000474,0,normal,,normal_standard,1,2026-05-03 04:38:28+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000475,0,normal,,normal_standard,1,2026-05-11 06:47:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000476,0,normal,,normal_standard,1,2026-05-27 16:53:30+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000477,0,normal,,normal_standard,1,2026-05-16 10:49:43+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000478,0,normal,,normal_standard,2,2026-05-15 04:44:37+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000479,0,normal,,normal_standard,1,2026-05-19 21:54:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000480,0,normal,,normal_standard,1,2026-05-21 23:27:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000481,0,normal,,normal_standard,1,2026-05-02 18:25:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000482,0,normal,,normal_standard,1,2026-05-30 23:09:45+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000483,0,normal,,normal_standard,1,2026-05-06 06:17:26+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000484,0,normal,,normal_standard,1,2026-05-30 05:00:14+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000485,0,normal,,normal_standard,1,2026-05-18 09:41:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000486,0,normal,,normal_standard,1,2026-05-19 17:50:35+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000487,0,normal,,normal_standard,1,2026-05-04 19:08:01+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000488,0,normal,,normal_standard,3,2026-05-10 12:54:18+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000489,0,normal,,normal_standard,1,2026-05-05 20:20:38+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000490,0,normal,,normal_standard,1,2026-05-15 23:12:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000491,0,normal,,normal_standard,1,2026-05-03 13:34:46+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000492,0,normal,,normal_standard,2,2026-05-18 00:04:33+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000493,0,normal,,normal_standard,2,2026-05-17 22:36:33+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000494,0,normal,,normal_standard,1,2026-05-28 05:58:13+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000495,0,normal,,normal_standard,2,2026-05-01 13:36:05+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000496,0,normal,,normal_standard,1,2026-05-26 19:31:14+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000497,0,normal,,normal_standard,1,2026-05-26 12:57:30+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000498,0,normal,,normal_standard,2,2026-05-27 21:42:28+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000499,0,normal,,normal_standard,1,2026-05-16 07:53:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000500,0,normal,,normal_standard,1,2026-05-15 01:24:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000501,0,normal,,normal_standard,2,2026-05-25 07:27:31+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000502,0,normal,,normal_standard,1,2026-05-29 07:00:48+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000503,0,normal,,normal_standard,1,2026-05-01 21:28:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000504,0,normal,,normal_standard,1,2026-05-03 08:38:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000505,0,normal,,normal_standard,1,2026-05-25 18:57:10+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000506,0,normal,,normal_standard,2,2026-05-20 05:23:25+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000507,0,normal,,normal_standard,3,2026-05-10 01:27:46+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000508,0,normal,,normal_standard,2,2026-05-03 13:28:49+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000509,0,normal,,normal_standard,1,2026-05-21 08:25:22+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000510,0,normal,,normal_standard,2,2026-05-29 05:34:01+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000511,0,normal,,normal_standard,2,2026-05-11 10:41:54+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000512,0,normal,,normal_standard,1,2026-05-23 00:56:05+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000513,0,normal,,normal_standard,1,2026-05-02 22:08:13+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000514,0,normal,,normal_standard,1,2026-05-20 05:46:48+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000515,0,normal,,normal_standard,2,2026-05-10 07:27:42+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000516,0,normal,,normal_standard,1,2026-05-24 05:21:57+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000517,0,normal,,normal_standard,1,2026-05-02 13:08:07+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000518,0,normal,,normal_standard,1,2026-05-30 04:50:37+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000519,0,normal,,normal_standard,1,2026-05-13 17:53:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000520,0,normal,,normal_standard,1,2026-05-26 04:13:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000521,0,normal,,normal_standard,1,2026-05-23 01:25:32+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000522,0,normal,,normal_standard,1,2026-05-08 15:43:48+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000523,0,normal,,normal_standard,1,2026-05-03 20:32:36+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000524,0,normal,,normal_standard,3,2026-05-30 18:00:56+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000525,0,normal,,normal_standard,1,2026-05-19 21:46:15+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000526,0,normal,,normal_standard,1,2026-05-08 23:27:53+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000527,0,normal,,normal_standard,1,2026-05-05 22:51:44+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000528,0,normal,,normal_standard,1,2026-05-16 23:24:10+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000529,0,normal,,normal_standard,1,2026-05-04 12:56:38+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000530,0,normal,,normal_standard,3,2026-05-16 19:29:37+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000531,0,normal,,normal_standard,1,2026-05-16 21:19:49+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000532,0,normal,,normal_standard,1,2026-05-03 05:27:32+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000533,0,normal,,normal_standard,1,2026-05-29 14:51:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000534,0,normal,,normal_standard,1,2026-05-12 17:09:38+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000535,0,normal,,normal_standard,1,2026-05-18 08:18:50+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000536,0,normal,,normal_standard,2,2026-05-06 08:57:01+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000537,0,normal,,normal_standard,2,2026-05-29 07:35:16+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000538,0,normal,,normal_standard,1,2026-05-09 14:09:35+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000539,0,normal,,normal_standard,1,2026-05-18 08:49:47+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000540,0,normal,,normal_standard,1,2026-05-14 19:44:07+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000541,0,normal,,normal_standard,1,2026-05-08 17:41:29+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000542,0,normal,,normal_standard,1,2026-05-15 21:18:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000543,0,normal,,normal_standard,1,2026-05-02 02:25:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000544,0,normal,,normal_standard,1,2026-05-21 18:59:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000545,0,normal,,normal_standard,3,2026-05-16 03:34:08+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000546,0,normal,,normal_standard,2,2026-05-08 21:51:32+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000547,0,normal,,normal_standard,1,2026-05-01 14:36:19+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000548,0,normal,,normal_standard,1,2026-05-09 20:19:53+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000549,0,normal,,normal_standard,1,2026-05-17 19:45:41+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000550,0,normal,,normal_standard,1,2026-05-18 23:12:23+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000551,0,normal,,normal_standard,1,2026-05-18 16:47:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000552,0,normal,,normal_standard,1,2026-05-28 04:08:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000553,0,normal,,normal_standard,1,2026-05-10 09:01:06+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000554,0,normal,,normal_standard,1,2026-05-25 10:28:36+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000555,0,normal,,normal_standard,1,2026-05-13 10:51:11+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000556,0,normal,,normal_standard,2,2026-05-22 00:42:29+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000557,0,normal,,normal_standard,1,2026-05-12 14:47:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000558,0,normal,,normal_standard,1,2026-05-04 16:28:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000559,0,normal,,normal_standard,1,2026-05-17 01:59:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000560,0,normal,,normal_standard,3,2026-05-19 08:31:44+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000561,0,normal,,normal_standard,1,2026-05-11 09:48:30+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000562,0,normal,,normal_standard,2,2026-05-02 20:13:18+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000563,0,normal,,normal_standard,1,2026-05-05 00:16:43+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000564,0,normal,,normal_standard,1,2026-05-05 20:13:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000565,0,normal,,normal_standard,1,2026-05-15 20:44:12+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000566,0,normal,,normal_standard,2,2026-05-01 16:15:27+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000567,0,normal,,normal_standard,1,2026-05-26 12:18:22+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000568,0,normal,,normal_standard,1,2026-05-08 11:36:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000569,0,normal,,normal_standard,1,2026-05-07 15:30:41+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000570,0,normal,,normal_standard,1,2026-05-01 11:12:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000571,0,normal,,normal_standard,2,2026-05-29 23:50:24+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000572,0,normal,,normal_standard,1,2026-05-30 09:18:29+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000573,0,normal,,normal_standard,1,2026-05-15 04:52:29+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000574,0,normal,,normal_standard,1,2026-05-07 00:05:09+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000575,0,normal,,normal_standard,2,2026-05-28 01:13:49+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000576,0,normal,,normal_standard,2,2026-05-04 17:39:27+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000577,0,normal,,normal_standard,1,2026-05-07 11:41:55+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000578,0,normal,,normal_standard,1,2026-05-19 20:08:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000579,0,normal,,normal_standard,1,2026-05-14 13:07:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000580,0,normal,,normal_standard,1,2026-05-24 14:59:18+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000581,0,normal,,normal_standard,1,2026-05-14 04:43:20+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000582,0,normal,,normal_standard,2,2026-05-05 06:33:31+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000583,0,normal,,normal_standard,1,2026-05-30 06:19:59+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000584,0,normal,,normal_standard,1,2026-05-05 10:22:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000585,0,normal,,normal_standard,2,2026-05-14 04:15:28+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000586,0,normal,,normal_standard,1,2026-05-15 19:54:46+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000587,0,normal,,normal_standard,1,2026-05-14 21:53:12+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000588,0,normal,,normal_standard,1,2026-05-05 02:33:58+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000589,0,normal,,normal_standard,1,2026-05-05 22:34:17+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000590,0,normal,,normal_standard,1,2026-05-02 01:57:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000591,0,normal,,normal_standard,3,2026-05-07 22:05:48+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000592,0,normal,,normal_standard,1,2026-05-12 14:23:44+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000593,0,normal,,normal_standard,1,2026-05-30 09:06:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000594,0,normal,,normal_standard,1,2026-05-30 10:12:47+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000595,0,normal,,normal_standard,1,2026-05-30 07:00:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000596,0,normal,,normal_standard,1,2026-05-28 05:48:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000597,0,normal,,normal_standard,1,2026-05-26 19:08:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000598,0,normal,,normal_standard,2,2026-05-15 21:33:48+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000599,0,normal,,normal_standard,2,2026-05-05 10:20:41+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000600,0,normal,,normal_standard,2,2026-05-23 12:27:28+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000601,0,normal,,normal_standard,1,2026-05-19 12:24:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000602,0,normal,,normal_standard,2,2026-05-12 14:10:07+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000603,0,normal,,normal_standard,1,2026-05-23 08:55:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000604,0,normal,,normal_standard,3,2026-05-13 14:02:38+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000605,0,normal,,normal_standard,2,2026-05-08 19:02:35+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000606,0,normal,,normal_standard,1,2026-05-05 18:25:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000607,0,normal,,normal_standard,1,2026-05-22 11:35:39+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000608,0,normal,,normal_standard,1,2026-05-22 14:08:54+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000609,0,normal,,normal_standard,1,2026-05-25 22:05:27+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000610,0,normal,,normal_standard,2,2026-05-16 08:37:50+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000611,0,normal,,normal_standard,1,2026-05-17 04:58:00+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000612,0,normal,,normal_standard,1,2026-05-13 12:40:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000613,0,normal,,normal_standard,1,2026-05-01 22:32:18+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000614,0,normal,,normal_standard,1,2026-05-28 00:35:03+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000615,0,normal,,normal_standard,2,2026-05-15 18:03:14+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000616,0,normal,,normal_standard,1,2026-05-08 14:17:59+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000617,0,normal,,normal_standard,2,2026-05-10 16:07:34+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000618,0,normal,,normal_standard,1,2026-05-15 02:52:37+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000619,0,normal,,normal_standard,1,2026-05-02 07:50:15+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000620,0,normal,,normal_standard,1,2026-05-16 05:47:52+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000621,0,normal,,normal_standard,1,2026-05-13 19:39:37+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000622,0,normal,,normal_standard,1,2026-05-29 20:47:07+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000623,0,normal,,normal_standard,1,2026-05-26 10:37:06+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000624,0,normal,,normal_standard,1,2026-05-15 13:25:44+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000625,0,normal,,normal_standard,1,2026-05-18 02:00:06+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000626,0,normal,,normal_standard,1,2026-05-02 06:11:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000627,0,normal,,normal_standard,1,2026-05-28 08:22:01+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000628,0,normal,,normal_standard,1,2026-05-27 00:42:28+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000629,0,normal,,normal_standard,2,2026-05-10 16:40:44+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000630,0,normal,,normal_standard,3,2026-05-05 00:34:47+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000631,0,normal,,normal_standard,1,2026-05-14 08:20:25+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000632,0,normal,,normal_standard,1,2026-05-08 04:34:35+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000633,0,normal,,normal_standard,1,2026-05-11 11:30:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000634,0,normal,,normal_standard,1,2026-05-01 06:50:42+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000635,0,normal,,normal_standard,1,2026-05-13 01:23:35+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000636,0,normal,,normal_standard,1,2026-05-16 05:57:56+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000637,0,normal,,normal_standard,1,2026-05-29 23:03:33+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000638,0,normal,,normal_standard,2,2026-05-08 00:37:39+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000639,0,normal,,normal_standard,1,2026-05-15 18:29:51+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000640,0,normal,,normal_standard,1,2026-05-04 17:03:39+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000641,0,normal,,normal_standard,1,2026-05-04 11:25:06+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000642,0,normal,,normal_standard,1,2026-05-26 22:16:51+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000643,0,normal,,normal_standard,3,2026-05-20 21:46:28+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000644,0,normal,,normal_standard,1,2026-05-12 09:23:35+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000645,0,normal,,normal_standard,1,2026-05-27 12:17:23+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000646,0,normal,,normal_standard,1,2026-05-11 10:31:29+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000647,0,normal,,normal_standard,1,2026-05-12 16:57:26+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000648,0,normal,,normal_standard,2,2026-05-24 04:50:31+00:00,False,False,never,,,2,2,,,,,0
cv_20260827_dev_0000649,0,normal,,normal_standard,1,2026-05-27 07:09:31+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000650,0,normal,,normal_standard,3,2026-05-03 19:22:59+00:00,False,False,never,,,3,3,,,,,0
cv_20260827_dev_0000651,0,normal,,normal_standard,1,2026-05-17 12:18:21+00:00,False,False,never,,,1,1,,,,,0
cv_20260827_dev_0000652,0,normal,,normal_standard,2,2026-05-04 19:16:25+00:00,False,False,never,,,2,2,,,,,0
