device_id,leakage_group_id,scenario,fold
t4_dev_003934,t4_act_002573,shared_household_device,0
t4_dev_000195,t4_act_000035,cross_device_weak_guest,1
t4_dev_007119,t4_act_005119,session_recreation_flaky_net,0
t4_dev_006575,t4_act_004666,normal_guest_checkout,4
t4_dev_002964,t4_act_001855,normal_guest_checkout,1
t4_dev_001147,t4_act_000632,network_retry_storm_hard,0
t4_dev_003132,t4_act_001936,normal_guest_checkout,2
t4_dev_006717,t4_act_004797,session_recreation_flaky_net,0
t4_dev_008435,t4_act_006183,cvv_and_expiry_mistakes,3
t4_dev_006406,t4_act_004511,normal_returning_customer,4
t4_dev_000010,t4_act_000002,cross_device_weak_guest,0
t4_dev_004608,t4_act_003090,fast_burst_v4,4
t4_dev_005901,t4_act_004106,normal_returning_customer,3
t4_dev_000192,t4_act_000034,cross_device_weak_guest,0
t4_dev_001107,t4_act_000592,network_retry_storm_hard,3
t4_dev_000876,t4_act_000361,persistent_card_problem_hard,3
t4_dev_000371,t4_act_000075,cross_device_partial,0
t4_dev_000906,t4_act_000391,persistent_card_problem_hard,2
t4_dev_000376,t4_act_000076,cross_device_partial,3
t4_dev_003152,t4_act_001955,network_retry_storm_hard,0
t4_dev_005701,t4_act_003948,new_customer_onboarding,2
t4_dev_000011,t4_act_000002,cross_device_weak_guest,0
t4_dev_006650,t4_act_004736,persistent_card_problem_hard,4
t4_dev_000990,t4_act_000475,persistent_card_problem_hard,3
t4_dev_005659,t4_act_003910,normal_returning_customer,4
t4_dev_008056,t4_act_005867,normal_guest_checkout,3
t4_dev_004803,t4_act_003229,patient_tester_v4,0
t4_dev_004505,t4_act_003010,cross_device_partial,1
t4_dev_000196,t4_act_000035,cross_device_weak_guest,1
t4_dev_000193,t4_act_000034,cross_device_weak_guest,0
t4_dev_000372,t4_act_000075,cross_device_partial,0
t4_dev_003489,t4_act_002228,fast_burst_v4,2
t4_dev_000377,t4_act_000076,cross_device_partial,3
t4_dev_000890,t4_act_000375,persistent_card_problem_hard,1
t4_dev_003203,t4_act_001996,patient_tester_v4,3
t4_dev_002342,t4_act_001404,network_retry_storm_hard,2
t4_dev_000012,t4_act_000002,cross_device_weak_guest,0
t4_dev_003084,t4_act_001912,cross_device_weak_guest,0
t4_dev_000103,t4_act_000018,cross_device_weak_guest,0
t4_dev_006512,t4_act_004607,persistent_card_problem_hard,2
t4_dev_001769,t4_act_001007,network_retry_storm_hard,3
t4_dev_003713,t4_act_002384,network_retry_storm_hard,2
t4_dev_008667,t4_act_006389,network_retry_storm_hard,0
t4_dev_000197,t4_act_000035,cross_device_weak_guest,1
t4_dev_001220,t4_act_000705,shared_household_device,4
t4_dev_000348,t4_act_000070,cross_device_partial,0
t4_dev_000194,t4_act_000034,cross_device_weak_guest,0
t4_dev_000131,t4_act_000023,cross_device_weak_guest,2
t4_dev_000301,t4_act_000058,cross_device_partial,0
t4_dev_002572,t4_act_001585,persistent_card_problem_hard,0
t4_dev_000132,t4_act_000023,cross_device_weak_guest,2
t4_dev_005604,t4_act_003862,multi_device_customer_v4,0
t4_dev_006180,t4_act_004319,session_recreation_flaky_net,4
t4_dev_008446,t4_act_006194,normal_guest_checkout,2
t4_dev_003082,t4_act_001910,network_retry_storm_hard,3
t4_dev_002438,t4_act_001486,new_customer_onboarding,1
t4_dev_003155,t4_act_001958,burst_pause_burst_v4,1
t4_dev_000013,t4_act_000002,cross_device_weak_guest,0
t4_dev_006821,t4_act_004872,multi_device_customer_v4,3
t4_dev_000104,t4_act_000018,cross_device_weak_guest,0
t4_dev_001258,t4_act_000743,shared_household_device,4
t4_dev_000373,t4_act_000075,cross_device_partial,0
t4_dev_001182,t4_act_000667,network_retry_storm_hard,4
t4_dev_006193,t4_act_004330,network_retry_storm_hard,3
t4_dev_005291,t4_act_003595,genuine_wallet_cycling,2
t4_dev_008836,t4_act_006546,network_retry_storm_hard,4
t4_dev_006812,t4_act_004864,new_customer_onboarding,0
t4_dev_009041,t4_act_006735,normal_guest_checkout,3
t4_dev_005049,t4_act_003407,persistent_card_problem_hard,0
t4_dev_003369,t4_act_002136,genuine_wallet_cycling,4
t4_dev_004808,t4_act_003231,warm_up_then_attack_v4,4
t4_dev_004799,t4_act_003226,new_customer_onboarding,1
t4_dev_001933,t4_act_001113,normal_guest_checkout,2
t4_dev_003085,t4_act_001912,cross_device_weak_guest,0
t4_dev_003665,t4_act_002349,mixed_campaign_v4,2
t4_dev_008083,t4_act_005892,persistent_card_problem_hard,2
t4_dev_003337,t4_act_002106,session_recreation_flaky_net,2
t4_dev_004950,t4_act_003327,session_churn_v4,0
t4_dev_003602,t4_act_002302,persistent_card_problem_hard,3
t4_dev_000198,t4_act_000035,cross_device_weak_guest,1
t4_dev_001911,t4_act_001098,genuine_wallet_cycling,1
t4_dev_004846,t4_act_003259,warm_up_then_attack_v4,2
t4_dev_003086,t4_act_001912,cross_device_weak_guest,0
t4_dev_005480,t4_act_003768,cvv_and_expiry_mistakes,4
t4_dev_003087,t4_act_001912,cross_device_weak_guest,0
t4_dev_001162,t4_act_000647,network_retry_storm_hard,4
t4_dev_001109,t4_act_000594,network_retry_storm_hard,1
t4_dev_000014,t4_act_000002,cross_device_weak_guest,0
t4_dev_005444,t4_act_003733,persistent_card_problem_hard,2
t4_dev_002136,t4_act_001257,cross_device_weak_guest,2
t4_dev_008121,t4_act_005930,normal_guest_checkout,1
t4_dev_000105,t4_act_000018,cross_device_weak_guest,0
t4_dev_000133,t4_act_000023,cross_device_weak_guest,2
t4_dev_008957,t4_act_006659,persistent_card_problem_hard,1
t4_dev_002137,t4_act_001257,cross_device_weak_guest,2
t4_dev_006774,t4_act_004846,persistent_card_problem_hard,3
t4_dev_000015,t4_act_000002,cross_device_weak_guest,0
t4_dev_007819,t4_act_005679,normal_returning_customer,2
t4_dev_005495,t4_act_003782,shared_household_device,2
t4_dev_006571,t4_act_004662,persistent_card_problem_hard,2
t4_dev_002138,t4_act_001257,cross_device_weak_guest,2
t4_dev_003292,t4_act_002066,success_camouflage_v4,0
t4_dev_003818,t4_act_002475,success_camouflage_v4,0
t4_dev_000199,t4_act_000035,cross_device_weak_guest,1
t4_dev_004057,t4_act_002669,session_recreation_flaky_net,4
t4_dev_003666,t4_act_002349,mixed_campaign_v4,2
t4_dev_000106,t4_act_000018,cross_device_weak_guest,0
t4_dev_001036,t4_act_000521,network_retry_storm_hard,3
t4_dev_000349,t4_act_000070,cross_device_partial,0
t4_dev_000134,t4_act_000023,cross_device_weak_guest,2
t4_dev_003372,t4_act_002139,normal_returning_customer,0
t4_dev_001018,t4_act_000503,network_retry_storm_hard,2
t4_dev_000962,t4_act_000447,persistent_card_problem_hard,1
t4_dev_005622,t4_act_003878,normal_returning_customer,2
t4_dev_001531,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001532,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001533,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001534,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001535,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001536,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001537,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001538,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001539,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_004478,t4_act_002989,network_retry_storm_hard,0
t4_dev_001540,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001541,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001542,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001543,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001544,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001545,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001546,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001547,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_008341,t4_act_006106,normal_returning_customer,0
t4_dev_001548,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001549,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_001550,t4_act_000883,cgnat_mobile_ip_storm,1
t4_dev_002139,t4_act_001257,cross_device_weak_guest,2
t4_dev_005601,t4_act_003859,persistent_card_problem_hard,3
t4_dev_001294,t4_act_000779,shared_household_device,0
t4_dev_008167,t4_act_005969,normal_returning_customer,1
t4_dev_000107,t4_act_000018,cross_device_weak_guest,0
t4_dev_002999,t4_act_001885,cross_device_weak_guest,4
t4_dev_006899,t4_act_004936,new_customer_onboarding,2
t4_dev_007153,t4_act_005150,new_customer_onboarding,0
t4_dev_003526,t4_act_002245,burst_pause_burst_v4,1
t4_dev_004694,t4_act_003154,normal_guest_checkout,2
t4_dev_003722,t4_act_002392,normal_guest_checkout,3
t4_dev_009000,t4_act_006698,normal_guest_checkout,3
t4_dev_003667,t4_act_002349,mixed_campaign_v4,2
t4_dev_002140,t4_act_001257,cross_device_weak_guest,2
t4_dev_007000,t4_act_005023,network_retry_storm_hard,4
t4_dev_002150,t4_act_001265,normal_guest_checkout,4
t4_dev_007431,t4_act_005367,cvv_and_expiry_mistakes,4
t4_dev_004506,t4_act_003010,cross_device_partial,1
t4_dev_003265,t4_act_002045,persistent_card_problem_hard,1
t4_dev_001118,t4_act_000603,network_retry_storm_hard,4
t4_dev_000972,t4_act_000457,persistent_card_problem_hard,1
t4_dev_003641,t4_act_002334,multi_device_customer_v4,3
t4_dev_008805,t4_act_006517,cvv_and_expiry_mistakes,0
t4_dev_002370,t4_act_001428,normal_returning_customer,0
t4_dev_000200,t4_act_000035,cross_device_weak_guest,1
t4_dev_005016,t4_act_003383,warm_up_then_attack_v4,1
t4_dev_000378,t4_act_000076,cross_device_partial,3
t4_dev_005438,t4_act_003727,normal_guest_checkout,1
t4_dev_007389,t4_act_005329,normal_guest_checkout,4
t4_dev_001958,t4_act_001131,genuine_wallet_cycling,0
t4_dev_009037,t4_act_006731,new_customer_onboarding,3
t4_dev_001378,t4_act_000863,shared_household_device,1
t4_dev_003482,t4_act_002222,shared_household_device,3
t4_dev_000305,t4_act_000060,cross_device_partial,1
t4_dev_000108,t4_act_000018,cross_device_weak_guest,0
t4_dev_000135,t4_act_000023,cross_device_weak_guest,2
t4_dev_002141,t4_act_001257,cross_device_weak_guest,2
t4_dev_000136,t4_act_000023,cross_device_weak_guest,2
t4_dev_002556,t4_act_001578,persistent_card_problem_hard,0
t4_dev_006276,t4_act_004405,shared_household_device,1
t4_dev_004005,t4_act_002626,genuine_wallet_cycling,2
t4_dev_006509,t4_act_004604,session_recreation_flaky_net,1
t4_dev_001327,t4_act_000812,shared_household_device,1
t4_dev_003000,t4_act_001885,cross_device_weak_guest,4
t4_dev_001049,t4_act_000534,network_retry_storm_hard,4
t4_dev_004485,t4_act_002995,persistent_card_problem_hard,2
t4_dev_000028,t4_act_000005,cross_device_weak_guest,4
t4_dev_007502,t4_act_005416,shared_household_device,0
t4_dev_001451,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001452,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001453,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_005420,t4_act_003709,session_recreation_flaky_net,0
t4_dev_001454,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001455,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001456,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001457,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001458,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001459,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001460,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_008896,t4_act_006600,normal_returning_customer,2
t4_dev_003001,t4_act_001885,cross_device_weak_guest,4
t4_dev_002554,t4_act_001576,network_retry_storm_hard,0
t4_dev_002110,t4_act_001241,ultra_patient_v4,3
t4_dev_000379,t4_act_000076,cross_device_partial,3
t4_dev_001461,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001462,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_007454,t4_act_005389,persistent_card_problem_hard,2
t4_dev_001463,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001464,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001465,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001466,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_000374,t4_act_000075,cross_device_partial,0
t4_dev_001467,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001468,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_000029,t4_act_000005,cross_device_weak_guest,4
t4_dev_001469,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_001470,t4_act_000879,cgnat_mobile_ip_storm,4
t4_dev_003898,t4_act_002541,genuine_wallet_cycling,0
t4_dev_003583,t4_act_002285,patient_tester_v4,4
t4_dev_005932,t4_act_004134,shared_household_device,4
t4_dev_001348,t4_act_000833,shared_household_device,2
t4_dev_003002,t4_act_001885,cross_device_weak_guest,4
t4_dev_006645,t4_act_004731,session_recreation_flaky_net,2
t4_dev_001207,t4_act_000692,shared_household_device,1
t4_dev_005855,t4_act_004083,new_customer_onboarding,3
t4_dev_001849,t4_act_001051,network_retry_storm_hard,3
t4_dev_008575,t4_act_006305,new_customer_onboarding,3
t4_dev_000350,t4_act_000070,cross_device_partial,0
t4_dev_003741,t4_act_002406,normal_returning_customer,1
t4_dev_008860,t4_act_006567,multi_device_customer_v4,2
t4_dev_001061,t4_act_000546,network_retry_storm_hard,2
t4_dev_000306,t4_act_000060,cross_device_partial,1
t4_dev_002544,t4_act_001570,cvv_and_expiry_mistakes,3
t4_dev_004592,t4_act_003074,fast_burst_v4,0
t4_dev_007181,t4_act_005177,normal_guest_checkout,3
t4_dev_002536,t4_act_001565,normal_returning_customer,1
t4_dev_004206,t4_act_002791,multi_device_customer_v4,1
t4_dev_007072,t4_act_005080,normal_guest_checkout,4
t4_dev_002711,t4_act_001696,normal_returning_customer,0
t4_dev_000030,t4_act_000005,cross_device_weak_guest,4
t4_dev_006098,t4_act_004266,session_recreation_flaky_net,0
t4_dev_009066,t4_act_006741,normal_guest_checkout,4
t4_dev_001108,t4_act_000593,network_retry_storm_hard,2
t4_dev_007368,t4_act_005312,multi_device_customer_v4,0
t4_dev_007417,t4_act_005355,normal_returning_customer,1
t4_dev_007777,t4_act_005642,persistent_card_problem_hard,3
t4_dev_004643,t4_act_003116,cvv_and_expiry_mistakes,4
t4_dev_000031,t4_act_000005,cross_device_weak_guest,4
t4_dev_005057,t4_act_003414,cross_device_weak_guest,3
t4_dev_001120,t4_act_000605,network_retry_storm_hard,4
t4_dev_003446,t4_act_002196,multi_device_customer_v4,1
t4_dev_007654,t4_act_005534,normal_returning_customer,1
t4_dev_009073,t4_act_006748,session_recreation_flaky_net,1
t4_dev_008757,t4_act_006473,cvv_and_expiry_mistakes,3
t4_dev_007277,t4_act_005245,normal_returning_customer,0
t4_dev_008803,t4_act_006515,normal_guest_checkout,1
t4_dev_002098,t4_act_001236,normal_guest_checkout,0
t4_dev_000032,t4_act_000005,cross_device_weak_guest,4
t4_dev_002936,t4_act_001848,normal_guest_checkout,3
t4_dev_004133,t4_act_002734,normal_guest_checkout,0
t4_dev_003003,t4_act_001886,persistent_card_problem_hard,2
t4_dev_005279,t4_act_003587,normal_guest_checkout,4
t4_dev_007455,t4_act_005390,normal_guest_checkout,0
t4_dev_007076,t4_act_005083,network_retry_storm_hard,3
t4_dev_007765,t4_act_005632,multi_device_customer_v4,3
t4_dev_003721,t4_act_002391,warm_up_then_attack_v4,2
t4_dev_005058,t4_act_003414,cross_device_weak_guest,3
t4_dev_004507,t4_act_003010,cross_device_partial,1
t4_dev_000351,t4_act_000070,cross_device_partial,0
t4_dev_004288,t4_act_002852,new_customer_onboarding,4
t4_dev_007436,t4_act_005371,network_retry_storm_hard,1
t4_dev_000033,t4_act_000005,cross_device_weak_guest,4
t4_dev_002135,t4_act_001256,normal_guest_checkout,3
t4_dev_005059,t4_act_003414,cross_device_weak_guest,3
t4_dev_003922,t4_act_002562,normal_guest_checkout,3
t4_dev_002715,t4_act_001700,cross_device_weak_guest,2
t4_dev_000380,t4_act_000076,cross_device_partial,3
t4_dev_000034,t4_act_000005,cross_device_weak_guest,4
t4_dev_000375,t4_act_000075,cross_device_partial,0
t4_dev_000956,t4_act_000441,persistent_card_problem_hard,0
t4_dev_003640,t4_act_002333,normal_returning_customer,1
t4_dev_004712,t4_act_003166,sparse_multiday_v4,1
t4_dev_003415,t4_act_002168,persistent_card_problem_hard,0
t4_dev_003365,t4_act_002132,shared_household_device,3
t4_dev_002716,t4_act_001700,cross_device_weak_guest,2
t4_dev_004176,t4_act_002773,mixed_campaign_v4,1
t4_dev_007103,t4_act_005106,persistent_card_problem_hard,2
t4_dev_004554,t4_act_003043,new_customer_onboarding,4
t4_dev_004250,t4_act_002823,normal_guest_checkout,3
t4_dev_002435,t4_act_001484,normal_returning_customer,1
t4_dev_000352,t4_act_000070,cross_device_partial,0
t4_dev_001138,t4_act_000623,network_retry_storm_hard,4
t4_dev_003460,t4_act_002209,normal_guest_checkout,3
t4_dev_008440,t4_act_006188,genuine_wallet_cycling,3
t4_dev_002976,t4_act_001864,burst_pause_burst_v4,2
t4_dev_002385,t4_act_001440,normal_guest_checkout,0
t4_dev_007383,t4_act_005324,cvv_and_expiry_mistakes,1
t4_dev_007444,t4_act_005379,network_retry_storm_hard,4
t4_dev_002624,t4_act_001621,normal_guest_checkout,0
t4_dev_008701,t4_act_006421,genuine_wallet_cycling,1
t4_dev_006871,t4_act_004914,normal_returning_customer,3
t4_dev_002717,t4_act_001700,cross_device_weak_guest,2
t4_dev_005060,t4_act_003414,cross_device_weak_guest,3
t4_dev_004516,t4_act_003019,cross_device_partial,0
t4_dev_006611,t4_act_004700,session_recreation_flaky_net,1
t4_dev_000381,t4_act_000076,cross_device_partial,3
t4_dev_007897,t4_act_005746,new_customer_onboarding,2
t4_dev_000855,t4_act_000340,persistent_card_problem_hard,3
t4_dev_008595,t4_act_006325,normal_returning_customer,0
t4_dev_005061,t4_act_003414,cross_device_weak_guest,3
t4_dev_004177,t4_act_002773,mixed_campaign_v4,1
t4_dev_000307,t4_act_000060,cross_device_partial,1
t4_dev_002778,t4_act_001752,cvv_and_expiry_mistakes,4
t4_dev_005890,t4_act_004097,genuine_wallet_cycling,0
t4_dev_006822,t4_act_004872,multi_device_customer_v4,3
t4_dev_000806,t4_act_000291,persistent_card_problem_hard,1
t4_dev_000844,t4_act_000329,persistent_card_problem_hard,2
t4_dev_005809,t4_act_004044,new_customer_onboarding,1
t4_dev_002803,t4_act_001771,persistent_card_problem_hard,3
t4_dev_004517,t4_act_003019,cross_device_partial,0
t4_dev_007597,t4_act_005502,network_retry_storm_hard,1
t4_dev_002718,t4_act_001700,cross_device_weak_guest,2
t4_dev_007719,t4_act_005589,new_customer_onboarding,4
t4_dev_003730,t4_act_002397,genuine_wallet_cycling,3
t4_dev_002719,t4_act_001700,cross_device_weak_guest,2
t4_dev_004497,t4_act_003005,normal_returning_customer,0
t4_dev_004287,t4_act_002851,network_retry_storm_hard,1
t4_dev_000875,t4_act_000360,persistent_card_problem_hard,3
t4_dev_008302,t4_act_006073,session_recreation_flaky_net,3
t4_dev_004518,t4_act_003019,cross_device_partial,0
t4_dev_006253,t4_act_004385,normal_guest_checkout,3
t4_dev_006542,t4_act_004635,persistent_card_problem_hard,2
t4_dev_002742,t4_act_001716,new_customer_onboarding,1
t4_dev_006057,t4_act_004246,session_recreation_flaky_net,4
t4_dev_007586,t4_act_005492,normal_returning_customer,0
t4_dev_005945,t4_act_004146,cvv_and_expiry_mistakes,4
t4_dev_007497,t4_act_005411,normal_returning_customer,3
t4_dev_007987,t4_act_005822,normal_guest_checkout,3
t4_dev_001068,t4_act_000553,network_retry_storm_hard,0
t4_dev_006189,t4_act_004327,normal_returning_customer,3
t4_dev_004178,t4_act_002773,mixed_campaign_v4,1
t4_dev_005348,t4_act_003645,normal_returning_customer,4
t4_dev_004452,t4_act_002966,normal_guest_checkout,2
t4_dev_007688,t4_act_005559,multi_device_customer_v4,1
t4_dev_001081,t4_act_000566,network_retry_storm_hard,2
t4_dev_007866,t4_act_005718,normal_guest_checkout,0
t4_dev_007681,t4_act_005555,normal_returning_customer,4
t4_dev_002777,t4_act_001751,cvv_and_expiry_mistakes,0
t4_dev_004983,t4_act_003354,normal_guest_checkout,4
t4_dev_004179,t4_act_002773,mixed_campaign_v4,1
t4_dev_002501,t4_act_001541,patient_tester_v4,3
t4_dev_006514,t4_act_004609,normal_guest_checkout,0
t4_dev_007509,t4_act_005423,normal_guest_checkout,1
t4_dev_004536,t4_act_003034,new_customer_onboarding,1
t4_dev_007563,t4_act_005471,normal_returning_customer,2
t4_dev_002341,t4_act_001403,cvv_and_expiry_mistakes,0
t4_dev_000145,t4_act_000025,cross_device_weak_guest,2
t4_dev_008907,t4_act_006611,persistent_card_problem_hard,3
t4_dev_008371,t4_act_006130,session_recreation_flaky_net,4
t4_dev_004884,t4_act_003290,network_retry_storm_hard,1
t4_dev_001260,t4_act_000745,shared_household_device,3
t4_dev_008118,t4_act_005927,persistent_card_problem_hard,2
t4_dev_002217,t4_act_001312,persistent_card_problem_hard,1
t4_dev_006510,t4_act_004605,normal_returning_customer,4
t4_dev_001309,t4_act_000794,shared_household_device,4
t4_dev_007753,t4_act_005621,session_recreation_flaky_net,2
t4_dev_004521,t4_act_003022,normal_guest_checkout,1
t4_dev_001140,t4_act_000625,network_retry_storm_hard,1
t4_dev_005298,t4_act_003601,genuine_wallet_cycling,0
t4_dev_007463,t4_act_005396,genuine_wallet_cycling,0
t4_dev_000146,t4_act_000025,cross_device_weak_guest,2
t4_dev_000326,t4_act_000065,cross_device_partial,0
t4_dev_004672,t4_act_003142,merchant_normal_amount_attack_v4,4
t4_dev_000889,t4_act_000374,persistent_card_problem_hard,4
t4_dev_000308,t4_act_000060,cross_device_partial,1
t4_dev_006027,t4_act_004220,network_retry_storm_hard,1
t4_dev_007950,t4_act_005789,network_retry_storm_hard,2
t4_dev_000147,t4_act_000025,cross_device_weak_guest,2
t4_dev_001986,t4_act_001158,normal_returning_customer,3
t4_dev_006271,t4_act_004400,normal_guest_checkout,0
t4_dev_003295,t4_act_002068,shared_household_device,4
t4_dev_004888,t4_act_003294,multi_device_customer_v4,3
t4_dev_000231,t4_act_000043,cross_device_partial,0
t4_dev_001967,t4_act_001140,new_customer_onboarding,2
t4_dev_003538,t4_act_002254,genuine_wallet_cycling,0
t4_dev_005761,t4_act_004000,normal_guest_checkout,1
t4_dev_006753,t4_act_004829,normal_returning_customer,4
t4_dev_006639,t4_act_004725,shared_household_device,1
t4_dev_005605,t4_act_003862,multi_device_customer_v4,0
t4_dev_004391,t4_act_002918,genuine_wallet_cycling,0
t4_dev_007896,t4_act_005745,new_customer_onboarding,0
t4_dev_001151,t4_act_000636,network_retry_storm_hard,4
t4_dev_004476,t4_act_002987,network_retry_storm_hard,2
t4_dev_007207,t4_act_005183,normal_returning_customer,4
t4_dev_001848,t4_act_001050,normal_guest_checkout,0
t4_dev_007772,t4_act_005637,new_customer_onboarding,1
t4_dev_000148,t4_act_000025,cross_device_weak_guest,2
t4_dev_003188,t4_act_001987,network_retry_storm_hard,4
t4_dev_004006,t4_act_002627,normal_guest_checkout,1
t4_dev_007544,t4_act_005453,new_customer_onboarding,0
t4_dev_003385,t4_act_002149,fast_burst_v4,0
t4_dev_001994,t4_act_001164,network_retry_storm_hard,1
t4_dev_008074,t4_act_005884,cvv_and_expiry_mistakes,3
t4_dev_007672,t4_act_005549,new_customer_onboarding,3
t4_dev_008772,t4_act_006486,normal_guest_checkout,4
t4_dev_004318,t4_act_002878,normal_guest_checkout,1
t4_dev_005411,t4_act_003700,session_recreation_flaky_net,4
t4_dev_008133,t4_act_005939,network_retry_storm_hard,4
t4_dev_000822,t4_act_000307,persistent_card_problem_hard,4
t4_dev_000327,t4_act_000065,cross_device_partial,0
t4_dev_004699,t4_act_003159,cross_device_partial,3
t4_dev_003532,t4_act_002249,new_customer_onboarding,4
t4_dev_008134,t4_act_005940,persistent_card_problem_hard,1
t4_dev_007877,t4_act_005728,normal_returning_customer,0
t4_dev_006456,t4_act_004555,normal_guest_checkout,2
t4_dev_002318,t4_act_001390,normal_returning_customer,3
t4_dev_007551,t4_act_005460,normal_returning_customer,1
t4_dev_006541,t4_act_004634,network_retry_storm_hard,0
t4_dev_000905,t4_act_000390,persistent_card_problem_hard,3
t4_dev_006881,t4_act_004921,genuine_wallet_cycling,0
t4_dev_007900,t4_act_005749,multi_device_customer_v4,0
t4_dev_007964,t4_act_005801,normal_returning_customer,2
t4_dev_003249,t4_act_002033,persistent_card_problem_hard,2
t4_dev_003592,t4_act_002293,new_customer_onboarding,4
t4_dev_002395,t4_act_001450,warm_up_then_attack_v4,4
t4_dev_001317,t4_act_000802,shared_household_device,3
t4_dev_004435,t4_act_002953,genuine_wallet_cycling,1
t4_dev_001357,t4_act_000842,shared_household_device,4
t4_dev_004700,t4_act_003159,cross_device_partial,3
t4_dev_006503,t4_act_004598,network_retry_storm_hard,3
t4_dev_005214,t4_act_003529,shared_household_device,0
t4_dev_003466,t4_act_002215,sparse_multiday_v4,2
t4_dev_000309,t4_act_000060,cross_device_partial,1
t4_dev_005249,t4_act_003560,network_retry_storm_hard,3
t4_dev_003817,t4_act_002474,new_customer_onboarding,0
t4_dev_006448,t4_act_004548,normal_returning_customer,0
t4_dev_006839,t4_act_004886,genuine_wallet_cycling,3
t4_dev_001078,t4_act_000563,network_retry_storm_hard,4
t4_dev_005449,t4_act_003738,normal_guest_checkout,1
t4_dev_004695,t4_act_003155,session_recreation_flaky_net,2
t4_dev_003279,t4_act_002057,fast_burst_v4,2
t4_dev_003541,t4_act_002257,persistent_card_problem_hard,3
t4_dev_000986,t4_act_000471,persistent_card_problem_hard,1
t4_dev_001119,t4_act_000604,network_retry_storm_hard,0
t4_dev_006576,t4_act_004667,normal_guest_checkout,2
t4_dev_006837,t4_act_004884,normal_returning_customer,2
t4_dev_007838,t4_act_005697,normal_returning_customer,4
t4_dev_007680,t4_act_005554,persistent_card_problem_hard,0
t4_dev_005944,t4_act_004145,network_retry_storm_hard,1
t4_dev_002599,t4_act_001606,persistent_card_problem_hard,1
t4_dev_002747,t4_act_001721,session_recreation_flaky_net,2
t4_dev_002372,t4_act_001430,success_camouflage_v4,0
t4_dev_006115,t4_act_004281,normal_guest_checkout,2
t4_dev_000232,t4_act_000043,cross_device_partial,0
t4_dev_003107,t4_act_001930,normal_returning_customer,1
t4_dev_003367,t4_act_002134,cvv_and_expiry_mistakes,1
t4_dev_004463,t4_act_002975,genuine_wallet_cycling,0
t4_dev_003207,t4_act_001998,normal_guest_checkout,0
t4_dev_000881,t4_act_000366,persistent_card_problem_hard,4
t4_dev_008743,t4_act_006461,network_retry_storm_hard,1
t4_dev_006474,t4_act_004573,normal_returning_customer,3
t4_dev_006976,t4_act_005004,normal_guest_checkout,2
t4_dev_000814,t4_act_000299,persistent_card_problem_hard,3
t4_dev_002539,t4_act_001567,cross_device_partial,2
t4_dev_003650,t4_act_002340,cross_device_weak_guest,4
t4_dev_000233,t4_act_000043,cross_device_partial,0
t4_dev_004243,t4_act_002817,patient_tester_v4,2
t4_dev_002284,t4_act_001365,new_customer_onboarding,3
t4_dev_003855,t4_act_002503,session_churn_v4,4
t4_dev_007689,t4_act_005559,multi_device_customer_v4,1
t4_dev_000983,t4_act_000468,persistent_card_problem_hard,1
