event_id,request_id,timestamp,device_id,session_id,prior_attempts_5m,prior_attempts_1h,prior_attempts_24h,prior_attempts_7d,prospective_requests_10s,prospective_requests_60s,distinct_cards_5m,distinct_cards_1h,distinct_cards_24h,distinct_cards_7d,distinct_bins_5m,distinct_bins_24h,cross_session_cards_24h,cross_session_cards_7d,prior_decline_streak,prior_decline_ratio_5m,prior_decline_ratio_24h,attempts_before_first_approval,attempts_after_first_approval,seconds_since_previous_authorization,device_age_seconds,session_age_seconds,seconds_since_previous_session,sessions_24h,sessions_7d,ip_changes_24h,devices_per_ip_5m,requests_per_ip_5m,same_card_retry_ratio_24h,card_switches_after_decline_24h,current_amount,amount_delta_from_previous,amount_variation_24h,near_minimum_ratio_24h,prior_successful_checkouts,seconds_since_successful_checkout,campaign_active,prior_attempts_14d,distinct_cards_14d,amount_continuity_score_30d,amount_continuity_history_available,ip_rotation_ratio_24h,checkout_completion_lag_seconds,checkout_completion_lag_available,label,population,attack_subtype,scenario_tag
evt_0061279,req_0026477,2026-01-01T16:16:47+00:00,dev_0009962,dev_0009962_s1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0,1,1136,2316,2316,0,1,1,0,1,1,1,0,15.78,-17.49,16.08,0.5,0,0,0,2,1,-0.0876865671642,1,0.5,0,0,1,attack,patient,attack_patient
evt_0060190,req_0025948,2026-01-01T16:17:36+00:00,dev_0009893,dev_0009893_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,37.37,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1,attack,patient,attack_patient
evt_0044480,req_0018341,2026-01-01T16:22:01+00:00,dev_0008983,dev_0008983_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,19.12,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0044482,req_0018342,2026-01-01T16:22:04+00:00,dev_0008983,dev_0008983_s1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,3,0,1,1,0,1,2,1,0,3.8,-15.32,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0044484,req_0018343,2026-01-01T16:22:08+00:00,dev_0008983,dev_0008983_s1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,1,1,2,0,4,7,7,0,1,1,0,1,3,1,0,3.78,-0.02,7.66,0,0,0,0,2,1,-1.00261096606,1,1,0,0,1,attack,burst,attack_burst
evt_0044486,req_0018344,2026-01-01T16:22:09+00:00,dev_0008983,dev_0008983_s1,2,2,2,2,4,4,1,1,1,1,1,1,1,1,2,1,1,2,0,5,8,8,0,1,1,0,1,4,1,0,3.97,0.17,7.66,0,0,0,0,2,1,-0.977806788512,1,1,0,0,1,attack,burst,attack_burst
evt_0044488,req_0018345,2026-01-01T16:22:12+00:00,dev_0008983,dev_0008983_s1,4,4,4,4,4,5,1,1,1,1,1,1,1,1,0,0.75,0.75,3,0,3,11,11,0,1,1,0,1,5,1,0,12.96,8.99,6.61251606803,0,0,0,0,4,1,0.800376126961,1,1,0,0,1,attack,burst,attack_burst
evt_0044490,req_0018346,2026-01-01T16:22:13+00:00,dev_0008983,dev_0008983_s1,5,5,5,5,5,6,2,2,2,2,2,2,1,1,1,0.8,0.8,3,1,1,12,12,0,1,1,1,1,1,0,0,2.37,-10.59,6.28187742638,0,0,0,0,5,2,-1.01179943011,1,2,0,0,1,attack,burst,attack_burst
evt_0044492,req_0018347,2026-01-01T16:22:17+00:00,dev_0008983,dev_0008983_s1,6,6,6,6,5,7,2,2,2,2,2,2,1,1,0,0.666666666667,0.666666666667,3,2,4,16,16,0,1,1,1,1,2,0.166666666667,1,5.8,3.43,6.2045082176,0,0,0,1,6,2,-0.300856506463,1,2,0,0,1,attack,burst,attack_burst
evt_0044494,req_0018348,2026-01-01T16:22:20+00:00,dev_0008983,dev_0008983_s1,7,7,7,7,4,8,2,2,2,2,2,2,1,1,0,0.571428571429,0.571428571429,3,3,3,19,19,0,1,1,1,1,3,0.285714285714,1,7.7,1.9,5.78127766403,0,0,0,0,7,2,0.0518916435837,1,2,0,0,1,attack,burst,attack_burst
evt_0044496,req_0018349,2026-01-01T16:22:23+00:00,dev_0008983,dev_0008983_s1,8,8,8,8,4,9,2,2,2,2,2,2,1,1,1,0.625,0.625,3,4,3,22,22,0,1,1,1,1,4,0.375,1,36.02,28.32,5.4088001211,0,0,0,0,8,2,5.28444375094,1,2,0,0,1,attack,burst,attack_burst
evt_0060192,req_0025949,2026-01-01T16:25:45+00:00,dev_0009893,dev_0009893_s1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,489,489,489,0,1,1,0,1,1,1,0,10.61,-26.76,0,0,0,0,0,1,1,0,0,0.5,0,0,1,attack,patient,attack_patient
evt_0025232,req_0009644,2026-01-01T16:32:26+00:00,dev_0006705,dev_0006705_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4.73,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,flash_sale,,flash_standard
evt_0060194,req_0025950,2026-01-01T16:39:47+00:00,dev_0009893,dev_0009893_s1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,842,1331,1331,0,1,1,0,1,1,1,0,23.16,12.55,13.38,0,0,0,0,2,1,-0.0620328849028,1,0.5,0,0,1,attack,patient,attack_patient
evt_0044862,req_0018528,2026-01-01T16:45:09+00:00,dev_0009002,dev_0009002_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,8.36,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0044864,req_0018529,2026-01-01T16:45:24+00:00,dev_0009002,dev_0009002_s1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,15,15,15,0,1,1,0,1,2,1,0,17.87,9.51,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0044866,req_0018530,2026-01-01T16:45:35+00:00,dev_0009002,dev_0009002_s1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,0.5,0.5,0,1,11,26,26,0,1,1,0,1,3,1,0,2.14,-15.73,4.755,0,0,0,0,2,1,-2.30809674027,1,1,0,0,1,attack,burst,attack_burst
evt_0044868,req_0018531,2026-01-01T16:45:44+00:00,dev_0009002,dev_0009002_s1,3,3,3,3,2,4,2,2,2,2,1,1,1,1,0,0.333333333333,0.333333333333,0,2,9,35,35,0,1,1,0,1,4,0,0,1.78,-0.36,6.4683966758,0,0,0,0,3,2,-1.18679590189,1,1,0,0,1,attack,burst,attack_burst
evt_0044870,req_0018532,2026-01-01T16:46:07+00:00,dev_0009002,dev_0009002_s1,4,4,4,4,1,5,3,3,3,3,2,2,1,1,0,0.25,0.25,0,3,23,58,58,0,1,1,0,1,5,0,0,2.52,0.74,6.51380984908,0.25,0,0,0,4,3,-0.770286532191,1,1,0,0,1,attack,burst,attack_burst
evt_0044872,req_0018533,2026-01-01T16:46:16+00:00,dev_0009002,dev_0009002_s1,5,5,5,5,2,5,3,3,3,3,2,2,1,1,1,0.4,0.4,0,4,9,67,67,0,1,1,1,1,1,0.2,0,13.02,10.5,6.16212820379,0.2,0,0,0,5,3,1.05255843201,1,2,0,0,1,attack,burst,attack_burst
evt_0012015,req_0004432,2026-01-01T16:47:52+00:00,dev_0003528,dev_0003528_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,13.15,0,0,0,0,0,1,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0029002,req_0011034,2026-01-01T16:47:57+00:00,dev_0007811,dev_0007811_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4.73,0,0,0,0,0,1,0,1,0,0,1,0,0,0,flash_sale,,flash_standard
evt_0026509,req_0010117,2026-01-01T17:05:42+00:00,dev_0007072,dev_0007072_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,9.22,0,0,0,0,0,1,0,1,0,0,0.333333333333,0,0,0,flash_sale,,flash_standard
evt_0013159,req_0004851,2026-01-01T17:10:56+00:00,dev_0003858,dev_0003858_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,26.43,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0027380,req_0010438,2026-01-01T17:17:37+00:00,dev_0007331,dev_0007331_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5.88,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,flash_sale,,flash_standard
evt_0006303,req_0002336,2026-01-01T17:24:47+00:00,dev_0001850,dev_0001850_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,17.6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0006528,req_0002417,2026-01-01T17:30:53+00:00,dev_0001916,dev_0001916_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,14.68,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0024891,req_0009518,2026-01-01T17:33:05+00:00,dev_0006607,dev_0006607_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,6.18,0,0,0,0,0,1,0,1,0,0,1,0,0,0,flash_sale,,flash_standard
evt_0026279,req_0010034,2026-01-01T17:37:35+00:00,dev_0007004,dev_0007004_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,13.18,0,0,0,0,0,1,0,1,0,0,1,0,0,0,flash_sale,,flash_standard
evt_0006671,req_0002469,2026-01-01T17:44:04+00:00,dev_0001962,dev_0001962_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7.34,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0033042,req_0012793,2026-01-01T17:46:32+00:00,dev_0008414,dev_0008414_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,10.47,0,0,0,0,0,1,0,1,0,0,0.333333333333,0,0,0,flash_sale,,flash_hard_retry
evt_0033044,req_0012794,2026-01-01T17:47:39+00:00,dev_0008414,dev_0008414_s1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,67,67,67,0,1,1,0,1,2,1,0,10.47,0,0,0,0,0,1,1,1,0,0,0.333333333333,0,0,0,flash_sale,,flash_hard_retry
evt_0033046,req_0012795,2026-01-01T17:48:48+00:00,dev_0008414,dev_0008414_s1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,69,136,136,0,1,1,0,1,3,1,0,10.47,0,0,0,0,0,1,2,1,0,0,0.333333333333,0,0,0,flash_sale,,flash_hard_retry
evt_0054182,req_0023047,2026-01-01T17:51:43+00:00,dev_0009517,dev_0009517_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,10.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0054184,req_0023048,2026-01-01T17:54:33+00:00,dev_0009517,dev_0009517_s1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,170,170,170,0,1,1,0,1,2,1,0,3.18,-7.22,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0054186,req_0023049,2026-01-01T17:56:06+00:00,dev_0009517,dev_0009517_s1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,93,263,263,0,1,1,0,1,3,1,0,2.66,-0.52,3.61,0,0,0,0,2,1,-1.14404432133,1,1,0,0,1,attack,evasive,attack_evasive
evt_0054188,req_0023050,2026-01-01T17:57:11+00:00,dev_0009517,dev_0009517_s1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,65,328,328,0,1,1,0,1,3,1,0,10.64,7.98,3.53249046551,0,0,0,1,3,1,1.47959823748,1,1,0,0,1,attack,evasive,attack_evasive
evt_0030922,req_0011842,2026-01-01T17:59:08+00:00,dev_0008154,dev_0008154_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.72,0,0,0,0,0,1,0,1,0,0,1,0,0,0,flash_sale,,flash_hard_retry
evt_0030924,req_0011843,2026-01-01T17:59:10+00:00,dev_0008154,dev_0008154_s1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,0,1,1,0,1,2,1,0,4.53,0.81,0,0,0,0,1,1,1,0,0,1,0,0,0,flash_sale,,flash_hard_retry
evt_0030926,req_0011844,2026-01-01T17:59:13+00:00,dev_0008154,dev_0008154_s1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,2,1,1,2,0,3,5,5,0,1,1,0,1,3,1,0,4.53,0,0.405,0,0,0,1,2,1,1,1,1,0,0,0,flash_sale,,flash_hard_retry
evt_0030928,req_0011845,2026-01-01T17:59:16+00:00,dev_0008154,dev_0008154_s1,3,3,3,3,4,4,1,1,1,1,1,1,1,1,3,1,1,3,0,3,8,8,0,1,1,0,1,4,1,0,3.89,-0.64,0.381837661841,0,0,0,1,3,1,-0.968998181626,1,1,0,0,0,flash_sale,,flash_hard_retry
evt_0054190,req_0023051,2026-01-01T17:59:41+00:00,dev_0009517,dev_0009517_s1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,150,478,478,0,1,1,0,1,3,1,0,10.73,0.09,3.8053909129,0,0,0,0,4,1,1.05376821772,1,1,0,0,1,attack,evasive,attack_evasive
evt_0054192,req_0023052,2026-01-01T18:01:05+00:00,dev_0009517,dev_0009517_s1,3,5,5,5,1,1,2,2,2,2,1,1,1,1,0,0,0,0,4,84,562,562,0,1,1,1,1,1,0,0,4.95,-5.78,3.76266076069,0,0,0,0,5,2,-0.683558833386,1,2,0,0,1,attack,evasive,attack_evasive
evt_0054194,req_0023053,2026-01-01T18:02:16+00:00,dev_0009517,dev_0009517_s1,2,6,6,6,1,1,3,3,3,3,1,1,1,1,1,0.5,0.166666666667,0,5,71,633,633,0,1,1,1,1,2,0,0,23.03,18.08,3.56606069619,0,0,0,0,6,3,4.46898357162,1,2,0,0,1,attack,evasive,attack_evasive
evt_0025562,req_0009766,2026-01-01T18:04:31+00:00,dev_0006804,dev_0006804_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,9.07,0,0,0,0,0,1,0,1,0,0,0.25,0,0,0,flash_sale,,flash_standard
evt_0050528,req_0021281,2026-01-01T18:04:37+00:00,dev_0009302,dev_0009302_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0054196,req_0023054,2026-01-01T18:05:09+00:00,dev_0009517,dev_0009517_s1,2,7,7,7,1,1,2,3,3,3,1,1,1,1,0,0.5,0.142857142857,0,6,173,806,806,0,1,1,1,1,3,0.142857142857,1,3.66,-19.37,6.48069220289,0,0,0,0,7,3,-0.881078721414,1,2,0,0,1,attack,evasive,attack_evasive
evt_0050530,req_0021282,2026-01-01T18:05:58+00:00,dev_0009302,dev_0009302_s1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,81,81,81,0,1,1,0,1,2,1,0,5.79,4.66,0,1,0,0,0,1,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0054198,req_0023055,2026-01-01T18:06:50+00:00,dev_0009517,dev_0009517_s1,2,8,8,8,1,1,2,3,3,3,1,1,1,1,1,0.5,0.25,0,7,101,907,907,0,1,1,1,1,3,0.25,1,3.38,-0.28,6.34945064061,0,0,0,0,8,3,-0.8309774024,1,2,0,0,1,attack,evasive,attack_evasive
evt_0050532,req_0021283,2026-01-01T18:08:24+00:00,dev_0009302,dev_0009302_s1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,0.5,0.5,0,1,146,227,227,0,1,1,0,1,3,0,0,14.95,9.16,2.33,0.5,0,0,0,2,2,4.9313304721,1,1,0,0,1,attack,evasive,attack_evasive
evt_0005878,req_0002180,2026-01-01T18:09:40+00:00,dev_0001728,dev_0001728_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7.88,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,normal,,normal_standard
evt_0050534,req_0021284,2026-01-01T18:11:05+00:00,dev_0009302,dev_0009302_s1,1,3,3,3,1,1,1,2,2,2,1,1,1,1,0,0,0.333333333333,0,2,161,388,388,0,1,1,0,1,2,0.333333333333,1,3.82,-11.13,5.74082456331,0.333333333333,0,0,0,3,2,-0.604442787222,1,1,0,0,1,attack,evasive,attack_evasive
evt_0050536,req_0021285,2026-01-01T18:13:17+00:00,dev_0009302,dev_0009302_s1,2,4,4,4,1,1,1,2,2,2,1,1,1,1,1,0.5,0.5,0,3,132,520,520,0,1,1,0,1,3,0.5,1,8.5,4.68,5.19379136566,0.25,0,0,0,4,2,0.399996814222,1,1,0,0,1,attack,evasive,attack_evasive
evt_0050538,req_0021286,2026-01-01T18:14:08+00:00,dev_0009302,dev_0009302_s1,2,5,5,5,1,2,1,2,2,2,1,1,1,1,2,1,0.6,0,4,51,571,571,0,1,1,0,1,3,0.6,1,3.37,-5.13,4.7192092558,0.2,0,0,1,5,2,-0.7348688757,1,1,0,0,1,attack,evasive,attack_evasive
evt_0050540,req_0021287,2026-01-01T18:15:48+00:00,dev_0009302,dev_0009302_s1,3,6,6,6,1,1,1,2,2,2,1,1,1,1,0,0.666666666667,0.5,0,5,100,671,671,0,1,1,1,1,1,0.666666666667,1,3.6,0.23,4.49772535103,0.166666666667,0,0,0,6,2,-0.591410055616,1,2,0,0,1,attack,evasive,attack_evasive
evt_0027463,req_0010468,2026-01-01T18:16:58+00:00,dev_0007354,dev_0007354_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,6.03,0,0,0,0,0,1,0,1,0,0,0.25,0,0,0,flash_sale,,flash_standard
evt_0050542,req_0021288,2026-01-01T18:17:50+00:00,dev_0009302,dev_0009302_s1,3,7,7,7,1,1,1,2,2,2,1,1,1,1,0,0.333333333333,0.428571428571,0,6,122,793,793,0,1,1,1,1,2,0.714285714286,1,3.23,-0.37,4.26684895444,0.142857142857,0,0,1,7,2,-0.621067215713,1,2,0,0,1,attack,evasive,attack_evasive
evt_0050544,req_0021289,2026-01-01T18:19:22+00:00,dev_0009302,dev_0009302_s1,2,8,8,8,1,1,1,2,2,2,1,1,1,1,0,0,0.375,0,7,92,885,885,0,1,1,1,1,3,0.75,1,3.67,0.44,4.08635974157,0.125,0,0,0,8,2,-0.459761283592,1,2,0,0,1,attack,evasive,attack_evasive
evt_0054784,req_0023339,2026-01-01T18:23:01+00:00,dev_0009552,dev_0009552_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,10.88,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,patient,attack_patient
evt_0054786,req_0023340,2026-01-01T18:33:17+00:00,dev_0009552,dev_0009552_s1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,616,616,616,0,1,1,0,1,1,1,0,8.93,-1.95,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,patient,attack_patient
evt_0046829,req_0019490,2026-01-01T18:45:24+00:00,dev_0009086,dev_0009086_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.33,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0046831,req_0019491,2026-01-01T18:45:32+00:00,dev_0009086,dev_0009086_s1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,8,8,8,0,1,1,0,1,2,1,0,1.03,-1.3,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0046833,req_0019492,2026-01-01T18:45:45+00:00,dev_0009086,dev_0009086_s1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,0,0.5,0.5,1,0,13,21,21,0,1,1,0,1,3,1,0,3.71,2.68,0.65,0.5,0,0,0,2,1,3.12307692308,1,1,0,0,1,attack,burst,attack_burst
evt_0046835,req_0019493,2026-01-01T18:45:55+00:00,dev_0009086,dev_0009086_s1,3,3,3,3,2,4,1,1,1,1,1,1,1,1,0,0.333333333333,0.333333333333,1,1,10,31,31,0,1,1,0,1,4,1,0,12.46,8.75,1.09426789326,0.333333333333,0,0,0,3,1,9.23296150381,1,1,0,0,1,attack,burst,attack_burst
evt_0046837,req_0019494,2026-01-01T18:46:08+00:00,dev_0009086,dev_0009086_s1,4,4,4,4,1,5,2,2,2,2,1,1,1,1,1,0.5,0.5,1,2,13,44,44,0,1,1,1,1,1,0,0,3.95,-8.51,4.47633429828,0.25,0,0,0,4,2,-0.208317774738,1,2,0,0,1,attack,burst,attack_burst
evt_0046839,req_0019495,2026-01-01T18:46:24+00:00,dev_0009086,dev_0009086_s1,5,5,5,5,1,6,2,2,2,2,1,1,1,1,0,0.4,0.4,1,3,16,60,60,0,1,1,1,1,2,0.2,1,3.77,-0.18,4.02109238889,0.2,0,0,0,5,2,-0.230285681214,1,2,0,0,1,attack,burst,attack_burst
evt_0046841,req_0019496,2026-01-01T18:46:44+00:00,dev_0009086,dev_0009086_s1,6,6,6,6,1,5,2,2,2,2,1,1,1,1,1,0.5,0.5,1,4,20,80,80,0,1,1,1,1,3,0.333333333333,1,3.33,-0.44,3.68692471972,0.166666666667,0,0,0,6,2,-0.328638840979,1,2,0,0,1,attack,burst,attack_burst
evt_0046843,req_0019497,2026-01-01T18:47:05+00:00,dev_0009086,dev_0009086_s1,7,7,7,7,1,4,3,3,3,3,2,2,1,1,2,0.571428571429,0.571428571429,1,5,21,101,101,0,1,1,1,1,4,0,1,5.94,2.61,3.43966123154,0.142857142857,0,0,0,7,3,0.456855622007,1,2,0,0,1,attack,burst,attack_burst
evt_0046845,req_0019498,2026-01-01T18:47:22+00:00,dev_0009086,dev_0009086_s1,8,8,8,8,1,4,3,3,3,3,2,2,1,1,0,0.5,0.5,1,6,17,118,118,0,1,1,2,1,1,0.5,2,11.32,5.38,3.25921002699,0.125,0,0,0,8,3,2.07258812537,1,3,0,0,1,attack,burst,attack_burst
evt_0054788,req_0023341,2026-01-01T18:50:45+00:00,dev_0009552,dev_0009552_s1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1048,1664,1664,0,1,1,0,1,1,1,0,24.95,16.02,0.975,0,0,0,0,2,1,15.4307692308,1,1,0,0,1,attack,patient,attack_patient
evt_0041903,req_0017085,2026-01-01T18:58:14+00:00,dev_0008862,dev_0008862_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.87,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0049271,req_0020671,2026-01-01T18:58:24+00:00,dev_0009224,dev_0009224_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.33,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0041905,req_0017086,2026-01-01T18:58:29+00:00,dev_0008862,dev_0008862_s1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,15,15,15,0,1,1,0,1,2,1,0,3.51,0.64,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,burst,attack_burst
evt_0041907,req_0017087,2026-01-01T18:58:44+00:00,dev_0008862,dev_0008862_s1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,0,15,30,30,0,1,1,0,1,3,1,0,34.43,30.92,0.32,0,0,0,0,2,1,97.625,1,1,0,0,1,attack,burst,attack_burst
evt_0041909,req_0017088,2026-01-01T18:58:55+00:00,dev_0008862,dev_0008862_s1,3,3,3,3,1,4,2,2,2,2,2,2,1,1,3,1,1,3,0,11,41,41,0,1,1,0,1,4,0,0,3.29,-31.14,14.7289948363,0,0,0,0,3,2,-0.700206188401,1,1,0,0,1,attack,burst,attack_burst
evt_0041911,req_0017089,2026-01-01T18:59:17+00:00,dev_0008862,dev_0008862_s1,4,4,4,4,1,4,2,2,2,2,2,2,1,1,4,1,1,4,0,22,63,63,0,1,1,1,1,1,0.25,1,18.85,15.56,13.5148390667,0,0,0,0,4,2,0.578993206013,1,2,0,0,1,attack,burst,attack_burst
evt_0041913,req_0017090,2026-01-01T18:59:37+00:00,dev_0008862,dev_0008862_s1,5,5,5,5,1,4,2,2,2,2,2,2,1,1,0,0.8,0.8,4,0,20,83,83,0,1,1,1,1,2,0.6,1,8.61,-10.24,12.4866969211,0,0,0,0,5,2,-0.318739217036,1,2,0,0,1,attack,burst,attack_burst
evt_0041915,req_0017091,2026-01-01T18:59:48+00:00,dev_0008862,dev_0008862_s1,6,6,6,6,1,4,3,3,3,3,2,2,1,1,1,0.833333333333,0.833333333333,4,1,11,94,94,0,1,1,1,1,3,0,1,25.49,16.88,11.4948418384,0,0,0,0,6,3,1.17994953946,1,2,0,0,1,attack,burst,attack_burst
evt_0049273,req_0020672,2026-01-01T18:59:48+00:00,dev_0009224,dev_0009224_s1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,0,84,84,84,0,1,1,0,1,2,0,0,4.33,3,0,1,0,0,0,1,2,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0041917,req_0017092,2026-01-01T19:00:11+00:00,dev_0008862,dev_0008862_s1,7,7,7,7,1,4,4,4,4,4,2,2,1,1,2,0.857142857143,0.857142857143,4,2,23,117,117,0,1,1,1,1,4,0,2,3.74,-21.75,11.6525397074,0,0,0,0,7,4,-0.868847990954,1,2,0,0,1,attack,burst,attack_burst
evt_0049275,req_0020673,2026-01-01T19:01:24+00:00,dev_0009224,dev_0009224_s1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,0.5,0.5,0,1,96,180,180,0,1,1,0,1,3,0.5,0,6.76,2.43,1.5,0.5,0,0,0,2,2,2.62,1,1,0,0,1,attack,evasive,attack_evasive
evt_0029268,req_0011130,2026-01-01T19:01:53+00:00,dev_0007886,dev_0007886_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,11.71,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,flash_sale,,flash_standard
